时间_s,表面温度_C,表面含水率,环境温度_C,蒸发质量通量_kg_m-2_s,潜热通量_W_m-2,对流通量_W_m-2,净热通量_W_m-2
9017.0000,12.5725,0.7669,50.1729,0.0004,894.8286,940.0106,45.1820
9018.0000,12.5745,0.7669,50.1735,0.0004,894.8020,939.9760,45.1740
9019.0000,12.5764,0.7669,50.1741,0.0004,894.7754,939.9416,45.1662
9020.0000,12.5784,0.7668,50.1747,0.0004,894.7488,939.9075,45.1587
9021.0000,12.5803,0.7668,50.1752,0.0004,894.7222,939.8736,45.1514
9022.0000,12.5822,0.7668,50.1758,0.0004,894.6956,939.8400,45.1444
9023.0000,12.5842,0.7668,50.1764,0.0004,894.6690,939.8065,45.1375
9024.0000,12.5861,0.7668,50.1770,0.0004,894.6424,939.7733,45.1308
9025.0000,12.5880,0.7667,50.1776,0.0004,894.6158,939.7402,45.1244
9026.0000,12.5899,0.7667,50.1782,0.0004,894.5892,939.7073,45.1181
9027.0000,12.5918,0.7667,50.1788,0.0004,894.5626,939.6746,45.1120
9028.0000,12.5936,0.7667,50.1793,0.0004,894.5360,939.6421,45.1061
9029.0000,12.5955,0.7667,50.1799,0.0004,894.5095,939.6097,45.1003
9030.0000,12.5974,0.7667,50.1805,0.0004,894.4829,939.5775,45.0947
9031.0000,12.5993,0.7666,50.1811,0.0004,894.4563,939.5455,45.0892
9032.0000,12.6011,0.7666,50.1817,0.0004,894.4297,939.5136,45.0839
9033.0000,12.6030,0.7666,50.1822,0.0004,894.4031,939.4818,45.0787
9034.0000,12.6048,0.7666,50.1828,0.0004,894.3765,939.4502,45.0736
9035.0000,12.6067,0.7666,50.1834,0.0004,894.3500,939.4187,45.0687
9036.0000,12.6085,0.7666,50.1840,0.0004,894.3234,939.3873,45.0639
9037.0000,12.6103,0.7665,50.1846,0.0004,894.2968,939.3560,45.0592
9038.0000,12.6122,0.7665,50.1852,0.0004,894.2702,939.3249,45.0546
9039.0000,12.6140,0.7665,50.1857,0.0004,894.2437,939.2939,45.0502
9040.0000,12.6158,0.7665,50.1863,0.0004,894.2171,939.2629,45.0458
9041.0000,12.6176,0.7665,50.1869,0.0004,894.1905,939.2321,45.0416
9042.0000,12.6194,0.7664,50.1875,0.0004,894.1640,939.2014,45.0374
9043.0000,12.6213,0.7664,50.1881,0.0004,894.1374,939.1708,45.0334
9044.0000,12.6231,0.7664,50.1887,0.0004,894.1109,939.1403,45.0294
9045.0000,12.6249,0.7664,50.1893,0.0004,894.0843,939.1099,45.0255
9046.0000,12.6267,0.7664,50.1898,0.0004,894.0578,939.0795,45.0217
9047.0000,12.6284,0.7664,50.1904,0.0004,894.0312,939.0493,45.0181
9048.0000,12.6302,0.7663,50.1910,0.0004,894.0047,939.0191,45.0144
9049.0000,12.6320,0.7663,50.1916,0.0004,893.9781,938.9890,45.0109
9050.0000,12.6338,0.7663,50.1922,0.0004,893.9516,938.9591,45.0074
9051.0000,12.6356,0.7663,50.1927,0.0004,893.9251,938.9291,45.0041
9052.0000,12.6374,0.7663,50.1933,0.0004,893.8985,938.8993,45.0008
9053.0000,12.6391,0.7663,50.1939,0.0004,893.8720,938.8695,44.9975
9054.0000,12.6409,0.7662,50.1945,0.0004,893.8455,938.8399,44.9944
9055.0000,12.6427,0.7662,50.1951,0.0004,893.8190,938.8102,44.9913
9056.0000,12.6444,0.7662,50.1957,0.0004,893.7925,938.7807,44.9882
9057.0000,12.6462,0.7662,50.1962,0.0004,893.7659,938.7512,44.9853
9058.0000,12.6480,0.7662,50.1968,0.0004,893.7394,938.7218,44.9824
9059.0000,12.6497,0.7662,50.1974,0.0004,893.7129,938.6924,44.9795
9060.0000,12.6515,0.7661,50.1980,0.0004,893.6864,938.6632,44.9767
9061.0000,12.6530,0.7661,50.1917,0.0004,893.6635,938.4667,44.8032
9062.0000,12.6545,0.7661,50.1854,0.0004,893.6405,938.2727,44.6322
9063.0000,12.6559,0.7661,50.1791,0.0004,893.6173,938.0805,44.4631
9064.0000,12.6572,0.7661,50.1728,0.0004,893.5940,937.8897,44.2957
9065.0000,12.6585,0.7660,50.1665,0.0004,893.5706,937.7002,44.1296
9066.0000,12.6597,0.7660,50.1602,0.0004,893.5470,937.5118,43.9648
9067.0000,12.6609,0.7660,50.1539,0.0004,893.5233,937.3244,43.8012
9068.0000,12.6621,0.7660,50.1476,0.0004,893.4994,937.1380,43.6386
9069.0000,12.6632,0.7660,50.1413,0.0004,893.4754,936.9524,43.4770
9070.0000,12.6643,0.7660,50.1350,0.0004,893.4513,936.7677,43.3164
9071.0000,12.6654,0.7659,50.1287,0.0004,893.4271,936.5837,43.1567
9072.0000,12.6664,0.7659,50.1224,0.0004,893.4027,936.4005,42.9978
9073.0000,12.6674,0.7659,50.1161,0.0004,893.3782,936.2179,42.8397
9074.0000,12.6684,0.7659,50.1098,0.0004,893.3536,936.0360,42.6824
9075.0000,12.6693,0.7659,50.1035,0.0004,893.3289,935.8548,42.5259
9076.0000,12.6702,0.7658,50.0972,0.0004,893.3041,935.6742,42.3701
9077.0000,12.6711,0.7658,50.0909,0.0004,893.2791,935.4941,42.2150
9078.0000,12.6720,0.7658,50.0846,0.0004,893.2540,935.3146,42.0606
9079.0000,12.6729,0.7658,50.0783,0.0004,893.2288,935.1357,41.9068
9080.0000,12.6737,0.7658,50.0720,0.0004,893.2035,934.9573,41.7537
9081.0000,12.6745,0.7657,50.0657,0.0004,893.1781,934.7794,41.6012
9082.0000,12.6753,0.7657,50.0594,0.0004,893.1526,934.6020,41.4494
9083.0000,12.6761,0.7657,50.0531,0.0004,893.1270,934.4251,41.2981
9084.0000,12.6769,0.7657,50.0468,0.0004,893.1012,934.2486,41.1474
9085.0000,12.6776,0.7657,50.0405,0.0004,893.0754,934.0726,40.9972
9086.0000,12.6783,0.7656,50.0342,0.0004,893.0494,933.8971,40.8477
9087.0000,12.6790,0.7656,50.0279,0.0004,893.0234,933.7220,40.6986
9088.0000,12.6797,0.7656,50.0216,0.0004,892.9972,933.5473,40.5501
9089.0000,12.6804,0.7656,50.0153,0.0004,892.9709,933.3731,40.4021
9090.0000,12.6810,0.7656,50.0090,0.0004,892.9446,933.1992,40.2547
9091.0000,12.6817,0.7655,50.0027,0.0004,892.9181,933.0258,40.1077
9092.0000,12.6823,0.7655,49.9964,0.0004,892.8915,932.8527,39.9612
9093.0000,12.6829,0.7655,49.9901,0.0004,892.8648,932.6800,39.8152
9094.0000,12.6835,0.7655,49.9838,0.0004,892.8380,932.5077,39.6697
9095.0000,12.6841,0.7655,49.9775,0.0004,892.8111,932.3358,39.5247
9096.0000,12.6846,0.7654,49.9712,0.0004,892.7841,932.1642,39.3801
9097.0000,12.6852,0.7654,49.9649,0.0004,892.7571,931.9930,39.2359
9098.0000,12.6857,0.7654,49.9586,0.0004,892.7299,931.8221,39.0922
9099.0000,12.6862,0.7654,49.9523,0.0004,892.7026,931.6516,38.9490
9100.0000,12.6867,0.7654,49.9460,0.0004,892.6752,931.4814,38.8062
9101.0000,12.6872,0.7653,49.9397,0.0004,892.6477,931.3115,38.6638
9102.0000,12.6877,0.7653,49.9334,0.0004,892.6201,931.1420,38.5218
9103.0000,12.6882,0.7653,49.9271,0.0004,892.5925,930.9727,38.3803
9104.0000,12.6886,0.7653,49.9208,0.0004,892.5647,930.8038,38.2391
9105.0000,12.6891,0.7653,49.9145,0.0004,892.5368,930.6352,38.0984
9106.0000,12.6895,0.7652,49.9082,0.0004,892.5089,930.4669,37.9581
9107.0000,12.6899,0.7652,49.9019,0.0004,892.4808,930.2989,37.8181
9108.0000,12.6904,0.7652,49.8956,0.0004,892.4527,930.1312,37.6786
9109.0000,12.6907,0.7652,49.8893,0.0004,892.4244,929.9638,37.5394
9110.0000,12.6911,0.7651,49.8830,0.0004,892.3961,929.7967,37.4006
9111.0000,12.6915,0.7651,49.8767,0.0004,892.3676,929.6298,37.2622
9112.0000,12.6919,0.7651,49.8704,0.0004,892.3391,929.4633,37.1241
9113.0000,12.6922,0.7651,49.8641,0.0004,892.3105,929.2970,36.9865
9114.0000,12.6926,0.7651,49.8578,0.0004,892.2818,929.1310,36.8491
9115.0000,12.6929,0.7650,49.8515,0.0004,892.2530,928.9652,36.7122
9116.0000,12.6932,0.7650,49.8452,0.0004,892.2241,928.7997,36.5756
9117.0000,12.6935,0.7650,49.8389,0.0004,892.1952,928.6345,36.4393
9118.0000,12.6938,0.7650,49.8326,0.0004,892.1661,928.4695,36.3034
9119.0000,12.6941,0.7649,49.8263,0.0004,892.1369,928.3048,36.1679
9120.0000,12.6944,0.7649,49.8200,0.0004,892.1077,928.1403,36.0326
9121.0000,12.6949,0.7649,49.8235,0.0004,892.0863,928.2133,36.1271
9122.0000,12.6956,0.7649,49.8269,0.0004,892.0649,928.2834,36.2185
9123.0000,12.6963,0.7649,49.8304,0.0004,892.0435,928.3514,36.3079
9124.0000,12.6971,0.7648,49.8338,0.0004,892.0221,928.4177,36.3956
9125.0000,12.6979,0.7648,49.8372,0.0004,892.0007,928.4827,36.4819
9126.0000,12.6988,0.7648,49.8407,0.0004,891.9794,928.5464,36.5670
9127.0000,12.6998,0.7648,49.8441,0.0004,891.9582,928.6091,36.6509
9128.0000,12.7008,0.7647,49.8476,0.0004,891.9370,928.6708,36.7338
9129.0000,12.7018,0.7647,49.8511,0.0004,891.9158,928.7316,36.8158
9130.0000,12.7028,0.7647,49.8545,0.0004,891.8947,928.7916,36.8970
9131.0000,12.7039,0.7647,49.8580,0.0004,891.8736,928.8509,36.9773
9132.0000,12.7050,0.7646,49.8614,0.0004,891.8526,928.9094,37.0569
9133.0000,12.7062,0.7646,49.8648,0.0004,891.8316,928.9673,37.1357
9134.0000,12.7073,0.7646,49.8683,0.0004,891.8107,929.0246,37.2139
9135.0000,12.7085,0.7646,49.8717,0.0004,891.7898,929.0813,37.2915
9136.0000,12.7097,0.7646,49.8752,0.0004,891.7690,929.1375,37.3685
9137.0000,12.7109,0.7645,49.8787,0.0004,891.7482,929.1931,37.4449
9138.0000,12.7122,0.7645,49.8821,0.0004,891.7275,929.2482,37.5207
9139.0000,12.7134,0.7645,49.8856,0.0004,891.7068,929.3028,37.5960
9140.0000,12.7147,0.7645,49.8890,0.0004,891.6861,929.3570,37.6709
9141.0000,12.7160,0.7645,49.8925,0.0004,891.6656,929.4107,37.7452
9142.0000,12.7173,0.7644,49.8959,0.0004,891.6450,929.4641,37.8190
9143.0000,12.7187,0.7644,49.8993,0.0004,891.6245,929.5170,37.8924
9144.0000,12.7200,0.7644,49.9028,0.0004,891.6041,929.5695,37.9654
9145.0000,12.7214,0.7644,49.9062,0.0004,891.5837,929.6216,38.0379
9146.0000,12.7228,0.7643,49.9097,0.0004,891.5633,929.6734,38.1100
9147.0000,12.7242,0.7643,49.9132,0.0004,891.5430,929.7248,38.1818
9148.0000,12.7256,0.7643,49.9166,0.0004,891.5228,929.7759,38.2531
9149.0000,12.7270,0.7643,49.9201,0.0004,891.5025,929.8266,38.3240
9150.0000,12.7284,0.7643,49.9235,0.0004,891.4824,929.8770,38.3946
9151.0000,12.7299,0.7642,49.9269,0.0004,891.4623,929.9271,38.4649
9152.0000,12.7313,0.7642,49.9304,0.0004,891.4422,929.9769,38.5347
9153.0000,12.7328,0.7642,49.9338,0.0004,891.4221,930.0264,38.6043
9154.0000,12.7343,0.7642,49.9373,0.0004,891.4022,930.0757,38.6735
9155.0000,12.7358,0.7641,49.9408,0.0004,891.3822,930.1246,38.7424
9156.0000,12.7373,0.7641,49.9442,0.0004,891.3623,930.1733,38.8110
9157.0000,12.7388,0.7641,49.9477,0.0004,891.3425,930.2217,38.8792
9158.0000,12.7403,0.7641,49.9511,0.0004,891.3226,930.2698,38.9472
9159.0000,12.7418,0.7641,49.9545,0.0004,891.3029,930.3177,39.0148
9160.0000,12.7434,0.7640,49.9580,0.0004,891.2832,930.3654,39.0822
9161.0000,12.7449,0.7640,49.9614,0.0004,891.2635,930.4128,39.1493
9162.0000,12.7465,0.7640,49.9649,0.0004,891.2438,930.4599,39.2161
9163.0000,12.7481,0.7640,49.9684,0.0004,891.2242,930.5069,39.2826
9164.0000,12.7497,0.7640,49.9718,0.0004,891.2047,930.5536,39.3489
9165.0000,12.7512,0.7639,49.9753,0.0004,891.1852,930.6001,39.4149
9166.0000,12.7528,0.7639,49.9787,0.0004,891.1657,930.6464,39.4806
9167.0000,12.7545,0.7639,49.9822,0.0004,891.1463,930.6924,39.5461
9168.0000,12.7561,0.7639,49.9856,0.0004,891.1269,930.7383,39.6114
9169.0000,12.7577,0.7638,49.9890,0.0004,891.1076,930.7840,39.6764
9170.0000,12.7593,0.7638,49.9925,0.0004,891.0883,930.8294,39.7411
9171.0000,12.7610,0.7638,49.9960,0.0004,891.0690,930.8747,39.8056
9172.0000,12.7626,0.7638,49.9994,0.0004,891.0498,930.9197,39.8699
9173.0000,12.7643,0.7638,50.0029,0.0004,891.0306,930.9646,39.9340
9174.0000,12.7659,0.7637,50.0063,0.0004,891.0115,931.0093,39.9978
9175.0000,12.7676,0.7637,50.0098,0.0004,890.9924,931.0538,40.0614
9176.0000,12.7693,0.7637,50.0132,0.0004,890.9734,931.0982,40.1248
9177.0000,12.7710,0.7637,50.0166,0.0004,890.9544,931.1423,40.1880
9178.0000,12.7726,0.7637,50.0201,0.0004,890.9354,931.1863,40.2509
9179.0000,12.7743,0.7636,50.0236,0.0004,890.9165,931.2301,40.3137
9180.0000,12.7760,0.7636,50.0270,0.0004,890.8976,931.2738,40.3762
9181.0000,12.7776,0.7636,50.0233,0.0004,890.8674,931.1428,40.2754
9182.0000,12.7790,0.7636,50.0196,0.0004,890.8372,931.0138,40.1767
9183.0000,12.7804,0.7636,50.0159,0.0004,890.8070,930.8864,40.0794
9184.0000,12.7817,0.7635,50.0121,0.0004,890.7768,930.7602,39.9834
9185.0000,12.7830,0.7635,50.0084,0.0004,890.7466,930.6349,39.8883
9186.0000,12.7843,0.7635,50.0047,0.0004,890.7164,930.5106,39.7942
9187.0000,12.7855,0.7635,50.0010,0.0004,890.6861,930.3870,39.7009
9188.0000,12.7867,0.7635,49.9973,0.0004,890.6559,930.2641,39.6083
9189.0000,12.7879,0.7634,49.9935,0.0004,890.6255,930.1419,39.5164
9190.0000,12.7890,0.7634,49.9898,0.0004,890.5952,930.0203,39.4251
9191.0000,12.7901,0.7634,49.9861,0.0004,890.5648,929.8992,39.3344
9192.0000,12.7913,0.7634,49.9824,0.0004,890.5344,929.7787,39.2443
9193.0000,12.7923,0.7634,49.9787,0.0004,890.5039,929.6586,39.1547
9194.0000,12.7934,0.7633,49.9750,0.0004,890.4734,929.5390,39.0656
9195.0000,12.7945,0.7633,49.9712,0.0004,890.4428,929.4198,38.9770
9196.0000,12.7955,0.7633,49.9675,0.0004,890.4122,929.3010,38.8888
9197.0000,12.7965,0.7633,49.9638,0.0004,890.3816,929.1827,38.8011
9198.0000,12.7975,0.7632,49.9601,0.0004,890.3509,929.0647,38.7138
9199.0000,12.7985,0.7632,49.9564,0.0004,890.3202,928.9471,38.6269
9200.0000,12.7995,0.7632,49.9527,0.0004,890.2894,928.8298,38.5404
9201.0000,12.8004,0.7632,49.9490,0.0004,890.2586,928.7129,38.4542
9202.0000,12.8014,0.7632,49.9452,0.0004,890.2278,928.5963,38.3685
9203.0000,12.8023,0.7631,49.9415,0.0004,890.1969,928.4800,38.2830
9204.0000,12.8032,0.7631,49.9378,0.0004,890.1660,928.3640,38.1980
9205.0000,12.8042,0.7631,49.9341,0.0004,890.1350,928.2482,38.1132
9206.0000,12.8051,0.7631,49.9304,0.0004,890.1040,928.1328,38.0288
9207.0000,12.8059,0.7631,49.9267,0.0004,890.0729,928.0177,37.9447
9208.0000,12.8068,0.7630,49.9229,0.0004,890.0418,927.9028,37.8609
9209.0000,12.8077,0.7630,49.9192,0.0004,890.0107,927.7881,37.7774
9210.0000,12.8085,0.7630,49.9155,0.0004,889.9795,927.6738,37.6943
9211.0000,12.8094,0.7630,49.9118,0.0004,889.9483,927.5596,37.6113
9212.0000,12.8102,0.7630,49.9081,0.0004,889.9170,927.4457,37.5287
9213.0000,12.8111,0.7629,49.9044,0.0004,889.8857,927.3321,37.4464
9214.0000,12.8119,0.7629,49.9006,0.0004,889.8544,927.2186,37.3643
9215.0000,12.8127,0.7629,49.8969,0.0004,889.8230,927.1054,37.2825
9216.0000,12.8135,0.7629,49.8932,0.0004,889.7915,926.9924,37.2009
9217.0000,12.8143,0.7628,49.8895,0.0004,889.7600,926.8797,37.1196
9218.0000,12.8151,0.7628,49.8858,0.0004,889.7285,926.7671,37.0386
9219.0000,12.8159,0.7628,49.8820,0.0004,889.6970,926.6547,36.9577
9220.0000,12.8166,0.7628,49.8783,0.0004,889.6653,926.5425,36.8772
9221.0000,12.8174,0.7628,49.8746,0.0004,889.6337,926.4305,36.7968
9222.0000,12.8181,0.7627,49.8709,0.0004,889.6020,926.3188,36.7167
9223.0000,12.8189,0.7627,49.8672,0.0004,889.5703,926.2072,36.6369
9224.0000,12.8196,0.7627,49.8635,0.0004,889.5385,926.0957,36.5572
9225.0000,12.8204,0.7627,49.8597,0.0004,889.5067,925.9845,36.4778
9226.0000,12.8211,0.7626,49.8560,0.0004,889.4748,925.8734,36.3986
9227.0000,12.8218,0.7626,49.8523,0.0004,889.4429,925.7626,36.3196
9228.0000,12.8225,0.7626,49.8486,0.0004,889.4110,925.6518,36.2408
9229.0000,12.8232,0.7626,49.8449,0.0004,889.3790,925.5413,36.1623
9230.0000,12.8239,0.7626,49.8412,0.0004,889.3470,925.4309,36.0839
9231.0000,12.8246,0.7625,49.8375,0.0004,889.3149,925.3207,36.0058
9232.0000,12.8253,0.7625,49.8337,0.0004,889.2828,925.2106,35.9278
9233.0000,12.8260,0.7625,49.8300,0.0004,889.2507,925.1007,35.8500
9234.0000,12.8267,0.7625,49.8263,0.0004,889.2185,924.9910,35.7725
9235.0000,12.8273,0.7625,49.8226,0.0004,889.1863,924.8814,35.6951
9236.0000,12.8280,0.7624,49.8189,0.0004,889.1540,924.7720,35.6179
9237.0000,12.8286,0.7624,49.8152,0.0004,889.1217,924.6627,35.5410
9238.0000,12.8293,0.7624,49.8114,0.0004,889.0894,924.5535,35.4642
9239.0000,12.8299,0.7624,49.8077,0.0004,889.0570,924.4445,35.3875
9240.0000,12.8306,0.7623,49.8040,0.0004,889.0246,924.3357,35.3111
9241.0000,12.8314,0.7623,49.8087,0.0004,888.9930,924.4316,35.4385
9242.0000,12.8324,0.7623,49.8134,0.0004,888.9616,924.5248,35.5632
9243.0000,12.8335,0.7623,49.8181,0.0004,888.9302,924.6160,35.6858
9244.0000,12.8346,0.7623,49.8228,0.0004,888.8990,924.7058,35.8068
9245.0000,12.8357,0.7622,49.8275,0.0004,888.8678,924.7942,35.9264
9246.0000,12.8369,0.7622,49.8322,0.0004,888.8368,924.8815,36.0447
9247.0000,12.8382,0.7622,49.8369,0.0004,888.8058,924.9677,36.1619
9248.0000,12.8395,0.7622,49.8416,0.0004,888.7749,925.0530,36.2781
9249.0000,12.8408,0.7621,49.8463,0.0004,888.7442,925.1375,36.3933
9250.0000,12.8422,0.7621,49.8510,0.0004,888.7135,925.2212,36.5076
9251.0000,12.8435,0.7621,49.8557,0.0004,888.6830,925.3041,36.6211
9252.0000,12.8449,0.7621,49.8604,0.0004,888.6525,925.3863,36.7338
9253.0000,12.8464,0.7621,49.8651,0.0004,888.6222,925.4679,36.8458
9254.0000,12.8478,0.7620,49.8698,0.0004,888.5919,925.5489,36.9570
9255.0000,12.8493,0.7620,49.8745,0.0004,888.5617,925.6292,37.0675
9256.0000,12.8508,0.7620,49.8792,0.0004,888.5316,925.7091,37.1774
9257.0000,12.8524,0.7620,49.8839,0.0004,888.5016,925.7883,37.2867
9258.0000,12.8539,0.7620,49.8886,0.0004,888.4717,925.8671,37.3954
9259.0000,12.8555,0.7619,49.8933,0.0004,888.4419,925.9454,37.5034
9260.0000,12.8571,0.7619,49.8980,0.0004,888.4122,926.0232,37.6110
9261.0000,12.8587,0.7619,49.9027,0.0004,888.3826,926.1005,37.7179
9262.0000,12.8603,0.7619,49.9074,0.0004,888.3530,926.1774,37.8244
9263.0000,12.8619,0.7618,49.9121,0.0004,888.3236,926.2539,37.9303
9264.0000,12.8636,0.7618,49.9168,0.0004,888.2942,926.3299,38.0357
9265.0000,12.8653,0.7618,49.9215,0.0004,888.2649,926.4056,38.1407
9266.0000,12.8670,0.7618,49.9262,0.0004,888.2357,926.4809,38.2451
9267.0000,12.8687,0.7618,49.9309,0.0004,888.2066,926.5558,38.3492
9268.0000,12.8704,0.7617,49.9356,0.0004,888.1776,926.6303,38.4527
9269.0000,12.8721,0.7617,49.9403,0.0004,888.1486,926.7045,38.5558
9270.0000,12.8739,0.7617,49.9450,0.0004,888.1198,926.7783,38.6585
9271.0000,12.8756,0.7617,49.9497,0.0004,888.0910,926.8518,38.7608
9272.0000,12.8774,0.7617,49.9544,0.0004,888.0623,926.9250,38.8627
9273.0000,12.8792,0.7616,49.9591,0.0004,888.0337,926.9978,38.9641
9274.0000,12.8810,0.7616,49.9638,0.0004,888.0051,927.0703,39.0652
9275.0000,12.8828,0.7616,49.9685,0.0004,887.9767,927.1426,39.1659
9276.0000,12.8846,0.7616,49.9732,0.0004,887.9483,927.2145,39.2662
9277.0000,12.8865,0.7616,49.9779,0.0004,887.9200,927.2861,39.3661
9278.0000,12.8883,0.7615,49.9826,0.0004,887.8918,927.3575,39.4656
9279.0000,12.8902,0.7615,49.9873,0.0004,887.8637,927.4285,39.5649
9280.0000,12.8920,0.7615,49.9920,0.0004,887.8356,927.4993,39.6637
9281.0000,12.8939,0.7615,49.9967,0.0004,887.8076,927.5698,39.7622
9282.0000,12.8958,0.7615,50.0014,0.0004,887.7797,927.6401,39.8604
9283.0000,12.8977,0.7614,50.0061,0.0004,887.7519,927.7101,39.9582
9284.0000,12.8996,0.7614,50.0108,0.0004,887.7242,927.7798,40.0557
9285.0000,12.9015,0.7614,50.0155,0.0004,887.6965,927.8493,40.1528
9286.0000,12.9035,0.7614,50.0202,0.0004,887.6689,927.9186,40.2497
9287.0000,12.9054,0.7614,50.0249,0.0004,887.6414,927.9876,40.3462
9288.0000,12.9073,0.7614,50.0296,0.0004,887.6139,928.0564,40.4424
9289.0000,12.9093,0.7613,50.0343,0.0004,887.5865,928.1249,40.5384
9290.0000,12.9113,0.7613,50.0390,0.0004,887.5592,928.1932,40.6340
9291.0000,12.9132,0.7613,50.0437,0.0004,887.5320,928.2613,40.7293
9292.0000,12.9152,0.7613,50.0484,0.0004,887.5049,928.3291,40.8243
9293.0000,12.9172,0.7613,50.0531,0.0004,887.4778,928.3968,40.9190
9294.0000,12.9192,0.7612,50.0578,0.0004,887.4508,928.4642,41.0134
9295.0000,12.9212,0.7612,50.0625,0.0004,887.4238,928.5314,41.1076
9296.0000,12.9233,0.7612,50.0672,0.0004,887.3970,928.5985,41.2015
9297.0000,12.9253,0.7612,50.0719,0.0004,887.3702,928.6653,41.2951
9298.0000,12.9273,0.7612,50.0766,0.0004,887.3435,928.7319,41.3884
9299.0000,12.9294,0.7611,50.0813,0.0004,887.3168,928.7983,41.4814
9300.0000,12.9314,0.7611,50.0860,0.0004,887.2903,928.8645,41.5742
9301.0000,12.9332,0.7611,50.0827,0.0004,887.2727,928.7375,41.4648
9302.0000,12.9350,0.7611,50.0795,0.0004,887.2550,928.6132,41.3582
9303.0000,12.9366,0.7611,50.0763,0.0004,887.2372,928.4907,41.2535
9304.0000,12.9382,0.7611,50.0730,0.0004,887.2192,928.3696,41.1505
9305.0000,12.9398,0.7610,50.0697,0.0004,887.2011,928.2498,41.0488
9306.0000,12.9413,0.7610,50.0665,0.0004,887.1829,928.1311,40.9483
9307.0000,12.9427,0.7610,50.0632,0.0004,887.1645,928.0134,40.8489
9308.0000,12.9441,0.7610,50.0600,0.0004,887.1461,927.8965,40.7504
9309.0000,12.9455,0.7610,50.0568,0.0004,887.1276,927.7805,40.6529
9310.0000,12.9469,0.7609,50.0535,0.0004,887.1089,927.6651,40.5562
9311.0000,12.9482,0.7609,50.0502,0.0004,887.0902,927.5505,40.4603
9312.0000,12.9495,0.7609,50.0470,0.0004,887.0713,927.4365,40.3651
9313.0000,12.9508,0.7609,50.0437,0.0004,887.0524,927.3231,40.2706
9314.0000,12.9521,0.7609,50.0405,0.0004,887.0334,927.2102,40.1768
9315.0000,12.9533,0.7608,50.0373,0.0004,887.0143,927.0979,40.0836
9316.0000,12.9546,0.7608,50.0340,0.0004,886.9951,926.9861,39.9910
9317.0000,12.9558,0.7608,50.0307,0.0004,886.9758,926.8748,39.8990
9318.0000,12.9569,0.7608,50.0275,0.0004,886.9565,926.7639,39.8075
9319.0000,12.9581,0.7608,50.0242,0.0004,886.9370,926.6535,39.7165
9320.0000,12.9593,0.7607,50.0210,0.0004,886.9175,926.5435,39.6261
9321.0000,12.9604,0.7607,50.0177,0.0004,886.8979,926.4340,39.5361
9322.0000,12.9615,0.7607,50.0145,0.0004,886.8782,926.3248,39.4466
9323.0000,12.9626,0.7607,50.0112,0.0004,886.8584,926.2160,39.3575
9324.0000,12.9637,0.7607,50.0080,0.0004,886.8386,926.1075,39.2689
9325.0000,12.9648,0.7606,50.0048,0.0004,886.8187,925.9994,39.1808
9326.0000,12.9658,0.7606,50.0015,0.0004,886.7987,925.8917,39.0930
9327.0000,12.9669,0.7606,49.9982,0.0004,886.7786,925.7843,39.0057
9328.0000,12.9679,0.7606,49.9950,0.0004,886.7584,925.6772,38.9187
9329.0000,12.9689,0.7606,49.9917,0.0004,886.7382,925.5704,38.8321
9330.0000,12.9699,0.7605,49.9885,0.0004,886.7179,925.4639,38.7460
9331.0000,12.9709,0.7605,49.9853,0.0004,886.6976,925.3577,38.6601
9332.0000,12.9719,0.7605,49.9820,0.0004,886.6772,925.2518,38.5746
9333.0000,12.9729,0.7605,49.9787,0.0004,886.6567,925.1462,38.4895
9334.0000,12.9739,0.7605,49.9755,0.0004,886.6361,925.0408,38.4047
9335.0000,12.9748,0.7604,49.9722,0.0004,886.6155,924.9358,38.3203
9336.0000,12.9758,0.7604,49.9690,0.0004,886.5948,924.8309,38.2362
9337.0000,12.9767,0.7604,49.9657,0.0004,886.5740,924.7264,38.1524
9338.0000,12.9776,0.7604,49.9625,0.0004,886.5532,924.6220,38.0689
9339.0000,12.9785,0.7604,49.9592,0.0004,886.5323,924.5179,37.9857
9340.0000,12.9794,0.7603,49.9560,0.0004,886.5113,924.4141,37.9028
9341.0000,12.9803,0.7603,49.9528,0.0004,886.4903,924.3105,37.8202
9342.0000,12.9812,0.7603,49.9495,0.0004,886.4692,924.2071,37.7379
9343.0000,12.9821,0.7603,49.9462,0.0004,886.4480,924.1039,37.6559
9344.0000,12.9830,0.7602,49.9430,0.0004,886.4268,924.0010,37.5742
9345.0000,12.9838,0.7602,49.9397,0.0004,886.4055,923.8982,37.4928
9346.0000,12.9847,0.7602,49.9365,0.0004,886.3841,923.7957,37.4116
9347.0000,12.9855,0.7602,49.9333,0.0004,886.3627,923.6934,37.3307
9348.0000,12.9863,0.7602,49.9300,0.0004,886.3413,923.5913,37.2500
9349.0000,12.9872,0.7601,49.9267,0.0004,886.3197,923.4893,37.1696
9350.0000,12.9880,0.7601,49.9235,0.0004,886.2981,923.3876,37.0895
9351.0000,12.9888,0.7601,49.9202,0.0004,886.2765,923.2861,37.0096
9352.0000,12.9896,0.7601,49.9170,0.0004,886.2548,923.1847,36.9299
9353.0000,12.9904,0.7601,49.9138,0.0004,886.2330,923.0835,36.8506
9354.0000,12.9912,0.7600,49.9105,0.0004,886.2111,922.9825,36.7714
9355.0000,12.9920,0.7600,49.9072,0.0004,886.1893,922.8817,36.6925
