时间_s,表面温度_C,表面含水率,环境温度_C,蒸发质量通量_kg_m-2_s,潜热通量_W_m-2,对流通量_W_m-2,净热通量_W_m-2
0.0000,28.0000,2.5500,28.0000,0.0000,0.0000,0.0000,0.0000
1.0000,25.5769,2.5270,28.0088,0.0013,3129.2112,60.7974,-3068.4137
2.0000,24.3720,2.5113,28.0176,0.0013,3109.6091,91.1388,-3018.4703
3.0000,23.4871,2.4992,28.0264,0.0013,3094.4361,113.4816,-2980.9545
4.0000,22.7598,2.4890,28.0352,0.0013,3081.7218,131.8862,-2949.8356
5.0000,22.1304,2.4800,28.0440,0.0013,3070.5349,147.8388,-2922.6961
6.0000,21.5697,2.4719,28.0528,0.0013,3060.3883,162.0774,-2898.3110
7.0000,21.0604,2.4644,28.0616,0.0013,3051.0022,175.0308,-2875.9713
8.0000,20.5914,2.4573,28.0704,0.0013,3042.2020,186.9745,-2855.2275
9.0000,20.1553,2.4507,28.0792,0.0013,3033.8715,198.0975,-2835.7740
10.0000,19.7465,2.4443,28.0880,0.0013,3025.9287,208.5364,-2817.3923
11.0000,19.3611,2.4382,28.0968,0.0013,3018.3134,218.3936,-2799.9198
12.0000,18.9957,2.4324,28.1056,0.0013,3010.9795,227.7481,-2783.2314
13.0000,18.6479,2.4267,28.1144,0.0013,3003.8913,236.6626,-2767.2287
14.0000,18.3157,2.4212,28.1232,0.0012,2997.0199,245.1876,-2751.8323
15.0000,17.9974,2.4158,28.1320,0.0012,2990.3418,253.3647,-2736.9771
16.0000,17.6917,2.4106,28.1408,0.0012,2983.8376,261.2285,-2722.6091
17.0000,17.3973,2.4056,28.1496,0.0012,2977.4909,268.8082,-2708.6827
18.0000,17.1132,2.4006,28.1584,0.0012,2971.2880,276.1289,-2695.1591
19.0000,16.8387,2.3957,28.1672,0.0012,2965.2168,283.2118,-2682.0050
20.0000,16.5730,2.3910,28.1760,0.0012,2959.2671,290.0758,-2669.1913
21.0000,16.3153,2.3863,28.1848,0.0012,2953.4298,296.7370,-2656.6928
22.0000,16.0652,2.3817,28.1936,0.0012,2947.6972,303.2100,-2644.4872
23.0000,15.8221,2.3772,28.2024,0.0012,2942.0621,309.5074,-2632.5547
24.0000,15.5856,2.3728,28.2112,0.0012,2936.5184,315.6406,-2620.8778
25.0000,15.3552,2.3684,28.2200,0.0012,2931.0605,321.6198,-2609.4407
26.0000,15.1306,2.3641,28.2288,0.0012,2925.6835,327.4543,-2598.2292
27.0000,14.9115,2.3599,28.2376,0.0012,2920.3827,333.1521,-2587.2306
28.0000,14.6976,2.3557,28.2464,0.0012,2915.1542,338.7210,-2576.4332
29.0000,14.4885,2.3515,28.2552,0.0012,2909.9942,344.1678,-2565.8264
30.0000,14.2841,2.3475,28.2640,0.0012,2904.8993,349.4986,-2555.4007
31.0000,14.0840,2.3434,28.2728,0.0012,2899.8665,354.7193,-2545.1471
32.0000,13.8882,2.3395,28.2816,0.0012,2894.8928,359.8352,-2535.0576
33.0000,13.6964,2.3355,28.2904,0.0012,2889.9757,364.8511,-2525.1246
34.0000,13.5083,2.3316,28.2992,0.0012,2885.1127,369.7716,-2515.3411
35.0000,13.3240,2.3278,28.3080,0.0012,2880.3016,374.6007,-2505.7009
36.0000,13.1431,2.3240,28.3168,0.0012,2875.5403,379.3424,-2496.1978
37.0000,12.9656,2.3202,28.3256,0.0012,2870.8269,384.0004,-2486.8265
38.0000,12.7913,2.3165,28.3344,0.0012,2866.1595,388.5779,-2477.5816
39.0000,12.6201,2.3128,28.3432,0.0012,2861.5366,393.0781,-2468.4585
40.0000,12.4518,2.3091,28.3520,0.0012,2856.9564,397.5040,-2459.4524
41.0000,12.2865,2.3055,28.3608,0.0012,2852.4176,401.8583,-2450.5593
42.0000,12.1239,2.3019,28.3696,0.0012,2847.9188,406.1436,-2441.7752
43.0000,11.9639,2.2983,28.3784,0.0012,2843.4586,410.3624,-2433.0962
44.0000,11.8065,2.2948,28.3872,0.0012,2839.0359,414.5170,-2424.5189
45.0000,11.6516,2.2913,28.3960,0.0012,2834.6495,418.6095,-2416.0400
46.0000,11.4991,2.2878,28.4048,0.0012,2830.2983,422.6420,-2407.6563
47.0000,11.3489,2.2843,28.4136,0.0012,2825.9812,426.6164,-2399.3648
48.0000,11.2010,2.2809,28.4224,0.0012,2821.6974,430.5346,-2391.1627
49.0000,11.0553,2.2775,28.4312,0.0012,2817.4458,434.3984,-2383.0474
50.0000,10.9116,2.2741,28.4400,0.0012,2813.2256,438.2092,-2375.0164
51.0000,10.7700,2.2708,28.4488,0.0012,2809.0360,441.9689,-2367.0672
52.0000,10.6305,2.2675,28.4576,0.0012,2804.8762,445.6787,-2359.1975
53.0000,10.4928,2.2642,28.4664,0.0012,2800.7455,449.3403,-2351.4052
54.0000,10.3570,2.2609,28.4752,0.0012,2796.6430,452.9548,-2343.6882
55.0000,10.2231,2.2576,28.4840,0.0012,2792.5682,456.5237,-2336.0445
56.0000,10.0909,2.2544,28.4928,0.0012,2788.5203,460.0481,-2328.4722
57.0000,9.9604,2.2512,28.5016,0.0012,2784.4988,463.5293,-2320.9695
58.0000,9.8317,2.2480,28.5104,0.0012,2780.5031,466.9683,-2313.5348
59.0000,9.7045,2.2448,28.5192,0.0012,2776.5326,470.3663,-2306.1663
60.0000,9.5790,2.2416,28.5280,0.0012,2772.5868,473.7243,-2298.8624
61.0000,9.4551,2.2385,28.5391,0.0012,2768.6626,477.0988,-2291.5638
62.0000,9.3327,2.2354,28.5501,0.0012,2764.7622,480.4346,-2284.3276
63.0000,9.2119,2.2323,28.5612,0.0012,2760.8850,483.7329,-2277.1522
64.0000,9.0925,2.2292,28.5723,0.0011,2757.0306,486.9945,-2270.0361
65.0000,8.9745,2.2262,28.5833,0.0011,2753.1986,490.2204,-2262.9782
66.0000,8.8579,2.2231,28.5944,0.0011,2749.3884,493.4114,-2255.9770
67.0000,8.7427,2.2201,28.6055,0.0011,2745.5997,496.5684,-2249.0313
68.0000,8.6289,2.2171,28.6165,0.0011,2741.8322,499.6921,-2242.1401
69.0000,8.5163,2.2141,28.6276,0.0011,2738.0853,502.7832,-2235.3021
70.0000,8.4050,2.2111,28.6387,0.0011,2734.3588,505.8425,-2228.5163
71.0000,8.2949,2.2081,28.6497,0.0011,2730.6523,508.8706,-2221.7816
72.0000,8.1861,2.2052,28.6608,0.0011,2726.9654,511.8683,-2215.0971
73.0000,8.0784,2.2023,28.6719,0.0011,2723.2979,514.8361,-2208.4618
74.0000,7.9719,2.1993,28.6829,0.0011,2719.6493,517.7747,-2201.8746
75.0000,7.8666,2.1964,28.6940,0.0011,2716.0195,520.6846,-2195.3348
76.0000,7.7624,2.1936,28.7051,0.0011,2712.4080,523.5665,-2188.8415
77.0000,7.6593,2.1907,28.7161,0.0011,2708.8147,526.4209,-2182.3938
78.0000,7.5573,2.1878,28.7272,0.0011,2705.2392,529.2484,-2175.9908
79.0000,7.4563,2.1850,28.7383,0.0011,2701.6812,532.0494,-2169.6319
80.0000,7.3564,2.1822,28.7493,0.0011,2698.1406,534.8244,-2163.3162
81.0000,7.2574,2.1793,28.7604,0.0011,2694.6170,537.5740,-2157.0430
82.0000,7.1595,2.1765,28.7715,0.0011,2691.1102,540.2986,-2150.8115
83.0000,7.0626,2.1738,28.7825,0.0011,2687.6199,542.9988,-2144.6212
84.0000,6.9666,2.1710,28.7936,0.0011,2684.1460,545.6748,-2138.4712
85.0000,6.8716,2.1682,28.8047,0.0011,2680.6882,548.3272,-2132.3610
86.0000,6.7775,2.1655,28.8157,0.0011,2677.2463,550.9564,-2126.2899
87.0000,6.6843,2.1627,28.8268,0.0011,2673.8201,553.5628,-2120.2572
88.0000,6.5920,2.1600,28.8379,0.0011,2670.4093,556.1468,-2114.2625
89.0000,6.5006,2.1573,28.8489,0.0011,2667.0138,558.7088,-2108.3050
90.0000,6.4100,2.1546,28.8600,0.0011,2663.6334,561.2491,-2102.3843
91.0000,6.3203,2.1519,28.8711,0.0011,2660.2678,563.7681,-2096.4997
92.0000,6.2315,2.1492,28.8821,0.0011,2656.9170,566.2662,-2090.6508
93.0000,6.1435,2.1466,28.8932,0.0011,2653.5807,568.7437,-2084.8370
94.0000,6.0562,2.1439,28.9043,0.0011,2650.2587,571.2009,-2079.0578
95.0000,5.9698,2.1413,28.9153,0.0011,2646.9509,573.6383,-2073.3126
96.0000,5.8842,2.1386,28.9264,0.0011,2643.6571,576.0560,-2067.6011
97.0000,5.7993,2.1360,28.9375,0.0011,2640.3772,578.4544,-2061.9228
98.0000,5.7152,2.1334,28.9485,0.0011,2637.1109,580.8338,-2056.2771
99.0000,5.6318,2.1308,28.9596,0.0011,2633.8582,583.1946,-2050.6637
100.0000,5.5492,2.1282,28.9707,0.0011,2630.6189,585.5369,-2045.0821
101.0000,5.4673,2.1257,28.9817,0.0011,2627.3929,587.8611,-2039.5318
102.0000,5.3861,2.1231,28.9928,0.0011,2624.1799,590.1674,-2034.0125
103.0000,5.3056,2.1205,29.0039,0.0011,2620.9799,592.4561,-2028.5237
104.0000,5.2258,2.1180,29.0149,0.0011,2617.7927,594.7275,-2023.0651
105.0000,5.1467,2.1154,29.0260,0.0011,2614.6182,596.9818,-2017.6363
106.0000,5.0683,2.1129,29.0371,0.0011,2611.4562,599.2193,-2012.2369
107.0000,4.9905,2.1104,29.0481,0.0011,2608.3067,601.4403,-2006.8664
108.0000,4.9134,2.1079,29.0592,0.0011,2605.1695,603.6448,-2001.5246
109.0000,4.8369,2.1054,29.0703,0.0011,2602.0444,605.8333,-1996.2112
110.0000,4.7611,2.1029,29.0813,0.0011,2598.9315,608.0058,-1990.9256
111.0000,4.6859,2.1004,29.0924,0.0011,2595.8305,610.1627,-1985.6677
112.0000,4.6113,2.0980,29.1035,0.0011,2592.7413,612.3042,-1980.4371
113.0000,4.5373,2.0955,29.1145,0.0011,2589.6638,614.4304,-1975.2334
114.0000,4.4639,2.0931,29.1256,0.0011,2586.5980,616.5415,-1970.0564
115.0000,4.3912,2.0906,29.1367,0.0011,2583.5436,618.6379,-1964.9057
116.0000,4.3190,2.0882,29.1477,0.0011,2580.5007,620.7196,-1959.7811
117.0000,4.2473,2.0858,29.1588,0.0011,2577.4690,622.7868,-1954.6822
118.0000,4.1763,2.0834,29.1699,0.0011,2574.4486,624.8399,-1949.6087
119.0000,4.1058,2.0810,29.1809,0.0011,2571.4392,626.8788,-1944.5604
120.0000,4.0358,2.0786,29.1920,0.0011,2568.4408,628.9039,-1939.5369
121.0000,3.9664,2.0762,29.2002,0.0011,2565.4541,630.8451,-1934.6090
122.0000,3.8975,2.0738,29.2084,0.0011,2562.4781,632.7735,-1929.7046
123.0000,3.8290,2.0714,29.2166,0.0011,2559.5127,634.6890,-1924.8237
124.0000,3.7611,2.0691,29.2248,0.0011,2556.5579,636.5919,-1919.9660
125.0000,3.6937,2.0667,29.2330,0.0011,2553.6134,638.4820,-1915.1314
126.0000,3.6268,2.0644,29.2412,0.0011,2550.6794,640.3597,-1910.3197
127.0000,3.5604,2.0621,29.2494,0.0011,2547.7555,642.2250,-1905.5306
128.0000,3.4945,2.0597,29.2576,0.0011,2544.8419,644.0780,-1900.7639
129.0000,3.4290,2.0574,29.2658,0.0011,2541.9384,645.9188,-1896.0195
130.0000,3.3641,2.0551,29.2740,0.0011,2539.0449,647.7477,-1891.2971
131.0000,3.2996,2.0528,29.2822,0.0011,2536.1613,649.5647,-1886.5965
132.0000,3.2356,2.0505,29.2904,0.0011,2533.2876,651.3700,-1881.9176
133.0000,3.1721,2.0482,29.2986,0.0011,2530.4237,653.1637,-1877.2600
134.0000,3.1090,2.0459,29.3068,0.0011,2527.5695,654.9459,-1872.6235
135.0000,3.0463,2.0437,29.3150,0.0011,2524.7249,656.7168,-1868.0081
136.0000,2.9841,2.0414,29.3232,0.0011,2521.8899,658.4765,-1863.4135
137.0000,2.9224,2.0391,29.3314,0.0010,2519.0644,660.2250,-1858.8394
138.0000,2.8611,2.0369,29.3396,0.0010,2516.2484,661.9626,-1854.2858
139.0000,2.8002,2.0347,29.3478,0.0010,2513.4417,663.6894,-1849.7523
140.0000,2.7398,2.0324,29.3560,0.0010,2510.6443,665.4054,-1845.2389
141.0000,2.6798,2.0302,29.3642,0.0010,2507.8561,667.1108,-1840.7453
142.0000,2.6202,2.0280,29.3724,0.0010,2505.0771,668.8057,-1836.2714
143.0000,2.5610,2.0258,29.3806,0.0010,2502.3072,670.4903,-1831.8170
144.0000,2.5022,2.0236,29.3888,0.0010,2499.5464,672.1646,-1827.3818
145.0000,2.4439,2.0214,29.3970,0.0010,2496.7945,673.8287,-1822.9658
146.0000,2.3859,2.0192,29.4052,0.0010,2494.0515,675.4827,-1818.5688
147.0000,2.3283,2.0170,29.4134,0.0010,2491.3173,677.1268,-1814.1905
148.0000,2.2712,2.0148,29.4216,0.0010,2488.5920,678.7611,-1809.8309
149.0000,2.2144,2.0126,29.4298,0.0010,2485.8754,680.3857,-1805.4897
150.0000,2.1580,2.0105,29.4380,0.0010,2483.1674,682.0006,-1801.1668
151.0000,2.1020,2.0083,29.4462,0.0010,2480.4681,683.6060,-1796.8621
152.0000,2.0463,2.0062,29.4544,0.0010,2477.7773,685.2019,-1792.5754
153.0000,1.9911,2.0040,29.4626,0.0010,2475.0950,686.7886,-1788.3065
154.0000,1.9362,2.0019,29.4708,0.0010,2472.4212,688.3659,-1784.0553
155.0000,1.8816,1.9998,29.4790,0.0010,2469.7558,689.9342,-1779.8216
156.0000,1.8275,1.9977,29.4872,0.0010,2467.0987,691.4934,-1775.6053
157.0000,1.7737,1.9955,29.4954,0.0010,2464.4499,693.0436,-1771.4063
158.0000,1.7202,1.9934,29.5036,0.0010,2461.8093,694.5850,-1767.2243
159.0000,1.6671,1.9913,29.5118,0.0010,2459.1769,696.1176,-1763.0593
160.0000,1.6143,1.9892,29.5200,0.0010,2456.5527,697.6415,-1758.9112
161.0000,1.5619,1.9871,29.5282,0.0010,2453.9365,699.1567,-1754.7797
162.0000,1.5099,1.9851,29.5364,0.0010,2451.3283,700.6635,-1750.6648
163.0000,1.4581,1.9830,29.5446,0.0010,2448.7282,702.1619,-1746.5663
164.0000,1.4067,1.9809,29.5528,0.0010,2446.1359,703.6518,-1742.4841
165.0000,1.3557,1.9789,29.5610,0.0010,2443.5516,705.1335,-1738.4181
166.0000,1.3049,1.9768,29.5692,0.0010,2440.9751,706.6071,-1734.3680
167.0000,1.2545,1.9747,29.5774,0.0010,2438.4064,708.0725,-1730.3339
168.0000,1.2044,1.9727,29.5856,0.0010,2435.8454,709.5298,-1726.3156
169.0000,1.1546,1.9707,29.5938,0.0010,2433.2922,710.9793,-1722.3129
170.0000,1.1052,1.9686,29.6020,0.0010,2430.7466,712.4208,-1718.3258
171.0000,1.0560,1.9666,29.6102,0.0010,2428.2086,713.8545,-1714.3541
172.0000,1.0072,1.9646,29.6184,0.0010,2425.6782,715.2805,-1710.3977
173.0000,0.9586,1.9626,29.6266,0.0010,2423.1553,716.6988,-1706.4565
174.0000,0.9104,1.9606,29.6348,0.0010,2420.6399,718.1096,-1702.5303
175.0000,0.8625,1.9586,29.6430,0.0010,2418.1319,719.5128,-1698.6191
176.0000,0.8149,1.9566,29.6512,0.0010,2415.6314,720.9086,-1694.7228
177.0000,0.7675,1.9546,29.6594,0.0010,2413.1382,722.2970,-1690.8412
178.0000,0.7205,1.9526,29.6676,0.0010,2410.6523,723.6780,-1686.9743
179.0000,0.6737,1.9506,29.6758,0.0010,2408.1737,725.0519,-1683.1218
180.0000,0.6273,1.9486,29.6840,0.0010,2405.7023,726.4185,-1679.2838
181.0000,0.5810,1.9467,29.6899,0.0010,2403.2373,727.7213,-1675.5159
182.0000,0.5351,1.9447,29.6958,0.0010,2400.7793,729.0177,-1671.7617
183.0000,0.4894,1.9428,29.7017,0.0010,2398.3284,730.3074,-1668.0210
184.0000,0.4439,1.9408,29.7075,0.0010,2395.8845,731.5906,-1664.2939
185.0000,0.3987,1.9389,29.7134,0.0010,2393.4476,732.8673,-1660.5803
186.0000,0.3538,1.9369,29.7193,0.0010,2391.0175,734.1374,-1656.8802
187.0000,0.3091,1.9350,29.7252,0.0010,2388.5944,735.4010,-1653.1934
188.0000,0.2647,1.9331,29.7311,0.0010,2386.1781,736.6581,-1649.5200
189.0000,0.2206,1.9311,29.7370,0.0010,2383.7686,737.9088,-1645.8598
190.0000,0.1767,1.9292,29.7428,0.0010,2381.3660,739.1532,-1642.2128
191.0000,0.1331,1.9273,29.7487,0.0010,2378.9700,740.3912,-1638.5788
192.0000,0.0897,1.9254,29.7546,0.0010,2376.5808,741.6230,-1634.9578
193.0000,0.0465,1.9235,29.7605,0.0010,2374.1983,742.8485,-1631.3497
194.0000,0.0037,1.9216,29.7664,0.0010,2371.8224,744.0679,-1627.7545
195.0000,-0.0390,1.9197,29.7722,0.0010,2369.4531,745.2811,-1624.1720
196.0000,-0.0814,1.9178,29.7781,0.0010,2367.0903,746.4882,-1620.6021
197.0000,-0.1236,1.9160,29.7840,0.0010,2364.7342,747.6893,-1617.0449
198.0000,-0.1655,1.9141,29.7899,0.0010,2362.3845,748.8844,-1613.5001
199.0000,-0.2072,1.9122,29.7958,0.0010,2360.0414,750.0735,-1609.9678
200.0000,-0.2486,1.9104,29.8017,0.0010,2357.7046,751.2568,-1606.4478
201.0000,-0.2898,1.9085,29.8075,0.0010,2355.3743,752.4342,-1602.9401
202.0000,-0.3308,1.9066,29.8134,0.0010,2353.0504,753.6058,-1599.4446
203.0000,-0.3715,1.9048,29.8193,0.0010,2350.7329,754.7716,-1595.9612
204.0000,-0.4121,1.9030,29.8252,0.0010,2348.4216,755.9318,-1592.4899
205.0000,-0.4524,1.9011,29.8311,0.0010,2346.1167,757.0862,-1589.0305
206.0000,-0.4924,1.8993,29.8370,0.0010,2343.8180,758.2350,-1585.5830
207.0000,-0.5323,1.8975,29.8428,0.0010,2341.5255,759.3783,-1582.1473
208.0000,-0.5719,1.8956,29.8487,0.0010,2339.2393,760.5160,-1578.7233
209.0000,-0.6113,1.8938,29.8546,0.0010,2336.9592,761.6482,-1575.3110
210.0000,-0.6505,1.8920,29.8605,0.0010,2334.6853,762.7750,-1571.9103
211.0000,-0.6895,1.8902,29.8664,0.0010,2332.4175,763.8964,-1568.5212
212.0000,-0.7282,1.8884,29.8723,0.0010,2330.1558,765.0124,-1565.1434
213.0000,-0.7668,1.8866,29.8782,0.0010,2327.9002,766.1231,-1561.7771
214.0000,-0.8051,1.8848,29.8840,0.0010,2325.6505,767.2285,-1558.4221
215.0000,-0.8432,1.8830,29.8899,0.0010,2323.4069,768.3286,-1555.0783
216.0000,-0.8811,1.8812,29.8958,0.0010,2321.1693,769.4236,-1551.7457
217.0000,-0.9189,1.8794,29.9017,0.0010,2318.9376,770.5134,-1548.4242
218.0000,-0.9564,1.8777,29.9076,0.0010,2316.7118,771.5980,-1545.1138
219.0000,-0.9937,1.8759,29.9135,0.0010,2314.4919,772.6776,-1541.8143
220.0000,-1.0308,1.8741,29.9193,0.0010,2312.2779,773.7522,-1538.5257
221.0000,-1.0677,1.8724,29.9252,0.0010,2310.0697,774.8218,-1535.2480
222.0000,-1.1044,1.8706,29.9311,0.0010,2307.8674,775.8864,-1531.9810
223.0000,-1.1409,1.8689,29.9370,0.0010,2305.6708,776.9460,-1528.7248
224.0000,-1.1772,1.8671,29.9429,0.0010,2303.4800,778.0008,-1525.4792
225.0000,-1.2133,1.8654,29.9488,0.0010,2301.2949,779.0507,-1522.2442
226.0000,-1.2492,1.8636,29.9546,0.0010,2299.1156,780.0958,-1519.0198
227.0000,-1.2849,1.8619,29.9605,0.0010,2296.9419,781.1361,-1515.8058
228.0000,-1.3205,1.8602,29.9664,0.0010,2294.7739,782.1717,-1512.6022
229.0000,-1.3558,1.8584,29.9723,0.0010,2292.6115,783.2026,-1509.4089
230.0000,-1.3910,1.8567,29.9782,0.0010,2290.4547,784.2288,-1506.2260
231.0000,-1.4260,1.8550,29.9840,0.0010,2288.3036,785.2503,-1503.0532
232.0000,-1.4608,1.8533,29.9899,0.0010,2286.1579,786.2673,-1499.8906
233.0000,-1.4954,1.8516,29.9958,0.0010,2284.0179,787.2797,-1496.7382
234.0000,-1.5298,1.8499,30.0017,0.0010,2281.8833,788.2875,-1493.5957
235.0000,-1.5641,1.8482,30.0076,0.0009,2279.7542,789.2909,-1490.4633
236.0000,-1.5981,1.8465,30.0135,0.0009,2277.6306,790.2898,-1487.3408
237.0000,-1.6320,1.8448,30.0193,0.0009,2275.5124,791.2842,-1484.2282
238.0000,-1.6657,1.8431,30.0252,0.0009,2273.3996,792.2742,-1481.1254
239.0000,-1.6993,1.8414,30.0311,0.0009,2271.2923,793.2599,-1478.0324
240.0000,-1.7326,1.8398,30.0370,0.0009,2269.1903,794.2412,-1474.9491
241.0000,-1.7657,1.8381,30.0503,0.0009,2267.0961,795.3994,-1471.6967
242.0000,-1.7985,1.8364,30.0636,0.0009,2265.0075,796.5515,-1468.4560
243.0000,-1.8311,1.8348,30.0769,0.0009,2262.9244,797.6979,-1465.2265
244.0000,-1.8634,1.8331,30.0901,0.0009,2260.8469,798.8390,-1462.0079
245.0000,-1.8956,1.8315,30.1034,0.0009,2258.7749,799.9749,-1458.8000
246.0000,-1.9275,1.8298,30.1167,0.0009,2256.7084,801.1058,-1455.6026
247.0000,-1.9593,1.8282,30.1300,0.0009,2254.6474,802.2318,-1452.4156
248.0000,-1.9909,1.8265,30.1433,0.0009,2252.5919,803.3530,-1449.2389
249.0000,-2.0222,1.8249,30.1565,0.0009,2250.5419,804.4694,-1446.0725
250.0000,-2.0534,1.8233,30.1698,0.0009,2248.4973,805.5812,-1442.9161
251.0000,-2.0844,1.8216,30.1831,0.0009,2246.4580,806.6884,-1439.7697
252.0000,-2.1152,1.8200,30.1964,0.0009,2244.4242,807.7910,-1436.6332
253.0000,-2.1459,1.8184,30.2097,0.0009,2242.3957,808.8891,-1433.5066
254.0000,-2.1763,1.8168,30.2230,0.0009,2240.3725,809.9828,-1430.3897
255.0000,-2.2066,1.8152,30.2362,0.0009,2238.3546,811.0721,-1427.2825
256.0000,-2.2367,1.8136,30.2495,0.0009,2236.3420,812.1570,-1424.1850
257.0000,-2.2667,1.8120,30.2628,0.0009,2234.3347,813.2377,-1421.0970
258.0000,-2.2965,1.8104,30.2761,0.0009,2232.3326,814.3141,-1418.0185
259.0000,-2.3261,1.8088,30.2894,0.0009,2230.3357,815.3863,-1414.9494
260.0000,-2.3555,1.8072,30.3027,0.0009,2228.3440,816.4543,-1411.8897
261.0000,-2.3848,1.8056,30.3160,0.0009,2226.3575,817.5181,-1408.8393
262.0000,-2.4139,1.8040,30.3292,0.0009,2224.3761,818.5779,-1405.7982
263.0000,-2.4428,1.8024,30.3425,0.0009,2222.3998,819.6336,-1402.7663
264.0000,-2.4716,1.8009,30.3558,0.0009,2220.4287,820.6853,-1399.7434
265.0000,-2.5002,1.7993,30.3691,0.0009,2218.4626,821.7329,-1396.7297
266.0000,-2.5287,1.7977,30.3824,0.0009,2216.5016,822.7766,-1393.7250
267.0000,-2.5570,1.7962,30.3956,0.0009,2214.5456,823.8164,-1390.7292
268.0000,-2.5852,1.7946,30.4089,0.0009,2212.5947,824.8523,-1387.7424
269.0000,-2.6132,1.7931,30.4222,0.0009,2210.6487,825.8843,-1384.7644
270.0000,-2.6410,1.7915,30.4355,0.0009,2208.7077,826.9125,-1381.7953
271.0000,-2.6687,1.7900,30.4488,0.0009,2206.7717,827.9368,-1378.8349
272.0000,-2.6962,1.7884,30.4621,0.0009,2204.8406,828.9574,-1375.8832
273.0000,-2.7236,1.7869,30.4753,0.0009,2202.9145,829.9743,-1372.9402
274.0000,-2.7509,1.7854,30.4886,0.0009,2200.9932,830.9874,-1370.0058
275.0000,-2.7780,1.7838,30.5019,0.0009,2199.0768,831.9969,-1367.0799
276.0000,-2.8049,1.7823,30.5152,0.0009,2197.1653,833.0026,-1364.1626
277.0000,-2.8317,1.7808,30.5285,0.0009,2195.2586,834.0048,-1361.2538
278.0000,-2.8584,1.7793,30.5418,0.0009,2193.3567,835.0033,-1358.3534
279.0000,-2.8849,1.7777,30.5550,0.0009,2191.4596,835.9983,-1355.4613
280.0000,-2.9113,1.7762,30.5683,0.0009,2189.5673,836.9897,-1352.5776
281.0000,-2.9375,1.7747,30.5816,0.0009,2187.6798,837.9776,-1349.7022
282.0000,-2.9636,1.7732,30.5949,0.0009,2185.7970,838.9620,-1346.8351
283.0000,-2.9895,1.7717,30.6082,0.0009,2183.9189,839.9429,-1343.9761
284.0000,-3.0153,1.7702,30.6215,0.0009,2182.0456,840.9203,-1341.1253
285.0000,-3.0410,1.7687,30.6348,0.0009,2180.1769,841.8943,-1338.2826
286.0000,-3.0666,1.7673,30.6480,0.0009,2178.3129,842.8649,-1335.4480
287.0000,-3.0920,1.7658,30.6613,0.0009,2176.4536,843.8322,-1332.6214
288.0000,-3.1172,1.7643,30.6746,0.0009,2174.5989,844.7961,-1329.8028
289.0000,-3.1424,1.7628,30.6879,0.0009,2172.7488,845.7566,-1326.9921
290.0000,-3.1674,1.7613,30.7012,0.0009,2170.9033,846.7139,-1324.1894
291.0000,-3.1923,1.7599,30.7144,0.0009,2169.0623,847.6678,-1321.3945
292.0000,-3.2170,1.7584,30.7277,0.0009,2167.2260,848.6185,-1318.6075
293.0000,-3.2416,1.7570,30.7410,0.0009,2165.3942,849.5660,-1315.8282
294.0000,-3.2661,1.7555,30.7543,0.0009,2163.5669,850.5102,-1313.0567
295.0000,-3.2905,1.7540,30.7676,0.0009,2161.7441,851.4512,-1310.2929
296.0000,-3.3147,1.7526,30.7809,0.0009,2159.9258,852.3891,-1307.5367
297.0000,-3.3388,1.7511,30.7941,0.0009,2158.1120,853.3238,-1304.7882
298.0000,-3.3628,1.7497,30.8074,0.0009,2156.3027,854.2554,-1302.0473
299.0000,-3.3866,1.7483,30.8207,0.0009,2154.4978,855.1838,-1299.3139
300.0000,-3.4104,1.7468,30.8340,0.0009,2152.6973,856.1092,-1296.5881
301.0000,-3.4341,1.7454,30.8417,0.0009,2150.9007,856.8937,-1294.0070
302.0000,-3.4578,1.7440,30.8493,0.0009,2149.1083,857.6765,-1291.4318
303.0000,-3.4813,1.7425,30.8570,0.0009,2147.3200,858.4574,-1288.8626
304.0000,-3.5048,1.7411,30.8646,0.0009,2145.5359,859.2361,-1286.2998
305.0000,-3.5283,1.7397,30.8723,0.0009,2143.7559,860.0126,-1283.7433
306.0000,-3.5516,1.7383,30.8799,0.0009,2141.9800,860.7868,-1281.1932
307.0000,-3.5748,1.7369,30.8876,0.0009,2140.2082,861.5587,-1278.6495
308.0000,-3.5979,1.7355,30.8952,0.0009,2138.4404,862.3281,-1276.1123
309.0000,-3.6210,1.7341,30.9029,0.0009,2136.6767,863.0952,-1273.5815
310.0000,-3.6439,1.7327,30.9105,0.0009,2134.9171,863.8599,-1271.0572
311.0000,-3.6667,1.7313,30.9182,0.0009,2133.1614,864.6221,-1268.5393
312.0000,-3.6895,1.7299,30.9258,0.0009,2131.4098,865.3820,-1266.0279
313.0000,-3.7121,1.7285,30.9335,0.0009,2129.6622,866.1394,-1263.5229
314.0000,-3.7347,1.7271,30.9411,0.0009,2127.9186,866.8943,-1261.0243
315.0000,-3.7571,1.7257,30.9488,0.0009,2126.1790,867.6469,-1258.5321
316.0000,-3.7795,1.7243,30.9564,0.0009,2124.4433,868.3970,-1256.0463
317.0000,-3.8017,1.7229,30.9641,0.0009,2122.7116,869.1447,-1253.5669
318.0000,-3.8239,1.7215,30.9717,0.0009,2120.9838,869.8900,-1251.0938
319.0000,-3.8460,1.7202,30.9794,0.0009,2119.2600,870.6329,-1248.6271
