时间_s,中心基线,中心残留ALE,表面基线,表面残留ALE,中心差值,表面差值,材料平均含水率_基线,材料平均含水率_残留ALE
139740.0000,0.1817,0.1744,0.0550,0.0543,-0.0073,-0.0006,0.1396,0.1347
139800.0000,0.1817,0.1744,0.0550,0.0543,-0.0073,-0.0006,0.1396,0.1347
139860.0000,0.1816,0.1743,0.0550,0.0543,-0.0073,-0.0006,0.1395,0.1347
139920.0000,0.1815,0.1743,0.0550,0.0543,-0.0073,-0.0006,0.1395,0.1346
139980.0000,0.1815,0.1742,0.0549,0.0543,-0.0073,-0.0006,0.1394,0.1346
140040.0000,0.1814,0.1742,0.0549,0.0543,-0.0073,-0.0006,0.1394,0.1346
140100.0000,0.1814,0.1741,0.0549,0.0543,-0.0072,-0.0006,0.1394,0.1345
140160.0000,0.1813,0.1741,0.0549,0.0543,-0.0072,-0.0006,0.1393,0.1345
140220.0000,0.1812,0.1740,0.0549,0.0543,-0.0072,-0.0006,0.1393,0.1345
140280.0000,0.1812,0.1740,0.0549,0.0543,-0.0072,-0.0006,0.1392,0.1344
140340.0000,0.1811,0.1739,0.0549,0.0543,-0.0072,-0.0006,0.1392,0.1344
140400.0000,0.1811,0.1739,0.0549,0.0543,-0.0072,-0.0006,0.1392,0.1343
140460.0000,0.1810,0.1738,0.0549,0.0543,-0.0072,-0.0006,0.1391,0.1343
140520.0000,0.1809,0.1737,0.0549,0.0543,-0.0072,-0.0006,0.1391,0.1343
140580.0000,0.1809,0.1737,0.0549,0.0543,-0.0072,-0.0006,0.1390,0.1342
140640.0000,0.1808,0.1736,0.0549,0.0543,-0.0072,-0.0006,0.1390,0.1342
140700.0000,0.1808,0.1736,0.0549,0.0543,-0.0072,-0.0006,0.1390,0.1342
140760.0000,0.1807,0.1735,0.0549,0.0543,-0.0072,-0.0006,0.1389,0.1341
140820.0000,0.1806,0.1735,0.0549,0.0543,-0.0072,-0.0006,0.1389,0.1341
140880.0000,0.1806,0.1734,0.0549,0.0543,-0.0071,-0.0006,0.1389,0.1341
140940.0000,0.1805,0.1734,0.0549,0.0543,-0.0071,-0.0006,0.1388,0.1340
141000.0000,0.1805,0.1733,0.0549,0.0543,-0.0071,-0.0006,0.1388,0.1340
141060.0000,0.1804,0.1733,0.0549,0.0543,-0.0071,-0.0006,0.1387,0.1340
141120.0000,0.1803,0.1732,0.0548,0.0543,-0.0071,-0.0006,0.1387,0.1339
141180.0000,0.1803,0.1732,0.0548,0.0542,-0.0071,-0.0006,0.1387,0.1339
141240.0000,0.1802,0.1731,0.0548,0.0542,-0.0071,-0.0006,0.1386,0.1339
141300.0000,0.1802,0.1731,0.0548,0.0542,-0.0071,-0.0006,0.1386,0.1338
141360.0000,0.1801,0.1730,0.0548,0.0542,-0.0071,-0.0006,0.1385,0.1338
141420.0000,0.1801,0.1730,0.0548,0.0542,-0.0071,-0.0006,0.1385,0.1338
141480.0000,0.1800,0.1729,0.0548,0.0542,-0.0071,-0.0006,0.1385,0.1337
141540.0000,0.1799,0.1729,0.0548,0.0542,-0.0071,-0.0006,0.1384,0.1337
141600.0000,0.1799,0.1728,0.0548,0.0542,-0.0071,-0.0006,0.1384,0.1337
141660.0000,0.1798,0.1728,0.0548,0.0542,-0.0071,-0.0006,0.1384,0.1336
141720.0000,0.1798,0.1727,0.0548,0.0542,-0.0070,-0.0006,0.1383,0.1336
141780.0000,0.1797,0.1727,0.0548,0.0542,-0.0070,-0.0006,0.1383,0.1336
141840.0000,0.1796,0.1726,0.0548,0.0542,-0.0070,-0.0006,0.1382,0.1335
141900.0000,0.1796,0.1726,0.0548,0.0542,-0.0070,-0.0006,0.1382,0.1335
141960.0000,0.1795,0.1725,0.0548,0.0542,-0.0070,-0.0006,0.1382,0.1335
142020.0000,0.1795,0.1725,0.0548,0.0542,-0.0070,-0.0006,0.1381,0.1334
142080.0000,0.1794,0.1724,0.0548,0.0542,-0.0070,-0.0006,0.1381,0.1334
142140.0000,0.1794,0.1724,0.0548,0.0542,-0.0070,-0.0006,0.1380,0.1334
142200.0000,0.1793,0.1723,0.0548,0.0542,-0.0070,-0.0006,0.1380,0.1333
142260.0000,0.1792,0.1723,0.0548,0.0542,-0.0070,-0.0006,0.1380,0.1333
142320.0000,0.1792,0.1722,0.0548,0.0542,-0.0070,-0.0006,0.1379,0.1333
142380.0000,0.1791,0.1722,0.0547,0.0542,-0.0070,-0.0006,0.1379,0.1332
142440.0000,0.1791,0.1721,0.0547,0.0542,-0.0070,-0.0006,0.1379,0.1332
142500.0000,0.1790,0.1721,0.0547,0.0542,-0.0070,-0.0006,0.1378,0.1332
142560.0000,0.1790,0.1720,0.0547,0.0542,-0.0069,-0.0006,0.1378,0.1331
142620.0000,0.1789,0.1720,0.0547,0.0542,-0.0069,-0.0006,0.1377,0.1331
142680.0000,0.1788,0.1719,0.0547,0.0541,-0.0069,-0.0006,0.1377,0.1331
142740.0000,0.1788,0.1719,0.0547,0.0541,-0.0069,-0.0006,0.1377,0.1330
142800.0000,0.1787,0.1718,0.0547,0.0541,-0.0069,-0.0006,0.1376,0.1330
142860.0000,0.1787,0.1718,0.0547,0.0541,-0.0069,-0.0006,0.1376,0.1330
142920.0000,0.1786,0.1717,0.0547,0.0541,-0.0069,-0.0006,0.1376,0.1329
142980.0000,0.1786,0.1717,0.0547,0.0541,-0.0069,-0.0006,0.1375,0.1329
143040.0000,0.1785,0.1716,0.0547,0.0541,-0.0069,-0.0006,0.1375,0.1329
143100.0000,0.1784,0.1716,0.0547,0.0541,-0.0069,-0.0006,0.1374,0.1328
143160.0000,0.1784,0.1715,0.0547,0.0541,-0.0069,-0.0006,0.1374,0.1328
143220.0000,0.1783,0.1715,0.0547,0.0541,-0.0069,-0.0006,0.1374,0.1328
143280.0000,0.1783,0.1714,0.0547,0.0541,-0.0069,-0.0006,0.1373,0.1327
143340.0000,0.1782,0.1714,0.0547,0.0541,-0.0069,-0.0006,0.1373,0.1327
143400.0000,0.1782,0.1713,0.0547,0.0541,-0.0068,-0.0006,0.1373,0.1327
143460.0000,0.1781,0.1713,0.0547,0.0541,-0.0068,-0.0006,0.1372,0.1326
143520.0000,0.1781,0.1712,0.0547,0.0541,-0.0068,-0.0006,0.1372,0.1326
143580.0000,0.1780,0.1712,0.0547,0.0541,-0.0068,-0.0006,0.1371,0.1326
143640.0000,0.1779,0.1711,0.0546,0.0541,-0.0068,-0.0006,0.1371,0.1325
143700.0000,0.1779,0.1711,0.0546,0.0541,-0.0068,-0.0006,0.1371,0.1325
143760.0000,0.1778,0.1710,0.0546,0.0541,-0.0068,-0.0006,0.1370,0.1325
143820.0000,0.1778,0.1710,0.0546,0.0541,-0.0068,-0.0006,0.1370,0.1324
143880.0000,0.1777,0.1709,0.0546,0.0541,-0.0068,-0.0006,0.1370,0.1324
143940.0000,0.1777,0.1709,0.0546,0.0541,-0.0068,-0.0006,0.1369,0.1324
144000.0000,0.1776,0.1708,0.0546,0.0541,-0.0068,-0.0006,0.1369,0.1323
144060.0000,0.1775,0.1708,0.0546,0.0541,-0.0068,-0.0006,0.1368,0.1323
144120.0000,0.1775,0.1707,0.0546,0.0541,-0.0068,-0.0006,0.1368,0.1323
144180.0000,0.1774,0.1707,0.0546,0.0541,-0.0068,-0.0006,0.1368,0.1322
144240.0000,0.1774,0.1706,0.0546,0.0540,-0.0068,-0.0006,0.1367,0.1322
144300.0000,0.1773,0.1706,0.0546,0.0540,-0.0067,-0.0005,0.1367,0.1322
144360.0000,0.1773,0.1705,0.0546,0.0540,-0.0067,-0.0005,0.1367,0.1321
144420.0000,0.1772,0.1705,0.0546,0.0540,-0.0067,-0.0005,0.1366,0.1321
144480.0000,0.1772,0.1704,0.0546,0.0540,-0.0067,-0.0005,0.1366,0.1321
144540.0000,0.1771,0.1704,0.0546,0.0540,-0.0067,-0.0005,0.1366,0.1321
144600.0000,0.1770,0.1703,0.0546,0.0540,-0.0067,-0.0005,0.1365,0.1320
144660.0000,0.1770,0.1703,0.0546,0.0540,-0.0067,-0.0005,0.1365,0.1320
144720.0000,0.1769,0.1702,0.0546,0.0540,-0.0067,-0.0005,0.1364,0.1320
144780.0000,0.1769,0.1702,0.0546,0.0540,-0.0067,-0.0005,0.1364,0.1319
144840.0000,0.1768,0.1701,0.0546,0.0540,-0.0067,-0.0005,0.1364,0.1319
144900.0000,0.1768,0.1701,0.0546,0.0540,-0.0067,-0.0005,0.1363,0.1319
144960.0000,0.1767,0.1700,0.0545,0.0540,-0.0067,-0.0005,0.1363,0.1318
145020.0000,0.1767,0.1700,0.0545,0.0540,-0.0067,-0.0005,0.1363,0.1318
145080.0000,0.1766,0.1699,0.0545,0.0540,-0.0067,-0.0005,0.1362,0.1318
145140.0000,0.1766,0.1699,0.0545,0.0540,-0.0067,-0.0005,0.1362,0.1317
145200.0000,0.1765,0.1699,0.0545,0.0540,-0.0066,-0.0005,0.1362,0.1317
145260.0000,0.1764,0.1698,0.0545,0.0540,-0.0066,-0.0005,0.1361,0.1317
145320.0000,0.1764,0.1698,0.0545,0.0540,-0.0066,-0.0005,0.1361,0.1316
145380.0000,0.1763,0.1697,0.0545,0.0540,-0.0066,-0.0005,0.1360,0.1316
145440.0000,0.1763,0.1697,0.0545,0.0540,-0.0066,-0.0005,0.1360,0.1316
145500.0000,0.1762,0.1696,0.0545,0.0540,-0.0066,-0.0005,0.1360,0.1315
145560.0000,0.1762,0.1696,0.0545,0.0540,-0.0066,-0.0005,0.1359,0.1315
145620.0000,0.1761,0.1695,0.0545,0.0540,-0.0066,-0.0005,0.1359,0.1315
145680.0000,0.1761,0.1695,0.0545,0.0540,-0.0066,-0.0005,0.1359,0.1314
145740.0000,0.1760,0.1694,0.0545,0.0540,-0.0066,-0.0005,0.1358,0.1314
145800.0000,0.1760,0.1694,0.0545,0.0540,-0.0066,-0.0005,0.1358,0.1314
145860.0000,0.1759,0.1693,0.0545,0.0540,-0.0066,-0.0005,0.1358,0.1313
145920.0000,0.1758,0.1693,0.0545,0.0539,-0.0066,-0.0005,0.1357,0.1313
145980.0000,0.1758,0.1692,0.0545,0.0539,-0.0066,-0.0005,0.1357,0.1313
146040.0000,0.1757,0.1692,0.0545,0.0539,-0.0066,-0.0005,0.1356,0.1313
146100.0000,0.1757,0.1691,0.0545,0.0539,-0.0065,-0.0005,0.1356,0.1312
146160.0000,0.1756,0.1691,0.0545,0.0539,-0.0065,-0.0005,0.1356,0.1312
146220.0000,0.1756,0.1690,0.0545,0.0539,-0.0065,-0.0005,0.1355,0.1312
146280.0000,0.1755,0.1690,0.0544,0.0539,-0.0065,-0.0005,0.1355,0.1311
146340.0000,0.1755,0.1689,0.0544,0.0539,-0.0065,-0.0005,0.1355,0.1311
146400.0000,0.1754,0.1689,0.0544,0.0539,-0.0065,-0.0005,0.1354,0.1311
146460.0000,0.1754,0.1689,0.0544,0.0539,-0.0065,-0.0005,0.1354,0.1310
146520.0000,0.1753,0.1688,0.0544,0.0539,-0.0065,-0.0005,0.1354,0.1310
146580.0000,0.1753,0.1688,0.0544,0.0539,-0.0065,-0.0005,0.1353,0.1310
146640.0000,0.1752,0.1687,0.0544,0.0539,-0.0065,-0.0005,0.1353,0.1309
146700.0000,0.1752,0.1687,0.0544,0.0539,-0.0065,-0.0005,0.1353,0.1309
146760.0000,0.1751,0.1686,0.0544,0.0539,-0.0065,-0.0005,0.1352,0.1309
146820.0000,0.1750,0.1686,0.0544,0.0539,-0.0065,-0.0005,0.1352,0.1308
146880.0000,0.1750,0.1685,0.0544,0.0539,-0.0065,-0.0005,0.1352,0.1308
146940.0000,0.1749,0.1685,0.0544,0.0539,-0.0065,-0.0005,0.1351,0.1308
147000.0000,0.1749,0.1684,0.0544,0.0539,-0.0065,-0.0005,0.1351,0.1308
147060.0000,0.1748,0.1684,0.0544,0.0539,-0.0064,-0.0005,0.1350,0.1307
147120.0000,0.1748,0.1683,0.0544,0.0539,-0.0064,-0.0005,0.1350,0.1307
147180.0000,0.1747,0.1683,0.0544,0.0539,-0.0064,-0.0005,0.1350,0.1307
147240.0000,0.1747,0.1682,0.0544,0.0539,-0.0064,-0.0005,0.1349,0.1306
147300.0000,0.1746,0.1682,0.0544,0.0539,-0.0064,-0.0005,0.1349,0.1306
147360.0000,0.1746,0.1682,0.0544,0.0539,-0.0064,-0.0005,0.1349,0.1306
147420.0000,0.1745,0.1681,0.0544,0.0539,-0.0064,-0.0005,0.1348,0.1305
147480.0000,0.1745,0.1681,0.0544,0.0539,-0.0064,-0.0005,0.1348,0.1305
147540.0000,0.1744,0.1680,0.0544,0.0539,-0.0064,-0.0005,0.1348,0.1305
147600.0000,0.1744,0.1680,0.0544,0.0538,-0.0064,-0.0005,0.1347,0.1304
147660.0000,0.1743,0.1679,0.0543,0.0538,-0.0064,-0.0005,0.1347,0.1304
147720.0000,0.1743,0.1679,0.0543,0.0538,-0.0064,-0.0005,0.1347,0.1304
147780.0000,0.1742,0.1678,0.0543,0.0538,-0.0064,-0.0005,0.1346,0.1304
147840.0000,0.1741,0.1678,0.0543,0.0538,-0.0064,-0.0005,0.1346,0.1303
147900.0000,0.1741,0.1677,0.0543,0.0538,-0.0064,-0.0005,0.1346,0.1303
147960.0000,0.1740,0.1677,0.0543,0.0538,-0.0064,-0.0005,0.1345,0.1303
148020.0000,0.1740,0.1676,0.0543,0.0538,-0.0063,-0.0005,0.1345,0.1302
148080.0000,0.1739,0.1676,0.0543,0.0538,-0.0063,-0.0005,0.1345,0.1302
148140.0000,0.1739,0.1676,0.0543,0.0538,-0.0063,-0.0005,0.1344,0.1302
148200.0000,0.1738,0.1675,0.0543,0.0538,-0.0063,-0.0005,0.1344,0.1301
148260.0000,0.1738,0.1675,0.0543,0.0538,-0.0063,-0.0005,0.1343,0.1301
148320.0000,0.1737,0.1674,0.0543,0.0538,-0.0063,-0.0005,0.1343,0.1301
148380.0000,0.1737,0.1674,0.0543,0.0538,-0.0063,-0.0005,0.1343,0.1300
148440.0000,0.1736,0.1673,0.0543,0.0538,-0.0063,-0.0005,0.1342,0.1300
148500.0000,0.1736,0.1673,0.0543,0.0538,-0.0063,-0.0005,0.1342,0.1300
148560.0000,0.1735,0.1672,0.0543,0.0538,-0.0063,-0.0005,0.1342,0.1300
148620.0000,0.1735,0.1672,0.0543,0.0538,-0.0063,-0.0005,0.1341,0.1299
148680.0000,0.1734,0.1671,0.0543,0.0538,-0.0063,-0.0005,0.1341,0.1299
148740.0000,0.1734,0.1671,0.0543,0.0538,-0.0063,-0.0005,0.1341,0.1299
148800.0000,0.1733,0.1671,0.0543,0.0538,-0.0063,-0.0005,0.1340,0.1298
148860.0000,0.1733,0.1670,0.0543,0.0538,-0.0063,-0.0005,0.1340,0.1298
148920.0000,0.1732,0.1670,0.0543,0.0538,-0.0063,-0.0005,0.1340,0.1298
148980.0000,0.1732,0.1669,0.0543,0.0538,-0.0063,-0.0005,0.1339,0.1297
149040.0000,0.1731,0.1669,0.0543,0.0538,-0.0062,-0.0005,0.1339,0.1297
149100.0000,0.1731,0.1668,0.0543,0.0538,-0.0062,-0.0005,0.1339,0.1297
149160.0000,0.1730,0.1668,0.0542,0.0538,-0.0062,-0.0005,0.1338,0.1297
149220.0000,0.1730,0.1667,0.0542,0.0538,-0.0062,-0.0005,0.1338,0.1296
149280.0000,0.1729,0.1667,0.0542,0.0538,-0.0062,-0.0005,0.1338,0.1296
149340.0000,0.1729,0.1666,0.0542,0.0537,-0.0062,-0.0005,0.1337,0.1296
149400.0000,0.1728,0.1666,0.0542,0.0537,-0.0062,-0.0005,0.1337,0.1295
149460.0000,0.1728,0.1666,0.0542,0.0537,-0.0062,-0.0005,0.1337,0.1295
149520.0000,0.1727,0.1665,0.0542,0.0537,-0.0062,-0.0005,0.1336,0.1295
149580.0000,0.1727,0.1665,0.0542,0.0537,-0.0062,-0.0005,0.1336,0.1294
149640.0000,0.1726,0.1664,0.0542,0.0537,-0.0062,-0.0005,0.1336,0.1294
149700.0000,0.1726,0.1664,0.0542,0.0537,-0.0062,-0.0005,0.1335,0.1294
149760.0000,0.1725,0.1663,0.0542,0.0537,-0.0062,-0.0005,0.1335,0.1294
149820.0000,0.1725,0.1663,0.0542,0.0537,-0.0062,-0.0005,0.1335,0.1293
149880.0000,0.1724,0.1662,0.0542,0.0537,-0.0062,-0.0005,0.1334,0.1293
149940.0000,0.1724,0.1662,0.0542,0.0537,-0.0062,-0.0005,0.1334,0.1293
150000.0000,0.1723,0.1662,0.0542,0.0537,-0.0062,-0.0005,0.1334,0.1292
150060.0000,0.1723,0.1661,0.0542,0.0537,-0.0061,-0.0005,0.1333,0.1292
150120.0000,0.1722,0.1661,0.0542,0.0537,-0.0061,-0.0005,0.1333,0.1292
150180.0000,0.1722,0.1660,0.0542,0.0537,-0.0061,-0.0005,0.1333,0.1291
150240.0000,0.1721,0.1660,0.0542,0.0537,-0.0061,-0.0005,0.1332,0.1291
150300.0000,0.1721,0.1659,0.0542,0.0537,-0.0061,-0.0005,0.1332,0.1291
150360.0000,0.1720,0.1659,0.0542,0.0537,-0.0061,-0.0005,0.1332,0.1291
150420.0000,0.1720,0.1658,0.0542,0.0537,-0.0061,-0.0005,0.1331,0.1290
150480.0000,0.1719,0.1658,0.0542,0.0537,-0.0061,-0.0005,0.1331,0.1290
150540.0000,0.1719,0.1658,0.0542,0.0537,-0.0061,-0.0005,0.1331,0.1290
150600.0000,0.1718,0.1657,0.0542,0.0537,-0.0061,-0.0005,0.1330,0.1289
150660.0000,0.1718,0.1657,0.0541,0.0537,-0.0061,-0.0005,0.1330,0.1289
150720.0000,0.1717,0.1656,0.0541,0.0537,-0.0061,-0.0005,0.1330,0.1289
150780.0000,0.1717,0.1656,0.0541,0.0537,-0.0061,-0.0005,0.1329,0.1289
150840.0000,0.1716,0.1655,0.0541,0.0537,-0.0061,-0.0005,0.1329,0.1288
150900.0000,0.1716,0.1655,0.0541,0.0537,-0.0061,-0.0005,0.1329,0.1288
150960.0000,0.1715,0.1654,0.0541,0.0537,-0.0061,-0.0005,0.1328,0.1288
151020.0000,0.1715,0.1654,0.0541,0.0537,-0.0061,-0.0005,0.1328,0.1287
151080.0000,0.1714,0.1654,0.0541,0.0537,-0.0060,-0.0005,0.1328,0.1287
151140.0000,0.1714,0.1653,0.0541,0.0537,-0.0060,-0.0005,0.1327,0.1287
151200.0000,0.1713,0.1653,0.0541,0.0536,-0.0060,-0.0005,0.1327,0.1286
151260.0000,0.1713,0.1652,0.0541,0.0536,-0.0060,-0.0005,0.1327,0.1286
151320.0000,0.1712,0.1652,0.0541,0.0536,-0.0060,-0.0005,0.1326,0.1286
151380.0000,0.1712,0.1651,0.0541,0.0536,-0.0060,-0.0005,0.1326,0.1286
151440.0000,0.1711,0.1651,0.0541,0.0536,-0.0060,-0.0005,0.1326,0.1285
151500.0000,0.1711,0.1651,0.0541,0.0536,-0.0060,-0.0005,0.1325,0.1285
151560.0000,0.1710,0.1650,0.0541,0.0536,-0.0060,-0.0005,0.1325,0.1285
151620.0000,0.1710,0.1650,0.0541,0.0536,-0.0060,-0.0005,0.1325,0.1284
151680.0000,0.1709,0.1649,0.0541,0.0536,-0.0060,-0.0005,0.1324,0.1284
151740.0000,0.1709,0.1649,0.0541,0.0536,-0.0060,-0.0005,0.1324,0.1284
151800.0000,0.1708,0.1648,0.0541,0.0536,-0.0060,-0.0005,0.1324,0.1284
151860.0000,0.1708,0.1648,0.0541,0.0536,-0.0060,-0.0005,0.1323,0.1283
151920.0000,0.1707,0.1647,0.0541,0.0536,-0.0060,-0.0005,0.1323,0.1283
151980.0000,0.1707,0.1647,0.0541,0.0536,-0.0060,-0.0005,0.1323,0.1283
152040.0000,0.1706,0.1647,0.0541,0.0536,-0.0060,-0.0005,0.1322,0.1282
152100.0000,0.1706,0.1646,0.0541,0.0536,-0.0060,-0.0005,0.1322,0.1282
152160.0000,0.1705,0.1646,0.0541,0.0536,-0.0059,-0.0005,0.1322,0.1282
152220.0000,0.1705,0.1645,0.0540,0.0536,-0.0059,-0.0005,0.1321,0.1282
152280.0000,0.1704,0.1645,0.0540,0.0536,-0.0059,-0.0005,0.1321,0.1281
152340.0000,0.1704,0.1644,0.0540,0.0536,-0.0059,-0.0005,0.1321,0.1281
152400.0000,0.1703,0.1644,0.0540,0.0536,-0.0059,-0.0005,0.1320,0.1281
152460.0000,0.1703,0.1644,0.0540,0.0536,-0.0059,-0.0004,0.1320,0.1280
152520.0000,0.1702,0.1643,0.0540,0.0536,-0.0059,-0.0004,0.1320,0.1280
152580.0000,0.1702,0.1643,0.0540,0.0536,-0.0059,-0.0004,0.1320,0.1280
152640.0000,0.1701,0.1642,0.0540,0.0536,-0.0059,-0.0004,0.1319,0.1280
152700.0000,0.1701,0.1642,0.0540,0.0536,-0.0059,-0.0004,0.1319,0.1279
152760.0000,0.1700,0.1641,0.0540,0.0536,-0.0059,-0.0004,0.1319,0.1279
152820.0000,0.1700,0.1641,0.0540,0.0536,-0.0059,-0.0004,0.1318,0.1279
152880.0000,0.1699,0.1641,0.0540,0.0536,-0.0059,-0.0004,0.1318,0.1278
152940.0000,0.1699,0.1640,0.0540,0.0536,-0.0059,-0.0004,0.1318,0.1278
153000.0000,0.1698,0.1640,0.0540,0.0536,-0.0059,-0.0004,0.1317,0.1278
153060.0000,0.1698,0.1639,0.0540,0.0536,-0.0059,-0.0004,0.1317,0.1278
153120.0000,0.1698,0.1639,0.0540,0.0535,-0.0059,-0.0004,0.1317,0.1277
153180.0000,0.1697,0.1639,0.0540,0.0535,-0.0059,-0.0004,0.1316,0.1277
153240.0000,0.1697,0.1638,0.0540,0.0535,-0.0058,-0.0004,0.1316,0.1277
153300.0000,0.1696,0.1638,0.0540,0.0535,-0.0058,-0.0004,0.1316,0.1276
153360.0000,0.1696,0.1637,0.0540,0.0535,-0.0058,-0.0004,0.1315,0.1276
153420.0000,0.1695,0.1637,0.0540,0.0535,-0.0058,-0.0004,0.1315,0.1276
153480.0000,0.1695,0.1636,0.0540,0.0535,-0.0058,-0.0004,0.1315,0.1276
153540.0000,0.1694,0.1636,0.0540,0.0535,-0.0058,-0.0004,0.1314,0.1275
153600.0000,0.1694,0.1636,0.0540,0.0535,-0.0058,-0.0004,0.1314,0.1275
153660.0000,0.1693,0.1635,0.0540,0.0535,-0.0058,-0.0004,0.1314,0.1275
153720.0000,0.1693,0.1635,0.0540,0.0535,-0.0058,-0.0004,0.1313,0.1274
153780.0000,0.1692,0.1634,0.0540,0.0535,-0.0058,-0.0004,0.1313,0.1274
153840.0000,0.1692,0.1634,0.0539,0.0535,-0.0058,-0.0004,0.1313,0.1274
153900.0000,0.1691,0.1633,0.0539,0.0535,-0.0058,-0.0004,0.1313,0.1274
153960.0000,0.1691,0.1633,0.0539,0.0535,-0.0058,-0.0004,0.1312,0.1273
154020.0000,0.1690,0.1633,0.0539,0.0535,-0.0058,-0.0004,0.1312,0.1273
154080.0000,0.1690,0.1632,0.0539,0.0535,-0.0058,-0.0004,0.1312,0.1273
154140.0000,0.1689,0.1632,0.0539,0.0535,-0.0058,-0.0004,0.1311,0.1272
154200.0000,0.1689,0.1631,0.0539,0.0535,-0.0058,-0.0004,0.1311,0.1272
154260.0000,0.1689,0.1631,0.0539,0.0535,-0.0058,-0.0004,0.1311,0.1272
154320.0000,0.1688,0.1631,0.0539,0.0535,-0.0058,-0.0004,0.1310,0.1272
154380.0000,0.1688,0.1630,0.0539,0.0535,-0.0057,-0.0004,0.1310,0.1271
154440.0000,0.1687,0.1630,0.0539,0.0535,-0.0057,-0.0004,0.1310,0.1271
154500.0000,0.1687,0.1629,0.0539,0.0535,-0.0057,-0.0004,0.1309,0.1271
154560.0000,0.1686,0.1629,0.0539,0.0535,-0.0057,-0.0004,0.1309,0.1271
154620.0000,0.1686,0.1628,0.0539,0.0535,-0.0057,-0.0004,0.1309,0.1270
154680.0000,0.1685,0.1628,0.0539,0.0535,-0.0057,-0.0004,0.1308,0.1270
154740.0000,0.1685,0.1628,0.0539,0.0535,-0.0057,-0.0004,0.1308,0.1270
154800.0000,0.1684,0.1627,0.0539,0.0535,-0.0057,-0.0004,0.1308,0.1269
154860.0000,0.1684,0.1627,0.0539,0.0535,-0.0057,-0.0004,0.1308,0.1269
154920.0000,0.1683,0.1626,0.0539,0.0535,-0.0057,-0.0004,0.1307,0.1269
154980.0000,0.1683,0.1626,0.0539,0.0535,-0.0057,-0.0004,0.1307,0.1269
155040.0000,0.1682,0.1626,0.0539,0.0535,-0.0057,-0.0004,0.1307,0.1268
155100.0000,0.1682,0.1625,0.0539,0.0534,-0.0057,-0.0004,0.1306,0.1268
155160.0000,0.1682,0.1625,0.0539,0.0534,-0.0057,-0.0004,0.1306,0.1268
155220.0000,0.1681,0.1624,0.0539,0.0534,-0.0057,-0.0004,0.1306,0.1267
155280.0000,0.1681,0.1624,0.0539,0.0534,-0.0057,-0.0004,0.1305,0.1267
155340.0000,0.1680,0.1623,0.0539,0.0534,-0.0057,-0.0004,0.1305,0.1267
155400.0000,0.1680,0.1623,0.0539,0.0534,-0.0057,-0.0004,0.1305,0.1267
155460.0000,0.1679,0.1623,0.0539,0.0534,-0.0057,-0.0004,0.1304,0.1266
155520.0000,0.1679,0.1622,0.0538,0.0534,-0.0056,-0.0004,0.1304,0.1266
155580.0000,0.1678,0.1622,0.0538,0.0534,-0.0056,-0.0004,0.1304,0.1266
155640.0000,0.1678,0.1621,0.0538,0.0534,-0.0056,-0.0004,0.1303,0.1266
155700.0000,0.1677,0.1621,0.0538,0.0534,-0.0056,-0.0004,0.1303,0.1265
155760.0000,0.1677,0.1621,0.0538,0.0534,-0.0056,-0.0004,0.1303,0.1265
155820.0000,0.1676,0.1620,0.0538,0.0534,-0.0056,-0.0004,0.1303,0.1265
155880.0000,0.1676,0.1620,0.0538,0.0534,-0.0056,-0.0004,0.1302,0.1264
155940.0000,0.1676,0.1619,0.0538,0.0534,-0.0056,-0.0004,0.1302,0.1264
156000.0000,0.1675,0.1619,0.0538,0.0534,-0.0056,-0.0004,0.1302,0.1264
156060.0000,0.1675,0.1619,0.0538,0.0534,-0.0056,-0.0004,0.1301,0.1264
156120.0000,0.1674,0.1618,0.0538,0.0534,-0.0056,-0.0004,0.1301,0.1263
156180.0000,0.1674,0.1618,0.0538,0.0534,-0.0056,-0.0004,0.1301,0.1263
156240.0000,0.1673,0.1617,0.0538,0.0534,-0.0056,-0.0004,0.1300,0.1263
156300.0000,0.1673,0.1617,0.0538,0.0534,-0.0056,-0.0004,0.1300,0.1263
156360.0000,0.1672,0.1617,0.0538,0.0534,-0.0056,-0.0004,0.1300,0.1262
156420.0000,0.1672,0.1616,0.0538,0.0534,-0.0056,-0.0004,0.1300,0.1262
156480.0000,0.1671,0.1616,0.0538,0.0534,-0.0056,-0.0004,0.1299,0.1262
156540.0000,0.1671,0.1615,0.0538,0.0534,-0.0056,-0.0004,0.1299,0.1261
156600.0000,0.1671,0.1615,0.0538,0.0534,-0.0056,-0.0004,0.1299,0.1261
156660.0000,0.1670,0.1615,0.0538,0.0534,-0.0056,-0.0004,0.1298,0.1261
156720.0000,0.1670,0.1614,0.0538,0.0534,-0.0055,-0.0004,0.1298,0.1261
156780.0000,0.1669,0.1614,0.0538,0.0534,-0.0055,-0.0004,0.1298,0.1260
156840.0000,0.1669,0.1613,0.0538,0.0534,-0.0055,-0.0004,0.1297,0.1260
156900.0000,0.1668,0.1613,0.0538,0.0534,-0.0055,-0.0004,0.1297,0.1260
156960.0000,0.1668,0.1613,0.0538,0.0534,-0.0055,-0.0004,0.1297,0.1260
157020.0000,0.1667,0.1612,0.0538,0.0534,-0.0055,-0.0004,0.1297,0.1259
157080.0000,0.1667,0.1612,0.0538,0.0534,-0.0055,-0.0004,0.1296,0.1259
