时间_s,中心基线,中心残留ALE,表面基线,表面残留ALE,中心差值,表面差值,材料平均含水率_基线,材料平均含水率_残留ALE
40260.0000,0.8181,0.6573,0.1877,0.1341,-0.1608,-0.0537,0.5240,0.4189
40320.0000,0.8163,0.6559,0.1873,0.1338,-0.1604,-0.0535,0.5229,0.4181
40380.0000,0.8146,0.6546,0.1868,0.1335,-0.1599,-0.0534,0.5219,0.4174
40440.0000,0.8128,0.6533,0.1864,0.1332,-0.1595,-0.0532,0.5208,0.4166
40500.0000,0.8111,0.6520,0.1859,0.1329,-0.1591,-0.0531,0.5198,0.4159
40560.0000,0.8094,0.6507,0.1855,0.1326,-0.1586,-0.0529,0.5188,0.4151
40620.0000,0.8076,0.6494,0.1850,0.1323,-0.1582,-0.0528,0.5177,0.4144
40680.0000,0.8059,0.6481,0.1846,0.1320,-0.1578,-0.0526,0.5167,0.4137
40740.0000,0.8042,0.6469,0.1841,0.1317,-0.1573,-0.0525,0.5157,0.4129
40800.0000,0.8025,0.6456,0.1837,0.1314,-0.1569,-0.0523,0.5147,0.4122
40860.0000,0.8008,0.6443,0.1833,0.1311,-0.1564,-0.0522,0.5136,0.4115
40920.0000,0.7991,0.6430,0.1828,0.1308,-0.1560,-0.0520,0.5126,0.4108
40980.0000,0.7974,0.6418,0.1824,0.1306,-0.1556,-0.0518,0.5116,0.4100
41040.0000,0.7957,0.6405,0.1819,0.1303,-0.1552,-0.0516,0.5106,0.4093
41100.0000,0.7940,0.6392,0.1815,0.1300,-0.1547,-0.0515,0.5096,0.4086
41160.0000,0.7923,0.6380,0.1811,0.1298,-0.1543,-0.0513,0.5086,0.4079
41220.0000,0.7906,0.6367,0.1806,0.1295,-0.1539,-0.0511,0.5076,0.4072
41280.0000,0.7889,0.6355,0.1802,0.1293,-0.1534,-0.0509,0.5066,0.4065
41340.0000,0.7873,0.6342,0.1798,0.1291,-0.1530,-0.0507,0.5056,0.4058
41400.0000,0.7856,0.6330,0.1794,0.1288,-0.1526,-0.0505,0.5046,0.4051
41460.0000,0.7839,0.6318,0.1789,0.1286,-0.1522,-0.0503,0.5036,0.4044
41520.0000,0.7823,0.6305,0.1785,0.1284,-0.1518,-0.0501,0.5026,0.4037
41580.0000,0.7806,0.6293,0.1781,0.1282,-0.1513,-0.0499,0.5017,0.4031
41640.0000,0.7790,0.6281,0.1776,0.1279,-0.1509,-0.0497,0.5007,0.4024
41700.0000,0.7774,0.6269,0.1772,0.1277,-0.1505,-0.0495,0.4997,0.4017
41760.0000,0.7757,0.6257,0.1768,0.1275,-0.1501,-0.0493,0.4987,0.4010
41820.0000,0.7741,0.6245,0.1764,0.1273,-0.1497,-0.0491,0.4978,0.4004
41880.0000,0.7725,0.6232,0.1760,0.1271,-0.1492,-0.0489,0.4968,0.3997
41940.0000,0.7709,0.6220,0.1755,0.1268,-0.1488,-0.0487,0.4958,0.3990
42000.0000,0.7693,0.6209,0.1751,0.1266,-0.1484,-0.0485,0.4949,0.3984
42060.0000,0.7677,0.6197,0.1747,0.1264,-0.1480,-0.0483,0.4939,0.3977
42120.0000,0.7661,0.6185,0.1743,0.1262,-0.1476,-0.0481,0.4930,0.3971
42180.0000,0.7645,0.6173,0.1739,0.1260,-0.1472,-0.0479,0.4920,0.3964
42240.0000,0.7629,0.6161,0.1735,0.1257,-0.1468,-0.0477,0.4911,0.3957
42300.0000,0.7613,0.6149,0.1731,0.1255,-0.1464,-0.0475,0.4901,0.3951
42360.0000,0.7597,0.6138,0.1727,0.1253,-0.1460,-0.0473,0.4892,0.3944
42420.0000,0.7581,0.6126,0.1723,0.1251,-0.1455,-0.0471,0.4882,0.3938
42480.0000,0.7566,0.6114,0.1718,0.1249,-0.1451,-0.0470,0.4873,0.3932
42540.0000,0.7550,0.6103,0.1714,0.1247,-0.1447,-0.0468,0.4864,0.3925
42600.0000,0.7534,0.6091,0.1710,0.1245,-0.1443,-0.0466,0.4854,0.3919
42660.0000,0.7519,0.6079,0.1706,0.1243,-0.1439,-0.0464,0.4845,0.3912
42720.0000,0.7503,0.6068,0.1702,0.1240,-0.1435,-0.0462,0.4836,0.3906
42780.0000,0.7488,0.6057,0.1698,0.1238,-0.1431,-0.0460,0.4827,0.3900
42840.0000,0.7472,0.6045,0.1694,0.1236,-0.1427,-0.0458,0.4817,0.3893
42900.0000,0.7457,0.6034,0.1690,0.1234,-0.1423,-0.0456,0.4808,0.3887
42960.0000,0.7442,0.6022,0.1686,0.1232,-0.1419,-0.0455,0.4799,0.3881
43020.0000,0.7426,0.6011,0.1683,0.1230,-0.1415,-0.0453,0.4790,0.3875
43080.0000,0.7411,0.6000,0.1679,0.1228,-0.1411,-0.0451,0.4781,0.3868
43140.0000,0.7396,0.5989,0.1675,0.1226,-0.1407,-0.0449,0.4772,0.3862
43200.0000,0.7381,0.5977,0.1671,0.1224,-0.1404,-0.0447,0.4763,0.3856
43260.0000,0.7366,0.5966,0.1667,0.1221,-0.1400,-0.0445,0.4754,0.3850
43320.0000,0.7351,0.5955,0.1663,0.1219,-0.1396,-0.0444,0.4745,0.3844
43380.0000,0.7336,0.5944,0.1659,0.1217,-0.1392,-0.0442,0.4736,0.3837
43440.0000,0.7321,0.5933,0.1655,0.1215,-0.1388,-0.0440,0.4727,0.3831
43500.0000,0.7306,0.5922,0.1652,0.1213,-0.1384,-0.0438,0.4718,0.3825
43560.0000,0.7291,0.5911,0.1648,0.1211,-0.1380,-0.0436,0.4710,0.3819
43620.0000,0.7276,0.5900,0.1644,0.1209,-0.1376,-0.0435,0.4701,0.3813
43680.0000,0.7262,0.5889,0.1640,0.1207,-0.1372,-0.0433,0.4692,0.3807
43740.0000,0.7247,0.5878,0.1636,0.1205,-0.1369,-0.0431,0.4683,0.3801
43800.0000,0.7232,0.5868,0.1633,0.1203,-0.1365,-0.0429,0.4675,0.3795
43860.0000,0.7218,0.5857,0.1629,0.1201,-0.1361,-0.0427,0.4666,0.3789
43920.0000,0.7203,0.5846,0.1625,0.1199,-0.1357,-0.0426,0.4657,0.3783
43980.0000,0.7189,0.5835,0.1621,0.1197,-0.1353,-0.0424,0.4649,0.3777
44040.0000,0.7174,0.5825,0.1618,0.1195,-0.1350,-0.0422,0.4640,0.3772
44100.0000,0.7160,0.5814,0.1614,0.1193,-0.1346,-0.0420,0.4631,0.3766
44160.0000,0.7146,0.5804,0.1610,0.1191,-0.1342,-0.0419,0.4623,0.3760
44220.0000,0.7131,0.5793,0.1607,0.1190,-0.1338,-0.0417,0.4614,0.3754
44280.0000,0.7117,0.5782,0.1603,0.1188,-0.1335,-0.0415,0.4606,0.3748
44340.0000,0.7103,0.5772,0.1599,0.1186,-0.1331,-0.0414,0.4597,0.3742
44400.0000,0.7089,0.5761,0.1596,0.1184,-0.1327,-0.0412,0.4589,0.3736
44460.0000,0.7074,0.5751,0.1592,0.1182,-0.1323,-0.0410,0.4580,0.3731
44520.0000,0.7060,0.5741,0.1588,0.1180,-0.1320,-0.0409,0.4572,0.3725
44580.0000,0.7046,0.5730,0.1585,0.1178,-0.1316,-0.0407,0.4564,0.3719
44640.0000,0.7032,0.5720,0.1581,0.1176,-0.1312,-0.0406,0.4555,0.3713
44700.0000,0.7018,0.5710,0.1578,0.1174,-0.1309,-0.0404,0.4547,0.3708
44760.0000,0.7004,0.5700,0.1574,0.1172,-0.1305,-0.0402,0.4539,0.3702
44820.0000,0.6990,0.5689,0.1570,0.1170,-0.1301,-0.0401,0.4530,0.3696
44880.0000,0.6977,0.5679,0.1567,0.1167,-0.1298,-0.0399,0.4522,0.3691
44940.0000,0.6963,0.5669,0.1563,0.1165,-0.1294,-0.0398,0.4514,0.3685
45000.0000,0.6949,0.5659,0.1560,0.1163,-0.1290,-0.0396,0.4506,0.3679
45060.0000,0.6935,0.5649,0.1556,0.1161,-0.1287,-0.0395,0.4498,0.3674
45120.0000,0.6922,0.5639,0.1553,0.1159,-0.1283,-0.0394,0.4490,0.3668
45180.0000,0.6908,0.5629,0.1549,0.1157,-0.1279,-0.0392,0.4481,0.3662
45240.0000,0.6895,0.5619,0.1546,0.1155,-0.1276,-0.0391,0.4473,0.3657
45300.0000,0.6881,0.5609,0.1543,0.1153,-0.1272,-0.0389,0.4465,0.3651
45360.0000,0.6868,0.5599,0.1539,0.1151,-0.1269,-0.0388,0.4457,0.3646
45420.0000,0.6854,0.5589,0.1536,0.1149,-0.1265,-0.0386,0.4449,0.3640
45480.0000,0.6841,0.5579,0.1532,0.1147,-0.1262,-0.0385,0.4441,0.3635
45540.0000,0.6827,0.5569,0.1529,0.1145,-0.1258,-0.0384,0.4433,0.3629
45600.0000,0.6814,0.5560,0.1526,0.1143,-0.1255,-0.0382,0.4425,0.3624
45660.0000,0.6801,0.5550,0.1522,0.1141,-0.1251,-0.0381,0.4418,0.3618
45720.0000,0.6788,0.5540,0.1519,0.1139,-0.1247,-0.0379,0.4410,0.3613
45780.0000,0.6774,0.5530,0.1515,0.1137,-0.1244,-0.0378,0.4402,0.3607
45840.0000,0.6761,0.5521,0.1512,0.1135,-0.1240,-0.0377,0.4394,0.3602
45900.0000,0.6748,0.5511,0.1509,0.1134,-0.1237,-0.0375,0.4386,0.3596
45960.0000,0.6735,0.5502,0.1505,0.1132,-0.1234,-0.0374,0.4378,0.3591
46020.0000,0.6722,0.5492,0.1502,0.1130,-0.1230,-0.0373,0.4371,0.3585
46080.0000,0.6709,0.5483,0.1499,0.1128,-0.1227,-0.0371,0.4363,0.3580
46140.0000,0.6696,0.5473,0.1496,0.1126,-0.1223,-0.0370,0.4355,0.3575
46200.0000,0.6683,0.5464,0.1492,0.1124,-0.1220,-0.0369,0.4348,0.3569
46260.0000,0.6670,0.5454,0.1489,0.1122,-0.1216,-0.0367,0.4340,0.3564
46320.0000,0.6658,0.5445,0.1486,0.1120,-0.1213,-0.0366,0.4332,0.3559
46380.0000,0.6645,0.5435,0.1483,0.1118,-0.1209,-0.0365,0.4325,0.3553
46440.0000,0.6632,0.5426,0.1479,0.1116,-0.1206,-0.0363,0.4317,0.3548
46500.0000,0.6619,0.5417,0.1476,0.1114,-0.1203,-0.0362,0.4310,0.3543
46560.0000,0.6607,0.5407,0.1473,0.1112,-0.1199,-0.0361,0.4302,0.3538
46620.0000,0.6594,0.5398,0.1470,0.1110,-0.1196,-0.0359,0.4295,0.3532
46680.0000,0.6582,0.5389,0.1467,0.1109,-0.1193,-0.0358,0.4287,0.3527
46740.0000,0.6569,0.5380,0.1464,0.1107,-0.1189,-0.0357,0.4280,0.3522
46800.0000,0.6557,0.5371,0.1460,0.1105,-0.1186,-0.0356,0.4272,0.3517
46860.0000,0.6544,0.5361,0.1457,0.1103,-0.1183,-0.0354,0.4265,0.3511
46920.0000,0.6532,0.5352,0.1454,0.1101,-0.1179,-0.0353,0.4257,0.3506
46980.0000,0.6519,0.5343,0.1451,0.1099,-0.1176,-0.0352,0.4250,0.3501
47040.0000,0.6507,0.5334,0.1448,0.1097,-0.1173,-0.0351,0.4243,0.3496
47100.0000,0.6495,0.5325,0.1445,0.1095,-0.1169,-0.0350,0.4235,0.3491
47160.0000,0.6482,0.5316,0.1442,0.1093,-0.1166,-0.0348,0.4228,0.3486
47220.0000,0.6470,0.5307,0.1439,0.1091,-0.1163,-0.0347,0.4221,0.3481
47280.0000,0.6458,0.5298,0.1436,0.1090,-0.1160,-0.0346,0.4214,0.3475
47340.0000,0.6446,0.5289,0.1433,0.1088,-0.1156,-0.0345,0.4206,0.3470
47400.0000,0.6434,0.5281,0.1430,0.1086,-0.1153,-0.0344,0.4199,0.3465
47460.0000,0.6422,0.5272,0.1427,0.1084,-0.1150,-0.0343,0.4192,0.3460
47520.0000,0.6410,0.5263,0.1424,0.1082,-0.1147,-0.0342,0.4185,0.3455
47580.0000,0.6398,0.5254,0.1421,0.1080,-0.1143,-0.0340,0.4178,0.3450
47640.0000,0.6386,0.5245,0.1418,0.1078,-0.1140,-0.0339,0.4171,0.3445
47700.0000,0.6374,0.5237,0.1415,0.1077,-0.1137,-0.0338,0.4163,0.3440
47760.0000,0.6362,0.5228,0.1412,0.1075,-0.1134,-0.0337,0.4156,0.3435
47820.0000,0.6350,0.5219,0.1409,0.1073,-0.1131,-0.0336,0.4149,0.3430
47880.0000,0.6338,0.5211,0.1406,0.1071,-0.1128,-0.0335,0.4142,0.3425
47940.0000,0.6326,0.5202,0.1403,0.1070,-0.1124,-0.0333,0.4135,0.3420
48000.0000,0.6314,0.5193,0.1400,0.1068,-0.1121,-0.0332,0.4128,0.3415
48060.0000,0.6303,0.5185,0.1397,0.1066,-0.1118,-0.0331,0.4121,0.3410
48120.0000,0.6291,0.5176,0.1394,0.1065,-0.1115,-0.0330,0.4114,0.3406
48180.0000,0.6279,0.5168,0.1391,0.1063,-0.1112,-0.0329,0.4107,0.3401
48240.0000,0.6268,0.5159,0.1389,0.1061,-0.1109,-0.0327,0.4101,0.3396
48300.0000,0.6256,0.5151,0.1386,0.1060,-0.1106,-0.0326,0.4094,0.3391
48360.0000,0.6245,0.5142,0.1383,0.1058,-0.1103,-0.0325,0.4087,0.3386
48420.0000,0.6233,0.5134,0.1380,0.1057,-0.1099,-0.0323,0.4080,0.3381
48480.0000,0.6222,0.5125,0.1377,0.1055,-0.1096,-0.0322,0.4073,0.3377
48540.0000,0.6210,0.5117,0.1374,0.1053,-0.1093,-0.0321,0.4066,0.3372
48600.0000,0.6199,0.5109,0.1372,0.1052,-0.1090,-0.0320,0.4060,0.3367
48660.0000,0.6188,0.5100,0.1369,0.1051,-0.1087,-0.0318,0.4053,0.3363
48720.0000,0.6176,0.5092,0.1366,0.1049,-0.1084,-0.0317,0.4046,0.3358
48780.0000,0.6165,0.5084,0.1363,0.1048,-0.1081,-0.0316,0.4039,0.3353
48840.0000,0.6154,0.5076,0.1360,0.1046,-0.1078,-0.0314,0.4033,0.3349
48900.0000,0.6143,0.5067,0.1358,0.1045,-0.1075,-0.0313,0.4026,0.3344
48960.0000,0.6131,0.5059,0.1355,0.1043,-0.1072,-0.0311,0.4019,0.3339
49020.0000,0.6120,0.5051,0.1352,0.1042,-0.1069,-0.0310,0.4013,0.3335
49080.0000,0.6109,0.5043,0.1349,0.1041,-0.1066,-0.0309,0.4006,0.3330
49140.0000,0.6098,0.5035,0.1347,0.1039,-0.1063,-0.0307,0.4000,0.3326
49200.0000,0.6087,0.5027,0.1344,0.1038,-0.1060,-0.0306,0.3993,0.3321
49260.0000,0.6076,0.5019,0.1341,0.1037,-0.1057,-0.0305,0.3987,0.3317
49320.0000,0.6065,0.5011,0.1339,0.1035,-0.1054,-0.0303,0.3980,0.3312
49380.0000,0.6054,0.5003,0.1336,0.1034,-0.1051,-0.0302,0.3974,0.3308
49440.0000,0.6043,0.4995,0.1333,0.1032,-0.1049,-0.0301,0.3967,0.3303
49500.0000,0.6032,0.4987,0.1330,0.1031,-0.1046,-0.0300,0.3961,0.3299
49560.0000,0.6022,0.4979,0.1328,0.1030,-0.1043,-0.0298,0.3954,0.3294
49620.0000,0.6011,0.4971,0.1325,0.1028,-0.1040,-0.0297,0.3948,0.3290
49680.0000,0.6000,0.4963,0.1323,0.1027,-0.1037,-0.0296,0.3941,0.3285
49740.0000,0.5989,0.4955,0.1320,0.1025,-0.1034,-0.0295,0.3935,0.3281
49800.0000,0.5979,0.4947,0.1317,0.1024,-0.1031,-0.0294,0.3929,0.3276
49860.0000,0.5968,0.4940,0.1315,0.1022,-0.1028,-0.0292,0.3922,0.3272
49920.0000,0.5957,0.4932,0.1312,0.1021,-0.1025,-0.0291,0.3916,0.3268
49980.0000,0.5947,0.4924,0.1309,0.1019,-0.1023,-0.0290,0.3910,0.3263
50040.0000,0.5936,0.4916,0.1307,0.1018,-0.1020,-0.0289,0.3903,0.3259
50100.0000,0.5926,0.4909,0.1304,0.1016,-0.1017,-0.0288,0.3897,0.3254
50160.0000,0.5915,0.4901,0.1302,0.1015,-0.1014,-0.0287,0.3891,0.3250
50220.0000,0.5905,0.4893,0.1299,0.1013,-0.1011,-0.0286,0.3885,0.3246
50280.0000,0.5894,0.4886,0.1297,0.1011,-0.1008,-0.0285,0.3878,0.3241
50340.0000,0.5884,0.4878,0.1294,0.1010,-0.1006,-0.0284,0.3872,0.3237
50400.0000,0.5873,0.4870,0.1292,0.1008,-0.1003,-0.0284,0.3866,0.3233
50460.0000,0.5863,0.4863,0.1289,0.1006,-0.1000,-0.0283,0.3860,0.3228
50520.0000,0.5853,0.4855,0.1287,0.1005,-0.0997,-0.0282,0.3854,0.3224
50580.0000,0.5842,0.4848,0.1284,0.1003,-0.0995,-0.0281,0.3848,0.3219
50640.0000,0.5832,0.4840,0.1282,0.1001,-0.0992,-0.0281,0.3842,0.3215
50700.0000,0.5822,0.4833,0.1279,0.0999,-0.0989,-0.0280,0.3836,0.3211
50760.0000,0.5812,0.4825,0.1277,0.0998,-0.0986,-0.0279,0.3830,0.3206
50820.0000,0.5802,0.4818,0.1274,0.0996,-0.0984,-0.0278,0.3823,0.3202
50880.0000,0.5791,0.4811,0.1272,0.0994,-0.0981,-0.0278,0.3817,0.3198
50940.0000,0.5781,0.4803,0.1269,0.0992,-0.0978,-0.0277,0.3811,0.3193
51000.0000,0.5771,0.4796,0.1267,0.0991,-0.0975,-0.0276,0.3805,0.3189
51060.0000,0.5761,0.4788,0.1265,0.0989,-0.0973,-0.0276,0.3800,0.3185
51120.0000,0.5751,0.4781,0.1262,0.0987,-0.0970,-0.0275,0.3794,0.3180
51180.0000,0.5741,0.4774,0.1260,0.0986,-0.0967,-0.0274,0.3788,0.3176
51240.0000,0.5731,0.4767,0.1258,0.0984,-0.0965,-0.0274,0.3782,0.3172
51300.0000,0.5721,0.4759,0.1255,0.0982,-0.0962,-0.0273,0.3776,0.3167
51360.0000,0.5712,0.4752,0.1253,0.0981,-0.0959,-0.0272,0.3770,0.3163
51420.0000,0.5702,0.4745,0.1250,0.0979,-0.0957,-0.0271,0.3764,0.3159
51480.0000,0.5692,0.4738,0.1248,0.0977,-0.0954,-0.0271,0.3758,0.3155
51540.0000,0.5682,0.4730,0.1246,0.0976,-0.0952,-0.0270,0.3752,0.3151
51600.0000,0.5672,0.4723,0.1243,0.0974,-0.0949,-0.0269,0.3747,0.3146
51660.0000,0.5663,0.4716,0.1241,0.0973,-0.0946,-0.0268,0.3741,0.3142
51720.0000,0.5653,0.4709,0.1239,0.0971,-0.0944,-0.0267,0.3735,0.3138
51780.0000,0.5643,0.4702,0.1237,0.0970,-0.0941,-0.0267,0.3729,0.3134
51840.0000,0.5633,0.4695,0.1234,0.0969,-0.0939,-0.0266,0.3724,0.3130
51900.0000,0.5624,0.4688,0.1232,0.0967,-0.0936,-0.0265,0.3718,0.3126
51960.0000,0.5614,0.4681,0.1230,0.0966,-0.0933,-0.0264,0.3712,0.3122
52020.0000,0.5605,0.4674,0.1227,0.0965,-0.0931,-0.0263,0.3707,0.3117
52080.0000,0.5595,0.4667,0.1225,0.0963,-0.0928,-0.0262,0.3701,0.3113
52140.0000,0.5586,0.4660,0.1223,0.0962,-0.0926,-0.0261,0.3695,0.3109
52200.0000,0.5576,0.4653,0.1221,0.0961,-0.0923,-0.0260,0.3690,0.3105
52260.0000,0.5567,0.4646,0.1218,0.0960,-0.0921,-0.0259,0.3684,0.3101
52320.0000,0.5557,0.4639,0.1216,0.0959,-0.0918,-0.0258,0.3678,0.3097
52380.0000,0.5548,0.4632,0.1214,0.0957,-0.0916,-0.0257,0.3673,0.3093
52440.0000,0.5539,0.4625,0.1212,0.0956,-0.0913,-0.0255,0.3667,0.3090
52500.0000,0.5529,0.4618,0.1210,0.0955,-0.0911,-0.0254,0.3662,0.3086
52560.0000,0.5520,0.4612,0.1207,0.0954,-0.0908,-0.0253,0.3656,0.3082
52620.0000,0.5511,0.4605,0.1205,0.0953,-0.0906,-0.0252,0.3651,0.3078
52680.0000,0.5501,0.4598,0.1203,0.0952,-0.0903,-0.0251,0.3645,0.3074
52740.0000,0.5492,0.4591,0.1201,0.0951,-0.0901,-0.0250,0.3640,0.3070
52800.0000,0.5483,0.4585,0.1199,0.0949,-0.0898,-0.0249,0.3634,0.3066
52860.0000,0.5474,0.4578,0.1197,0.0948,-0.0896,-0.0248,0.3629,0.3062
52920.0000,0.5465,0.4571,0.1194,0.0947,-0.0893,-0.0247,0.3623,0.3058
52980.0000,0.5455,0.4564,0.1192,0.0946,-0.0891,-0.0246,0.3618,0.3055
53040.0000,0.5446,0.4558,0.1190,0.0945,-0.0889,-0.0245,0.3613,0.3051
53100.0000,0.5437,0.4551,0.1188,0.0944,-0.0886,-0.0244,0.3607,0.3047
53160.0000,0.5428,0.4545,0.1186,0.0943,-0.0884,-0.0243,0.3602,0.3043
53220.0000,0.5419,0.4538,0.1184,0.0941,-0.0881,-0.0242,0.3596,0.3039
53280.0000,0.5410,0.4531,0.1182,0.0940,-0.0879,-0.0241,0.3591,0.3036
53340.0000,0.5401,0.4525,0.1180,0.0939,-0.0877,-0.0240,0.3586,0.3032
53400.0000,0.5392,0.4518,0.1177,0.0938,-0.0874,-0.0239,0.3581,0.3028
53460.0000,0.5383,0.4512,0.1175,0.0937,-0.0872,-0.0239,0.3575,0.3024
53520.0000,0.5375,0.4505,0.1173,0.0936,-0.0869,-0.0238,0.3570,0.3021
53580.0000,0.5366,0.4499,0.1171,0.0935,-0.0867,-0.0237,0.3565,0.3017
53640.0000,0.5357,0.4492,0.1169,0.0933,-0.0865,-0.0236,0.3559,0.3013
53700.0000,0.5348,0.4486,0.1167,0.0932,-0.0862,-0.0235,0.3554,0.3010
53760.0000,0.5339,0.4479,0.1165,0.0931,-0.0860,-0.0234,0.3549,0.3006
53820.0000,0.5331,0.4473,0.1163,0.0930,-0.0858,-0.0233,0.3544,0.3002
53880.0000,0.5322,0.4466,0.1161,0.0929,-0.0855,-0.0233,0.3539,0.2998
53940.0000,0.5313,0.4460,0.1159,0.0927,-0.0853,-0.0232,0.3534,0.2995
54000.0000,0.5305,0.4454,0.1157,0.0926,-0.0851,-0.0231,0.3528,0.2991
54060.0000,0.5296,0.4447,0.1155,0.0925,-0.0849,-0.0230,0.3523,0.2987
54120.0000,0.5287,0.4441,0.1153,0.0924,-0.0846,-0.0229,0.3518,0.2984
54180.0000,0.5279,0.4435,0.1151,0.0922,-0.0844,-0.0229,0.3513,0.2980
54240.0000,0.5270,0.4428,0.1149,0.0921,-0.0842,-0.0228,0.3508,0.2976
54300.0000,0.5262,0.4422,0.1147,0.0920,-0.0839,-0.0227,0.3503,0.2973
54360.0000,0.5253,0.4416,0.1145,0.0919,-0.0837,-0.0227,0.3498,0.2969
54420.0000,0.5245,0.4410,0.1143,0.0917,-0.0835,-0.0226,0.3493,0.2966
54480.0000,0.5236,0.4404,0.1141,0.0916,-0.0833,-0.0225,0.3488,0.2962
54540.0000,0.5228,0.4397,0.1139,0.0915,-0.0830,-0.0224,0.3483,0.2958
54600.0000,0.5219,0.4391,0.1137,0.0914,-0.0828,-0.0224,0.3478,0.2955
54660.0000,0.5211,0.4385,0.1135,0.0912,-0.0826,-0.0223,0.3473,0.2951
54720.0000,0.5203,0.4379,0.1133,0.0911,-0.0824,-0.0222,0.3468,0.2948
54780.0000,0.5194,0.4373,0.1132,0.0910,-0.0822,-0.0221,0.3463,0.2944
54840.0000,0.5186,0.4367,0.1130,0.0909,-0.0819,-0.0221,0.3458,0.2940
54900.0000,0.5178,0.4360,0.1128,0.0908,-0.0817,-0.0220,0.3453,0.2937
54960.0000,0.5169,0.4354,0.1126,0.0907,-0.0815,-0.0219,0.3448,0.2933
55020.0000,0.5161,0.4348,0.1124,0.0905,-0.0813,-0.0219,0.3443,0.2930
55080.0000,0.5153,0.4342,0.1122,0.0904,-0.0811,-0.0218,0.3438,0.2926
55140.0000,0.5145,0.4336,0.1120,0.0903,-0.0808,-0.0217,0.3433,0.2923
55200.0000,0.5137,0.4330,0.1118,0.0902,-0.0806,-0.0216,0.3429,0.2919
55260.0000,0.5128,0.4324,0.1117,0.0901,-0.0804,-0.0215,0.3424,0.2916
55320.0000,0.5120,0.4318,0.1115,0.0900,-0.0802,-0.0215,0.3419,0.2912
55380.0000,0.5112,0.4312,0.1113,0.0899,-0.0800,-0.0214,0.3414,0.2909
55440.0000,0.5104,0.4306,0.1111,0.0898,-0.0798,-0.0213,0.3409,0.2905
55500.0000,0.5096,0.4300,0.1109,0.0897,-0.0796,-0.0212,0.3405,0.2902
55560.0000,0.5088,0.4295,0.1107,0.0896,-0.0793,-0.0211,0.3400,0.2899
55620.0000,0.5080,0.4289,0.1106,0.0895,-0.0791,-0.0210,0.3395,0.2895
55680.0000,0.5072,0.4283,0.1104,0.0894,-0.0789,-0.0209,0.3390,0.2892
55740.0000,0.5064,0.4277,0.1102,0.0893,-0.0787,-0.0209,0.3386,0.2888
55800.0000,0.5056,0.4271,0.1100,0.0893,-0.0785,-0.0208,0.3381,0.2885
55860.0000,0.5048,0.4265,0.1098,0.0892,-0.0783,-0.0207,0.3376,0.2882
55920.0000,0.5040,0.4259,0.1097,0.0891,-0.0781,-0.0206,0.3371,0.2878
55980.0000,0.5033,0.4254,0.1095,0.0890,-0.0779,-0.0205,0.3367,0.2875
56040.0000,0.5025,0.4248,0.1093,0.0889,-0.0777,-0.0204,0.3362,0.2872
56100.0000,0.5017,0.4242,0.1091,0.0888,-0.0775,-0.0203,0.3358,0.2869
56160.0000,0.5009,0.4236,0.1089,0.0887,-0.0773,-0.0202,0.3353,0.2865
56220.0000,0.5001,0.4231,0.1088,0.0886,-0.0771,-0.0201,0.3348,0.2862
56280.0000,0.4994,0.4225,0.1086,0.0886,-0.0769,-0.0200,0.3344,0.2859
56340.0000,0.4986,0.4219,0.1084,0.0885,-0.0767,-0.0199,0.3339,0.2856
56400.0000,0.4978,0.4214,0.1082,0.0884,-0.0765,-0.0199,0.3335,0.2852
56460.0000,0.4970,0.4208,0.1081,0.0883,-0.0763,-0.0198,0.3330,0.2849
56520.0000,0.4963,0.4202,0.1079,0.0882,-0.0761,-0.0197,0.3325,0.2846
56580.0000,0.4955,0.4197,0.1077,0.0881,-0.0758,-0.0196,0.3321,0.2843
56640.0000,0.4948,0.4191,0.1076,0.0880,-0.0756,-0.0195,0.3316,0.2840
56700.0000,0.4940,0.4185,0.1074,0.0880,-0.0755,-0.0194,0.3312,0.2836
56760.0000,0.4932,0.4180,0.1072,0.0879,-0.0753,-0.0193,0.3307,0.2833
56820.0000,0.4925,0.4174,0.1070,0.0878,-0.0751,-0.0193,0.3303,0.2830
56880.0000,0.4917,0.4169,0.1069,0.0877,-0.0749,-0.0192,0.3298,0.2827
56940.0000,0.4910,0.4163,0.1067,0.0876,-0.0747,-0.0191,0.3294,0.2824
57000.0000,0.4902,0.4158,0.1065,0.0875,-0.0745,-0.0190,0.3289,0.2820
57060.0000,0.4895,0.4152,0.1064,0.0874,-0.0743,-0.0189,0.3285,0.2817
57120.0000,0.4888,0.4147,0.1062,0.0873,-0.0741,-0.0189,0.3281,0.2814
57180.0000,0.4880,0.4141,0.1060,0.0872,-0.0739,-0.0188,0.3276,0.2811
57240.0000,0.4873,0.4136,0.1059,0.0872,-0.0737,-0.0187,0.3272,0.2808
57300.0000,0.4865,0.4130,0.1057,0.0871,-0.0735,-0.0187,0.3267,0.2805
57360.0000,0.4858,0.4125,0.1055,0.0870,-0.0733,-0.0186,0.3263,0.2802
57420.0000,0.4851,0.4120,0.1054,0.0869,-0.0731,-0.0185,0.3259,0.2799
57480.0000,0.4843,0.4114,0.1052,0.0868,-0.0729,-0.0184,0.3254,0.2796
57540.0000,0.4836,0.4109,0.1051,0.0867,-0.0727,-0.0184,0.3250,0.2792
57600.0000,0.4829,0.4103,0.1049,0.0866,-0.0725,-0.0183,0.3246,0.2789
