时间（秒）,轴向坐标（米）,轴向坐标（厘米）,轴线上二维温度（摄氏度）,轴线上二维含水率,侧面二维温度（摄氏度）,侧面二维含水率,端面轴心表面温度（摄氏度）,端面轴心表面含水率
86400.0000,0.0123,1.2255,50.1650,0.5501,50.1650,0.0751,50.1650,0.5501
86400.0000,0.0172,1.7157,50.1650,0.5918,50.1650,0.0807,50.1650,0.5918
86400.0000,0.0221,2.2059,50.1650,0.6175,50.1650,0.0843,50.1650,0.6175
86400.0000,0.0270,2.6961,50.1650,0.6336,50.1650,0.0866,50.1650,0.6336
86400.0000,0.0319,3.1863,50.1650,0.6437,50.1650,0.0881,50.1650,0.6437
86400.0000,0.0368,3.6765,50.1650,0.6501,50.1650,0.0891,50.1650,0.6501
86400.0000,0.0417,4.1667,50.1650,0.6540,50.1650,0.0896,50.1650,0.6540
86400.0000,0.0466,4.6569,50.1650,0.6564,50.1650,0.0900,50.1650,0.6564
86400.0000,0.0515,5.1471,50.1650,0.6578,50.1650,0.0902,50.1650,0.6578
86400.0000,0.0564,5.6373,50.1650,0.6586,50.1650,0.0903,50.1650,0.6586
86400.0000,0.0613,6.1275,50.1650,0.6590,50.1650,0.0904,50.1650,0.6590
86400.0000,0.0662,6.6176,50.1650,0.6593,50.1650,0.0904,50.1650,0.6593
86400.0000,0.0711,7.1078,50.1650,0.6594,50.1650,0.0904,50.1650,0.6594
86400.0000,0.0760,7.5980,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.0809,8.0882,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.0858,8.5784,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.0907,9.0686,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.0956,9.5588,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1005,10.0490,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1054,10.5392,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1103,11.0294,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1152,11.5196,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1201,12.0098,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1250,12.5000,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1299,12.9902,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1348,13.4804,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1397,13.9706,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1446,14.4608,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1495,14.9510,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1544,15.4412,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1593,15.9314,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1642,16.4216,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1691,16.9118,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1740,17.4020,50.1650,0.6595,50.1650,0.0904,50.1650,0.6595
86400.0000,0.1789,17.8922,50.1650,0.6594,50.1650,0.0904,50.1650,0.6594
86400.0000,0.1838,18.3824,50.1650,0.6593,50.1650,0.0904,50.1650,0.6593
86400.0000,0.1887,18.8725,50.1650,0.6590,50.1650,0.0904,50.1650,0.6590
86400.0000,0.1936,19.3627,50.1650,0.6586,50.1650,0.0903,50.1650,0.6586
86400.0000,0.1985,19.8529,50.1650,0.6578,50.1650,0.0902,50.1650,0.6578
86400.0000,0.2034,20.3431,50.1650,0.6564,50.1650,0.0900,50.1650,0.6564
86400.0000,0.2083,20.8333,50.1650,0.6540,50.1650,0.0896,50.1650,0.6540
86400.0000,0.2132,21.3235,50.1650,0.6501,50.1650,0.0891,50.1650,0.6501
86400.0000,0.2181,21.8137,50.1650,0.6437,50.1650,0.0881,50.1650,0.6437
86400.0000,0.2230,22.3039,50.1650,0.6336,50.1650,0.0866,50.1650,0.6336
86400.0000,0.2279,22.7941,50.1650,0.6175,50.1650,0.0843,50.1650,0.6175
86400.0000,0.2328,23.2843,50.1650,0.5918,50.1650,0.0807,50.1650,0.5918
86400.0000,0.2377,23.7745,50.1650,0.5501,50.1650,0.0751,50.1650,0.5501
86400.0000,0.2426,24.2647,50.1650,0.4777,50.1650,0.0666,50.1650,0.4777
86400.0000,0.2475,24.7549,50.1650,0.3058,50.1650,0.0531,50.1650,0.0915
172800.0000,0.0025,0.2451,50.1650,0.2260,50.1650,0.0507,50.1650,0.0613
172800.0000,0.0074,0.7353,50.1650,0.3361,50.1650,0.0545,50.1650,0.3361
172800.0000,0.0123,1.2255,50.1650,0.3778,50.1650,0.0568,50.1650,0.3778
172800.0000,0.0172,1.7157,50.1650,0.4005,50.1650,0.0583,50.1650,0.4005
172800.0000,0.0221,2.2059,50.1650,0.4141,50.1650,0.0592,50.1650,0.4141
172800.0000,0.0270,2.6961,50.1650,0.4226,50.1650,0.0598,50.1650,0.4226
172800.0000,0.0319,3.1863,50.1650,0.4278,50.1650,0.0602,50.1650,0.4278
172800.0000,0.0368,3.6765,50.1650,0.4312,50.1650,0.0605,50.1650,0.4312
172800.0000,0.0417,4.1667,50.1650,0.4333,50.1650,0.0607,50.1650,0.4333
172800.0000,0.0466,4.6569,50.1650,0.4347,50.1650,0.0608,50.1650,0.4347
172800.0000,0.0515,5.1471,50.1650,0.4355,50.1650,0.0608,50.1650,0.4355
172800.0000,0.0564,5.6373,50.1650,0.4361,50.1650,0.0609,50.1650,0.4361
172800.0000,0.0613,6.1275,50.1650,0.4364,50.1650,0.0609,50.1650,0.4364
172800.0000,0.0662,6.6176,50.1650,0.4366,50.1650,0.0609,50.1650,0.4366
172800.0000,0.0711,7.1078,50.1650,0.4367,50.1650,0.0609,50.1650,0.4367
172800.0000,0.0760,7.5980,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.0809,8.0882,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.0858,8.5784,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.0907,9.0686,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.0956,9.5588,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1005,10.0490,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1054,10.5392,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1103,11.0294,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1152,11.5196,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1201,12.0098,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1250,12.5000,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1299,12.9902,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1348,13.4804,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1397,13.9706,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1446,14.4608,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1495,14.9510,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1544,15.4412,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1593,15.9314,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1642,16.4216,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1691,16.9118,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1740,17.4020,50.1650,0.4368,50.1650,0.0609,50.1650,0.4368
172800.0000,0.1789,17.8922,50.1650,0.4367,50.1650,0.0609,50.1650,0.4367
172800.0000,0.1838,18.3824,50.1650,0.4366,50.1650,0.0609,50.1650,0.4366
172800.0000,0.1887,18.8725,50.1650,0.4364,50.1650,0.0609,50.1650,0.4364
172800.0000,0.1936,19.3627,50.1650,0.4361,50.1650,0.0609,50.1650,0.4361
172800.0000,0.1985,19.8529,50.1650,0.4355,50.1650,0.0608,50.1650,0.4355
172800.0000,0.2034,20.3431,50.1650,0.4347,50.1650,0.0608,50.1650,0.4347
172800.0000,0.2083,20.8333,50.1650,0.4333,50.1650,0.0607,50.1650,0.4333
172800.0000,0.2132,21.3235,50.1650,0.4312,50.1650,0.0605,50.1650,0.4312
172800.0000,0.2181,21.8137,50.1650,0.4278,50.1650,0.0602,50.1650,0.4278
172800.0000,0.2230,22.3039,50.1650,0.4226,50.1650,0.0598,50.1650,0.4226
172800.0000,0.2279,22.7941,50.1650,0.4141,50.1650,0.0592,50.1650,0.4141
172800.0000,0.2328,23.2843,50.1650,0.4005,50.1650,0.0583,50.1650,0.4005
172800.0000,0.2377,23.7745,50.1650,0.3778,50.1650,0.0568,50.1650,0.3778
172800.0000,0.2426,24.2647,50.1650,0.3361,50.1650,0.0545,50.1650,0.3361
172800.0000,0.2475,24.7549,50.1650,0.2260,50.1650,0.0507,50.1650,0.0613
259200.0000,0.0025,0.2451,50.1650,0.1975,50.1650,0.0503,50.1650,0.0555
259200.0000,0.0074,0.7353,50.1650,0.2852,50.1650,0.0521,50.1650,0.2852
259200.0000,0.0123,1.2255,50.1650,0.3169,50.1650,0.0532,50.1650,0.3169
259200.0000,0.0172,1.7157,50.1650,0.3338,50.1650,0.0539,50.1650,0.3338
259200.0000,0.0221,2.2059,50.1650,0.3437,50.1650,0.0544,50.1650,0.3437
259200.0000,0.0270,2.6961,50.1650,0.3497,50.1650,0.0547,50.1650,0.3497
259200.0000,0.0319,3.1863,50.1650,0.3535,50.1650,0.0549,50.1650,0.3535
259200.0000,0.0368,3.6765,50.1650,0.3559,50.1650,0.0550,50.1650,0.3559
259200.0000,0.0417,4.1667,50.1650,0.3574,50.1650,0.0550,50.1650,0.3574
259200.0000,0.0466,4.6569,50.1650,0.3583,50.1650,0.0551,50.1650,0.3583
259200.0000,0.0515,5.1471,50.1650,0.3589,50.1650,0.0551,50.1650,0.3589
259200.0000,0.0564,5.6373,50.1650,0.3593,50.1650,0.0551,50.1650,0.3593
259200.0000,0.0613,6.1275,50.1650,0.3596,50.1650,0.0552,50.1650,0.3596
259200.0000,0.0662,6.6176,50.1650,0.3597,50.1650,0.0552,50.1650,0.3597
259200.0000,0.0711,7.1078,50.1650,0.3598,50.1650,0.0552,50.1650,0.3598
259200.0000,0.0760,7.5980,50.1650,0.3598,50.1650,0.0552,50.1650,0.3598
259200.0000,0.0809,8.0882,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.0858,8.5784,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.0907,9.0686,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.0956,9.5588,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1005,10.0490,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1054,10.5392,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1103,11.0294,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1152,11.5196,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1201,12.0098,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1250,12.5000,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1299,12.9902,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1348,13.4804,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1397,13.9706,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1446,14.4608,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1495,14.9510,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1544,15.4412,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1593,15.9314,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1642,16.4216,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1691,16.9118,50.1650,0.3599,50.1650,0.0552,50.1650,0.3599
259200.0000,0.1740,17.4020,50.1650,0.3598,50.1650,0.0552,50.1650,0.3598
259200.0000,0.1789,17.8922,50.1650,0.3598,50.1650,0.0552,50.1650,0.3598
259200.0000,0.1838,18.3824,50.1650,0.3597,50.1650,0.0552,50.1650,0.3597
259200.0000,0.1887,18.8725,50.1650,0.3596,50.1650,0.0552,50.1650,0.3596
259200.0000,0.1936,19.3627,50.1650,0.3593,50.1650,0.0551,50.1650,0.3593
259200.0000,0.1985,19.8529,50.1650,0.3589,50.1650,0.0551,50.1650,0.3589
259200.0000,0.2034,20.3431,50.1650,0.3583,50.1650,0.0551,50.1650,0.3583
259200.0000,0.2083,20.8333,50.1650,0.3574,50.1650,0.0550,50.1650,0.3574
259200.0000,0.2132,21.3235,50.1650,0.3559,50.1650,0.0550,50.1650,0.3559
259200.0000,0.2181,21.8137,50.1650,0.3535,50.1650,0.0549,50.1650,0.3535
259200.0000,0.2230,22.3039,50.1650,0.3497,50.1650,0.0547,50.1650,0.3497
259200.0000,0.2279,22.7941,50.1650,0.3437,50.1650,0.0544,50.1650,0.3437
259200.0000,0.2328,23.2843,50.1650,0.3338,50.1650,0.0539,50.1650,0.3338
259200.0000,0.2377,23.7745,50.1650,0.3169,50.1650,0.0532,50.1650,0.3169
259200.0000,0.2426,24.2647,50.1650,0.2852,50.1650,0.0521,50.1650,0.2852
259200.0000,0.2475,24.7549,50.1650,0.1975,50.1650,0.0503,50.1650,0.0555
