time_s,r_m,r_cm,T_2d_mid_C,C_2d_mid,T_1d_C,C_1d,dT_2d_minus_1d_C,dC_2d_minus_1d
0.0000,0.0000,0.0000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0010,0.1000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0020,0.2000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0030,0.3000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0040,0.4000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0050,0.5000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0060,0.6000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0070,0.7000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0080,0.8000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0090,0.9000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0100,1.0000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0110,1.1000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0120,1.2000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0130,1.3000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0140,1.4000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0150,1.5000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0160,1.6000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0170,1.7000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0180,1.8000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0190,1.9000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
0.0000,0.0200,2.0000,28.0000,2.5500,28.0000,2.5500,0.0000,0.0000
1800.0000,0.0000,0.0000,33.6487,2.5500,33.6487,2.5500,0.0000,-0.0000
1800.0000,0.0010,0.1000,33.6565,2.5500,33.6565,2.5500,0.0000,-0.0000
1800.0000,0.0020,0.2000,33.6798,2.5499,33.6798,2.5499,0.0000,-0.0000
1800.0000,0.0030,0.3000,33.7187,2.5499,33.7187,2.5499,0.0000,-0.0000
1800.0000,0.0040,0.4000,33.7732,2.5497,33.7732,2.5497,0.0000,-0.0000
1800.0000,0.0050,0.5000,33.8434,2.5495,33.8434,2.5495,0.0000,-0.0000
1800.0000,0.0060,0.6000,33.9292,2.5489,33.9292,2.5489,0.0000,-0.0000
1800.0000,0.0070,0.7000,34.0307,2.5479,34.0307,2.5479,0.0000,-0.0000
1800.0000,0.0080,0.8000,34.1479,2.5460,34.1479,2.5460,0.0000,-0.0000
1800.0000,0.0090,0.9000,34.2810,2.5425,34.2810,2.5425,0.0000,-0.0000
1800.0000,0.0100,1.0000,34.4301,2.5364,34.4301,2.5364,0.0000,0.0000
1800.0000,0.0110,1.1000,34.5953,2.5258,34.5953,2.5258,0.0000,-0.0000
1800.0000,0.0120,1.2000,34.7767,2.5082,34.7767,2.5082,0.0000,-0.0000
1800.0000,0.0130,1.3000,34.9743,2.4802,34.9743,2.4802,0.0000,-0.0000
1800.0000,0.0140,1.4000,35.1884,2.4373,35.1884,2.4373,0.0000,-0.0000
1800.0000,0.0150,1.5000,35.4190,2.3740,35.4190,2.3740,0.0000,0.0000
1800.0000,0.0160,1.6000,35.6665,2.2840,35.6665,2.2840,0.0000,0.0000
1800.0000,0.0170,1.7000,35.9309,2.1605,35.9309,2.1605,0.0000,-0.0000
1800.0000,0.0180,1.8000,36.2125,1.9966,36.2125,1.9966,0.0000,0.0000
1800.0000,0.0190,1.9000,36.5115,1.7847,36.5115,1.7847,0.0000,0.0000
1800.0000,0.0200,2.0000,36.8281,1.5163,36.7487,1.5887,0.0794,-0.0724
3600.0000,0.0000,0.0000,42.3119,2.5455,42.3118,2.5455,0.0001,-0.0000
3600.0000,0.0010,0.1000,42.3176,2.5451,42.3175,2.5451,0.0001,-0.0000
3600.0000,0.0020,0.2000,42.3346,2.5441,42.3345,2.5441,0.0001,-0.0000
3600.0000,0.0030,0.3000,42.3629,2.5420,42.3628,2.5420,0.0001,-0.0000
3600.0000,0.0040,0.4000,42.4024,2.5388,42.4023,2.5388,0.0001,-0.0000
3600.0000,0.0050,0.5000,42.4532,2.5339,42.4531,2.5339,0.0001,-0.0000
3600.0000,0.0060,0.6000,42.5150,2.5266,42.5149,2.5266,0.0001,-0.0000
3600.0000,0.0070,0.7000,42.5878,2.5162,42.5877,2.5162,0.0001,-0.0000
3600.0000,0.0080,0.8000,42.6714,2.5014,42.6713,2.5014,0.0001,-0.0000
3600.0000,0.0090,0.9000,42.7657,2.4809,42.7656,2.4809,0.0001,-0.0000
3600.0000,0.0100,1.0000,42.8705,2.4531,42.8704,2.4531,0.0001,0.0000
3600.0000,0.0110,1.1000,42.9857,2.4158,42.9856,2.4158,0.0001,0.0000
3600.0000,0.0120,1.2000,43.1111,2.3670,43.1111,2.3670,0.0001,0.0000
3600.0000,0.0130,1.3000,43.2465,2.3042,43.2464,2.3042,0.0001,-0.0000
3600.0000,0.0140,1.4000,43.3917,2.2249,43.3916,2.2249,0.0001,-0.0000
3600.0000,0.0150,1.5000,43.5465,2.1265,43.5465,2.1265,0.0001,-0.0000
3600.0000,0.0160,1.6000,43.7110,2.0062,43.7109,2.0062,0.0001,-0.0000
3600.0000,0.0170,1.7000,43.8850,1.8610,43.8849,1.8610,0.0001,0.0000
3600.0000,0.0180,1.8000,44.0686,1.6875,44.0686,1.6875,0.0001,-0.0000
3600.0000,0.0190,1.9000,44.2623,1.4802,44.2623,1.4802,0.0001,-0.0000
3600.0000,0.0200,2.0000,44.4665,1.2311,44.4153,1.2969,0.0512,-0.0658
5400.0000,0.0000,0.0000,47.0863,2.5184,47.0858,2.5184,0.0005,-0.0000
5400.0000,0.0010,0.1000,47.0888,2.5172,47.0883,2.5172,0.0005,-0.0000
5400.0000,0.0020,0.2000,47.0962,2.5135,47.0957,2.5135,0.0005,-0.0000
5400.0000,0.0030,0.3000,47.1086,2.5071,47.1081,2.5071,0.0005,-0.0000
5400.0000,0.0040,0.4000,47.1259,2.4976,47.1254,2.4976,0.0005,-0.0000
5400.0000,0.0050,0.5000,47.1480,2.4844,47.1475,2.4844,0.0005,-0.0000
5400.0000,0.0060,0.6000,47.1750,2.4668,47.1745,2.4668,0.0005,-0.0000
5400.0000,0.0070,0.7000,47.2067,2.4440,47.2062,2.4440,0.0005,-0.0000
5400.0000,0.0080,0.8000,47.2430,2.4149,47.2426,2.4149,0.0005,-0.0000
5400.0000,0.0090,0.9000,47.2840,2.3785,47.2835,2.3785,0.0004,-0.0000
5400.0000,0.0100,1.0000,47.3293,2.3334,47.3289,2.3334,0.0004,0.0000
5400.0000,0.0110,1.1000,47.3791,2.2783,47.3787,2.2783,0.0004,0.0000
5400.0000,0.0120,1.2000,47.4330,2.2118,47.4326,2.2118,0.0004,0.0000
5400.0000,0.0130,1.3000,47.4909,2.1324,47.4905,2.1324,0.0004,-0.0000
5400.0000,0.0140,1.4000,47.5527,2.0388,47.5523,2.0388,0.0004,-0.0000
5400.0000,0.0150,1.5000,47.6180,1.9294,47.6177,1.9294,0.0004,0.0000
5400.0000,0.0160,1.6000,47.6867,1.8023,47.6864,1.8023,0.0003,-0.0000
5400.0000,0.0170,1.7000,47.7585,1.6555,47.7581,1.6555,0.0003,-0.0000
5400.0000,0.0180,1.8000,47.8328,1.4858,47.8325,1.4858,0.0003,-0.0000
5400.0000,0.0190,1.9000,47.9093,1.2876,47.9090,1.2876,0.0003,0.0000
5400.0000,0.0200,2.0000,47.9873,1.0513,47.9679,1.1136,0.0194,-0.0622
7200.0000,0.0000,0.0000,49.0321,2.4604,49.0314,2.4604,0.0007,-0.0000
7200.0000,0.0010,0.1000,49.0331,2.4583,49.0323,2.4583,0.0007,-0.0000
7200.0000,0.0020,0.2000,49.0360,2.4522,49.0353,2.4522,0.0007,-0.0000
7200.0000,0.0030,0.3000,49.0408,2.4417,49.0401,2.4417,0.0007,-0.0000
7200.0000,0.0040,0.4000,49.0476,2.4266,49.0469,2.4266,0.0007,-0.0000
7200.0000,0.0050,0.5000,49.0563,2.4064,49.0555,2.4064,0.0007,-0.0000
7200.0000,0.0060,0.6000,49.0668,2.3806,49.0661,2.3806,0.0007,-0.0000
7200.0000,0.0070,0.7000,49.0792,2.3487,49.0785,2.3487,0.0007,-0.0000
7200.0000,0.0080,0.8000,49.0934,2.3097,49.0928,2.3097,0.0007,-0.0000
7200.0000,0.0090,0.9000,49.1095,2.2631,49.1088,2.2631,0.0007,-0.0000
7200.0000,0.0100,1.0000,49.1272,2.2080,49.1266,2.2080,0.0006,-0.0000
7200.0000,0.0110,1.1000,49.1467,2.1433,49.1461,2.1433,0.0006,-0.0000
7200.0000,0.0120,1.2000,49.1679,2.0683,49.1673,2.0683,0.0006,-0.0000
7200.0000,0.0130,1.3000,49.1906,1.9821,49.1900,1.9821,0.0006,-0.0000
7200.0000,0.0140,1.4000,49.2148,1.8836,49.2143,1.8836,0.0006,-0.0000
7200.0000,0.0150,1.5000,49.2405,1.7717,49.2400,1.7717,0.0005,-0.0000
7200.0000,0.0160,1.6000,49.2676,1.6449,49.2671,1.6449,0.0005,-0.0000
7200.0000,0.0170,1.7000,49.2960,1.5014,49.2955,1.5014,0.0005,-0.0000
7200.0000,0.0180,1.8000,49.3256,1.3378,49.3252,1.3378,0.0005,-0.0000
7200.0000,0.0190,1.9000,49.3564,1.1480,49.3559,1.1480,0.0004,-0.0000
7200.0000,0.0200,2.0000,49.3881,0.9202,49.3799,0.9804,0.0083,-0.0602
9000.0000,0.0000,0.0000,49.6865,2.3786,49.6859,2.3786,0.0006,-0.0000
9000.0000,0.0010,0.1000,49.6868,2.3760,49.6862,2.3760,0.0006,-0.0000
9000.0000,0.0020,0.2000,49.6876,2.3682,49.6870,2.3682,0.0006,-0.0000
9000.0000,0.0030,0.3000,49.6890,2.3550,49.6884,2.3550,0.0006,-0.0000
9000.0000,0.0040,0.4000,49.6909,2.3363,49.6903,2.3363,0.0006,-0.0000
9000.0000,0.0050,0.5000,49.6933,2.3117,49.6927,2.3117,0.0006,-0.0000
9000.0000,0.0060,0.6000,49.6962,2.2809,49.6956,2.2809,0.0006,-0.0000
9000.0000,0.0070,0.7000,49.6997,2.2436,49.6991,2.2436,0.0006,-0.0000
9000.0000,0.0080,0.8000,49.7036,2.1991,49.7031,2.1991,0.0006,-0.0000
9000.0000,0.0090,0.9000,49.7081,2.1471,49.7075,2.1471,0.0006,-0.0000
9000.0000,0.0100,1.0000,49.7131,2.0869,49.7125,2.0869,0.0005,-0.0000
9000.0000,0.0110,1.1000,49.7186,2.0180,49.7180,2.0180,0.0005,-0.0000
9000.0000,0.0120,1.2000,49.7246,1.9397,49.7241,1.9397,0.0005,-0.0000
9000.0000,0.0130,1.3000,49.7313,1.8515,49.7308,1.8515,0.0005,-0.0000
9000.0000,0.0140,1.4000,49.7387,1.7525,49.7382,1.7525,0.0005,-0.0000
9000.0000,0.0150,1.5000,49.7471,1.6418,49.7466,1.6418,0.0005,-0.0000
9000.0000,0.0160,1.6000,49.7566,1.5181,49.7562,1.5181,0.0004,-0.0000
9000.0000,0.0170,1.7000,49.7678,1.3793,49.7674,1.3793,0.0004,-0.0000
9000.0000,0.0180,1.8000,49.7812,1.2222,49.7808,1.2222,0.0004,-0.0000
9000.0000,0.0190,1.9000,49.7978,1.0396,49.7974,1.0396,0.0004,-0.0000
9000.0000,0.0200,2.0000,49.8189,0.8176,49.8127,0.8766,0.0062,-0.0591
10800.0000,0.0000,0.0000,49.9292,2.2834,49.9288,2.2834,0.0004,-0.0000
10800.0000,0.0010,0.1000,49.9293,2.2805,49.9290,2.2805,0.0004,-0.0000
10800.0000,0.0020,0.2000,49.9298,2.2718,49.9294,2.2718,0.0004,-0.0000
10800.0000,0.0030,0.3000,49.9306,2.2572,49.9303,2.2572,0.0004,-0.0000
10800.0000,0.0040,0.4000,49.9318,2.2365,49.9314,2.2365,0.0004,-0.0000
10800.0000,0.0050,0.5000,49.9333,2.2097,49.9329,2.2097,0.0004,-0.0000
10800.0000,0.0060,0.6000,49.9352,2.1764,49.9348,2.1764,0.0004,-0.0000
10800.0000,0.0070,0.7000,49.9375,2.1364,49.9371,2.1364,0.0004,-0.0000
10800.0000,0.0080,0.8000,49.9402,2.0895,49.9398,2.0895,0.0003,-0.0000
10800.0000,0.0090,0.9000,49.9434,2.0352,49.9430,2.0352,0.0003,-0.0000
10800.0000,0.0100,1.0000,49.9471,1.9733,49.9468,1.9733,0.0003,-0.0000
10800.0000,0.0110,1.1000,49.9514,1.9033,49.9510,1.9033,0.0003,-0.0000
10800.0000,0.0120,1.2000,49.9562,1.8247,49.9559,1.8247,0.0003,-0.0000
10800.0000,0.0130,1.3000,49.9617,1.7371,49.9614,1.7371,0.0003,-0.0000
10800.0000,0.0140,1.4000,49.9679,1.6399,49.9676,1.6399,0.0003,-0.0000
10800.0000,0.0150,1.5000,49.9747,1.5321,49.9745,1.5321,0.0003,-0.0000
10800.0000,0.0160,1.6000,49.9824,1.4125,49.9821,1.4125,0.0003,-0.0000
10800.0000,0.0170,1.7000,49.9908,1.2791,49.9906,1.2791,0.0003,-0.0000
10800.0000,0.0180,1.8000,50.0001,1.1282,49.9999,1.1282,0.0002,-0.0000
10800.0000,0.0190,1.9000,50.0104,0.9521,50.0102,0.9521,0.0002,-0.0000
10800.0000,0.0200,2.0000,50.0218,0.7338,50.0187,0.7924,0.0031,-0.0586
12600.0000,0.0000,0.0000,49.9712,2.1827,49.9710,2.1827,0.0002,-0.0000
12600.0000,0.0010,0.1000,49.9711,2.1797,49.9710,2.1797,0.0002,-0.0000
12600.0000,0.0020,0.2000,49.9710,2.1706,49.9708,2.1706,0.0002,-0.0000
12600.0000,0.0030,0.3000,49.9707,2.1554,49.9705,2.1554,0.0002,-0.0000
12600.0000,0.0040,0.4000,49.9703,2.1340,49.9702,2.1340,0.0002,-0.0000
12600.0000,0.0050,0.5000,49.9699,2.1063,49.9697,2.1063,0.0002,-0.0000
12600.0000,0.0060,0.6000,49.9694,2.0722,49.9692,2.0722,0.0002,-0.0000
12600.0000,0.0070,0.7000,49.9688,2.0315,49.9686,2.0315,0.0002,-0.0000
12600.0000,0.0080,0.8000,49.9682,1.9840,49.9680,1.9840,0.0002,-0.0000
12600.0000,0.0090,0.9000,49.9675,1.9296,49.9674,1.9296,0.0002,-0.0000
12600.0000,0.0100,1.0000,49.9670,1.8678,49.9668,1.8678,0.0002,-0.0000
12600.0000,0.0110,1.1000,49.9665,1.7985,49.9664,1.7985,0.0002,-0.0000
12600.0000,0.0120,1.2000,49.9662,1.7214,49.9661,1.7214,0.0002,-0.0000
12600.0000,0.0130,1.3000,49.9662,1.6359,49.9660,1.6359,0.0001,-0.0000
12600.0000,0.0140,1.4000,49.9665,1.5416,49.9663,1.5416,0.0001,-0.0000
12600.0000,0.0150,1.5000,49.9673,1.4376,49.9671,1.4376,0.0001,-0.0000
12600.0000,0.0160,1.6000,49.9687,1.3226,49.9686,1.3226,0.0001,-0.0000
12600.0000,0.0170,1.7000,49.9711,1.1946,49.9709,1.1946,0.0001,-0.0000
12600.0000,0.0180,1.8000,49.9745,1.0497,49.9744,1.0497,0.0001,-0.0000
12600.0000,0.0190,1.9000,49.9795,0.8792,49.9793,0.8792,0.0001,-0.0000
12600.0000,0.0200,2.0000,49.9861,0.6633,49.9842,0.7220,0.0020,-0.0586
14400.0000,0.0000,0.0000,50.0025,2.0818,50.0025,2.0818,0.0001,-0.0000
14400.0000,0.0010,0.1000,50.0026,2.0788,50.0025,2.0788,0.0001,-0.0000
14400.0000,0.0020,0.2000,50.0026,2.0696,50.0025,2.0696,0.0001,-0.0000
14400.0000,0.0030,0.3000,50.0026,2.0544,50.0025,2.0544,0.0001,-0.0000
14400.0000,0.0040,0.4000,50.0027,2.0330,50.0026,2.0330,0.0001,-0.0000
14400.0000,0.0050,0.5000,50.0027,2.0054,50.0026,2.0054,0.0001,-0.0000
14400.0000,0.0060,0.6000,50.0027,1.9714,50.0026,1.9714,0.0001,-0.0000
14400.0000,0.0070,0.7000,50.0026,1.9311,50.0025,1.9311,0.0001,-0.0000
14400.0000,0.0080,0.8000,50.0025,1.8843,50.0024,1.8843,0.0001,-0.0000
14400.0000,0.0090,0.9000,50.0022,1.8307,50.0022,1.8307,0.0001,-0.0000
14400.0000,0.0100,1.0000,50.0019,1.7704,50.0018,1.7704,0.0001,-0.0000
14400.0000,0.0110,1.1000,50.0014,1.7029,50.0014,1.7029,0.0001,-0.0000
14400.0000,0.0120,1.2000,50.0009,1.6281,50.0008,1.6281,0.0001,-0.0000
14400.0000,0.0130,1.3000,50.0002,1.5455,50.0002,1.5455,0.0001,-0.0000
14400.0000,0.0140,1.4000,49.9997,1.4547,49.9996,1.4547,0.0001,-0.0000
14400.0000,0.0150,1.5000,49.9993,1.3549,49.9992,1.3549,0.0001,-0.0000
14400.0000,0.0160,1.6000,49.9994,1.2447,49.9993,1.2447,0.0001,-0.0000
14400.0000,0.0170,1.7000,50.0003,1.1221,50.0003,1.1221,0.0001,-0.0000
14400.0000,0.0180,1.8000,50.0028,0.9828,50.0027,0.9828,0.0001,-0.0000
14400.0000,0.0190,1.9000,50.0075,0.8175,50.0074,0.8175,0.0000,-0.0000
14400.0000,0.0200,2.0000,50.0156,0.6028,50.0131,0.6619,0.0026,-0.0591
18000.0000,0.0000,0.0000,50.1546,1.8900,50.1545,1.8900,0.0000,-0.0000
18000.0000,0.0010,0.1000,50.1546,1.8871,50.1546,1.8871,0.0000,-0.0000
18000.0000,0.0020,0.2000,50.1546,1.8784,50.1546,1.8784,0.0000,-0.0000
18000.0000,0.0030,0.3000,50.1547,1.8639,50.1547,1.8639,0.0000,-0.0000
18000.0000,0.0040,0.4000,50.1548,1.8436,50.1548,1.8436,0.0000,-0.0000
18000.0000,0.0050,0.5000,50.1549,1.8175,50.1549,1.8175,0.0000,-0.0000
18000.0000,0.0060,0.6000,50.1550,1.7855,50.1550,1.7855,0.0000,-0.0000
18000.0000,0.0070,0.7000,50.1552,1.7476,50.1552,1.7476,0.0000,-0.0000
18000.0000,0.0080,0.8000,50.1554,1.7037,50.1554,1.7037,0.0000,-0.0000
18000.0000,0.0090,0.9000,50.1556,1.6539,50.1556,1.6539,0.0000,-0.0000
18000.0000,0.0100,1.0000,50.1558,1.5978,50.1558,1.5978,0.0000,-0.0000
18000.0000,0.0110,1.1000,50.1561,1.5354,50.1561,1.5354,0.0000,-0.0000
18000.0000,0.0120,1.2000,50.1564,1.4665,50.1564,1.4665,0.0000,-0.0000
18000.0000,0.0130,1.3000,50.1567,1.3907,50.1567,1.3907,0.0000,-0.0000
18000.0000,0.0140,1.4000,50.1570,1.3076,50.1570,1.3076,0.0000,-0.0000
18000.0000,0.0150,1.5000,50.1573,1.2163,50.1573,1.2163,0.0000,-0.0000
18000.0000,0.0160,1.6000,50.1577,1.1155,50.1576,1.1155,0.0000,-0.0000
18000.0000,0.0170,1.7000,50.1580,1.0031,50.1580,1.0031,0.0000,-0.0000
18000.0000,0.0180,1.8000,50.1584,0.8744,50.1584,0.8744,0.0000,-0.0000
18000.0000,0.0190,1.9000,50.1588,0.7185,50.1588,0.7185,0.0000,-0.0000
18000.0000,0.0200,2.0000,50.1592,0.5036,50.1591,0.5647,0.0001,-0.0612
21600.0000,0.0000,0.0000,50.1645,1.7189,50.1645,1.7189,0.0000,-0.0000
21600.0000,0.0010,0.1000,50.1645,1.7163,50.1645,1.7163,0.0000,-0.0000
21600.0000,0.0020,0.2000,50.1645,1.7083,50.1645,1.7083,0.0000,-0.0000
21600.0000,0.0030,0.3000,50.1645,1.6950,50.1645,1.6950,0.0000,-0.0000
21600.0000,0.0040,0.4000,50.1645,1.6763,50.1645,1.6763,0.0000,-0.0000
21600.0000,0.0050,0.5000,50.1645,1.6524,50.1645,1.6524,0.0000,-0.0000
21600.0000,0.0060,0.6000,50.1645,1.6231,50.1645,1.6231,0.0000,-0.0000
21600.0000,0.0070,0.7000,50.1645,1.5884,50.1645,1.5884,0.0000,-0.0000
21600.0000,0.0080,0.8000,50.1645,1.5483,50.1645,1.5483,0.0000,-0.0000
21600.0000,0.0090,0.9000,50.1645,1.5028,50.1645,1.5028,0.0000,-0.0000
21600.0000,0.0100,1.0000,50.1645,1.4517,50.1645,1.4517,0.0000,-0.0000
21600.0000,0.0110,1.1000,50.1646,1.3949,50.1645,1.3949,0.0000,-0.0000
21600.0000,0.0120,1.2000,50.1646,1.3321,50.1646,1.3321,0.0000,-0.0000
21600.0000,0.0130,1.3000,50.1646,1.2632,50.1646,1.2632,0.0000,-0.0000
21600.0000,0.0140,1.4000,50.1646,1.1876,50.1646,1.1876,0.0000,-0.0000
21600.0000,0.0150,1.5000,50.1646,1.1045,50.1646,1.1045,0.0000,-0.0000
21600.0000,0.0160,1.6000,50.1646,1.0126,50.1646,1.0126,0.0000,-0.0000
21600.0000,0.0170,1.7000,50.1647,0.9095,50.1646,0.9095,0.0000,-0.0000
21600.0000,0.0180,1.8000,50.1647,0.7904,50.1647,0.7904,0.0000,-0.0000
21600.0000,0.0190,1.9000,50.1647,0.6430,50.1647,0.6430,0.0000,-0.0000
21600.0000,0.0200,2.0000,50.1647,0.4255,50.1647,0.4899,0.0000,-0.0644
25200.0000,0.0000,0.0000,50.1650,1.5702,50.1650,1.5702,0.0000,-0.0000
25200.0000,0.0010,0.1000,50.1650,1.5678,50.1650,1.5678,0.0000,-0.0000
25200.0000,0.0020,0.2000,50.1650,1.5605,50.1650,1.5605,0.0000,-0.0000
25200.0000,0.0030,0.3000,50.1650,1.5485,50.1650,1.5485,0.0000,-0.0000
25200.0000,0.0040,0.4000,50.1650,1.5316,50.1650,1.5316,0.0000,-0.0000
25200.0000,0.0050,0.5000,50.1650,1.5098,50.1650,1.5098,0.0000,-0.0000
25200.0000,0.0060,0.6000,50.1650,1.4832,50.1650,1.4832,0.0000,-0.0000
25200.0000,0.0070,0.7000,50.1650,1.4518,50.1650,1.4518,0.0000,-0.0000
25200.0000,0.0080,0.8000,50.1650,1.4155,50.1650,1.4155,0.0000,-0.0000
25200.0000,0.0090,0.9000,50.1650,1.3742,50.1650,1.3742,0.0000,-0.0000
25200.0000,0.0100,1.0000,50.1650,1.3279,50.1650,1.3279,0.0000,-0.0000
25200.0000,0.0110,1.1000,50.1650,1.2764,50.1650,1.2764,0.0000,-0.0000
25200.0000,0.0120,1.2000,50.1650,1.2195,50.1650,1.2195,0.0000,-0.0000
25200.0000,0.0130,1.3000,50.1650,1.1570,50.1650,1.1570,0.0000,-0.0000
25200.0000,0.0140,1.4000,50.1650,1.0883,50.1650,1.0883,0.0000,-0.0000
25200.0000,0.0150,1.5000,50.1650,1.0126,50.1650,1.0126,0.0000,-0.0000
25200.0000,0.0160,1.6000,50.1650,0.9287,50.1650,0.9287,0.0000,-0.0000
25200.0000,0.0170,1.7000,50.1650,0.8341,50.1650,0.8341,0.0000,-0.0000
25200.0000,0.0180,1.8000,50.1650,0.7238,50.1650,0.7238,0.0000,-0.0000
25200.0000,0.0190,1.9000,50.1650,0.5844,50.1650,0.5844,0.0000,-0.0000
25200.0000,0.0200,2.0000,50.1650,0.3630,50.1650,0.4316,0.0000,-0.0686
28800.0000,0.0000,0.0000,50.1650,1.4421,50.1650,1.4421,0.0000,-0.0000
28800.0000,0.0010,0.1000,50.1650,1.4399,50.1650,1.4399,0.0000,-0.0000
28800.0000,0.0020,0.2000,50.1650,1.4333,50.1650,1.4333,0.0000,-0.0000
28800.0000,0.0030,0.3000,50.1650,1.4224,50.1650,1.4224,0.0000,-0.0000
28800.0000,0.0040,0.4000,50.1650,1.4071,50.1650,1.4071,0.0000,-0.0000
28800.0000,0.0050,0.5000,50.1650,1.3875,50.1650,1.3875,0.0000,-0.0000
28800.0000,0.0060,0.6000,50.1650,1.3634,50.1650,1.3634,0.0000,-0.0000
28800.0000,0.0070,0.7000,50.1650,1.3350,50.1650,1.3350,0.0000,-0.0000
28800.0000,0.0080,0.8000,50.1650,1.3021,50.1650,1.3021,0.0000,-0.0000
28800.0000,0.0090,0.9000,50.1650,1.2648,50.1650,1.2648,0.0000,-0.0000
28800.0000,0.0100,1.0000,50.1650,1.2228,50.1650,1.2228,0.0000,-0.0000
28800.0000,0.0110,1.1000,50.1650,1.1761,50.1650,1.1761,0.0000,-0.0000
28800.0000,0.0120,1.2000,50.1650,1.1245,50.1650,1.1245,0.0000,-0.0000
28800.0000,0.0130,1.3000,50.1650,1.0677,50.1650,1.0677,0.0000,-0.0000
28800.0000,0.0140,1.4000,50.1650,1.0052,50.1650,1.0052,0.0000,-0.0000
28800.0000,0.0150,1.5000,50.1650,0.9362,50.1650,0.9362,0.0000,-0.0000
28800.0000,0.0160,1.6000,50.1650,0.8594,50.1650,0.8594,0.0000,-0.0000
28800.0000,0.0170,1.7000,50.1650,0.7724,50.1650,0.7724,0.0000,-0.0000
28800.0000,0.0180,1.8000,50.1650,0.6702,50.1650,0.6702,0.0000,-0.0000
28800.0000,0.0190,1.9000,50.1650,0.5384,50.1650,0.5384,0.0000,-0.0000
28800.0000,0.0200,2.0000,50.1650,0.3126,50.1650,0.3860,0.0000,-0.0734
32400.0000,0.0000,0.0000,50.1650,1.3319,50.1650,1.3319,0.0000,-0.0000
32400.0000,0.0010,0.1000,50.1650,1.3300,50.1650,1.3300,0.0000,-0.0000
32400.0000,0.0020,0.2000,50.1650,1.3240,50.1650,1.3240,0.0000,-0.0000
32400.0000,0.0030,0.3000,50.1650,1.3142,50.1650,1.3142,0.0000,-0.0000
32400.0000,0.0040,0.4000,50.1650,1.3003,50.1650,1.3003,0.0000,-0.0000
32400.0000,0.0050,0.5000,50.1650,1.2825,50.1650,1.2825,0.0000,-0.0000
32400.0000,0.0060,0.6000,50.1650,1.2608,50.1650,1.2608,0.0000,-0.0000
32400.0000,0.0070,0.7000,50.1650,1.2350,50.1650,1.2350,0.0000,-0.0000
32400.0000,0.0080,0.8000,50.1650,1.2052,50.1650,1.2052,0.0000,-0.0000
32400.0000,0.0090,0.9000,50.1650,1.1713,50.1650,1.1713,0.0000,-0.0000
32400.0000,0.0100,1.0000,50.1650,1.1332,50.1650,1.1332,0.0000,-0.0000
32400.0000,0.0110,1.1000,50.1650,1.0908,50.1650,1.0908,0.0000,-0.0000
32400.0000,0.0120,1.2000,50.1650,1.0439,50.1650,1.0439,0.0000,-0.0000
32400.0000,0.0130,1.3000,50.1650,0.9921,50.1650,0.9921,0.0000,-0.0000
32400.0000,0.0140,1.4000,50.1650,0.9350,50.1650,0.9350,0.0000,-0.0000
32400.0000,0.0150,1.5000,50.1650,0.8719,50.1650,0.8719,0.0000,-0.0000
32400.0000,0.0160,1.6000,50.1650,0.8014,50.1650,0.8014,0.0000,-0.0000
32400.0000,0.0170,1.7000,50.1650,0.7212,50.1650,0.7212,0.0000,-0.0000
32400.0000,0.0180,1.8000,50.1650,0.6262,50.1650,0.6262,0.0000,-0.0000
32400.0000,0.0190,1.9000,50.1650,0.5017,50.1650,0.5017,0.0000,-0.0000
32400.0000,0.0200,2.0000,50.1650,0.2720,50.1650,0.3505,0.0000,-0.0785
36000.0000,0.0000,0.0000,50.1650,1.2371,50.1650,1.2371,0.0000,-0.0000
36000.0000,0.0010,0.1000,50.1650,1.2353,50.1650,1.2353,0.0000,-0.0000
36000.0000,0.0020,0.2000,50.1650,1.2300,50.1650,1.2300,0.0000,-0.0000
