time_s,r_m,r_cm,T_2d_mid_C,C_2d_mid,T_1d_C,C_1d,dT_2d_minus_1d_C,dC_2d_minus_1d
212400.0000,0.0040,0.4000,50.1650,0.3894,50.1650,0.3894,-0.0000,-0.0000
212400.0000,0.0050,0.5000,50.1650,0.3866,50.1650,0.3866,-0.0000,-0.0000
212400.0000,0.0060,0.6000,50.1650,0.3832,50.1650,0.3832,-0.0000,-0.0000
212400.0000,0.0070,0.7000,50.1650,0.3791,50.1650,0.3791,-0.0000,-0.0000
212400.0000,0.0080,0.8000,50.1650,0.3742,50.1650,0.3742,-0.0000,-0.0000
212400.0000,0.0090,0.9000,50.1650,0.3686,50.1650,0.3686,-0.0000,-0.0000
212400.0000,0.0100,1.0000,50.1650,0.3622,50.1650,0.3622,-0.0000,-0.0000
212400.0000,0.0110,1.1000,50.1650,0.3548,50.1650,0.3548,-0.0000,-0.0000
212400.0000,0.0120,1.2000,50.1650,0.3464,50.1650,0.3464,-0.0000,-0.0000
212400.0000,0.0130,1.3000,50.1650,0.3368,50.1650,0.3368,-0.0000,-0.0000
212400.0000,0.0140,1.4000,50.1650,0.3259,50.1650,0.3259,-0.0000,-0.0000
212400.0000,0.0150,1.5000,50.1650,0.3132,50.1650,0.3132,-0.0000,-0.0000
212400.0000,0.0160,1.6000,50.1650,0.2981,50.1650,0.2981,-0.0000,-0.0000
212400.0000,0.0170,1.7000,50.1650,0.2798,50.1650,0.2798,-0.0000,-0.0000
212400.0000,0.0180,1.8000,50.1650,0.2557,50.1650,0.2557,-0.0000,-0.0000
212400.0000,0.0190,1.9000,50.1650,0.2180,50.1650,0.2180,-0.0000,-0.0000
212400.0000,0.0200,2.0000,50.1650,0.0574,50.1650,0.1471,-0.0000,-0.0897
216000.0000,0.0000,0.0000,50.1650,0.3911,50.1650,0.3911,-0.0000,-0.0000
216000.0000,0.0010,0.1000,50.1650,0.3908,50.1650,0.3908,-0.0000,-0.0000
216000.0000,0.0020,0.2000,50.1650,0.3899,50.1650,0.3899,-0.0000,-0.0000
216000.0000,0.0030,0.3000,50.1650,0.3884,50.1650,0.3884,-0.0000,-0.0000
216000.0000,0.0040,0.4000,50.1650,0.3863,50.1650,0.3863,-0.0000,-0.0000
216000.0000,0.0050,0.5000,50.1650,0.3836,50.1650,0.3836,-0.0000,-0.0000
216000.0000,0.0060,0.6000,50.1650,0.3802,50.1650,0.3802,-0.0000,-0.0000
216000.0000,0.0070,0.7000,50.1650,0.3761,50.1650,0.3761,-0.0000,-0.0000
216000.0000,0.0080,0.8000,50.1650,0.3713,50.1650,0.3713,-0.0000,-0.0000
216000.0000,0.0090,0.9000,50.1650,0.3658,50.1650,0.3658,-0.0000,-0.0000
216000.0000,0.0100,1.0000,50.1650,0.3594,50.1650,0.3594,-0.0000,-0.0000
216000.0000,0.0110,1.1000,50.1650,0.3522,50.1650,0.3522,-0.0000,-0.0000
216000.0000,0.0120,1.2000,50.1650,0.3439,50.1650,0.3439,-0.0000,-0.0000
216000.0000,0.0130,1.3000,50.1650,0.3344,50.1650,0.3344,-0.0000,-0.0000
216000.0000,0.0140,1.4000,50.1650,0.3236,50.1650,0.3236,-0.0000,-0.0000
216000.0000,0.0150,1.5000,50.1650,0.3110,50.1650,0.3110,-0.0000,-0.0000
216000.0000,0.0160,1.6000,50.1650,0.2962,50.1650,0.2962,-0.0000,-0.0000
216000.0000,0.0170,1.7000,50.1650,0.2780,50.1650,0.2780,-0.0000,-0.0000
216000.0000,0.0180,1.8000,50.1650,0.2542,50.1650,0.2542,-0.0000,-0.0000
216000.0000,0.0190,1.9000,50.1650,0.2168,50.1650,0.2168,-0.0000,-0.0000
216000.0000,0.0200,2.0000,50.1650,0.0572,50.1650,0.1465,-0.0000,-0.0893
219600.0000,0.0000,0.0000,50.1650,0.3881,50.1650,0.3881,-0.0000,-0.0000
219600.0000,0.0010,0.1000,50.1650,0.3878,50.1650,0.3878,-0.0000,-0.0000
219600.0000,0.0020,0.2000,50.1650,0.3869,50.1650,0.3869,-0.0000,-0.0000
219600.0000,0.0030,0.3000,50.1650,0.3854,50.1650,0.3854,-0.0000,-0.0000
219600.0000,0.0040,0.4000,50.1650,0.3834,50.1650,0.3834,-0.0000,-0.0000
219600.0000,0.0050,0.5000,50.1650,0.3806,50.1650,0.3806,-0.0000,-0.0000
219600.0000,0.0060,0.6000,50.1650,0.3773,50.1650,0.3773,-0.0000,-0.0000
219600.0000,0.0070,0.7000,50.1650,0.3733,50.1650,0.3733,-0.0000,-0.0000
219600.0000,0.0080,0.8000,50.1650,0.3686,50.1650,0.3686,-0.0000,-0.0000
219600.0000,0.0090,0.9000,50.1650,0.3631,50.1650,0.3631,-0.0000,-0.0000
219600.0000,0.0100,1.0000,50.1650,0.3568,50.1650,0.3568,-0.0000,-0.0000
219600.0000,0.0110,1.1000,50.1650,0.3496,50.1650,0.3496,-0.0000,-0.0000
219600.0000,0.0120,1.2000,50.1650,0.3414,50.1650,0.3414,-0.0000,-0.0000
219600.0000,0.0130,1.3000,50.1650,0.3321,50.1650,0.3321,-0.0000,-0.0000
219600.0000,0.0140,1.4000,50.1650,0.3214,50.1650,0.3214,-0.0000,-0.0000
219600.0000,0.0150,1.5000,50.1650,0.3090,50.1650,0.3090,-0.0000,-0.0000
219600.0000,0.0160,1.6000,50.1650,0.2943,50.1650,0.2943,-0.0000,-0.0000
219600.0000,0.0170,1.7000,50.1650,0.2763,50.1650,0.2763,-0.0000,-0.0000
219600.0000,0.0180,1.8000,50.1650,0.2527,50.1650,0.2527,-0.0000,-0.0000
219600.0000,0.0190,1.9000,50.1650,0.2157,50.1650,0.2157,-0.0000,-0.0000
219600.0000,0.0200,2.0000,50.1650,0.0570,50.1650,0.1459,-0.0000,-0.0889
223200.0000,0.0000,0.0000,50.1650,0.3852,50.1650,0.3852,-0.0000,-0.0000
223200.0000,0.0010,0.1000,50.1650,0.3849,50.1650,0.3849,-0.0000,-0.0000
223200.0000,0.0020,0.2000,50.1650,0.3840,50.1650,0.3840,-0.0000,-0.0000
223200.0000,0.0030,0.3000,50.1650,0.3825,50.1650,0.3825,-0.0000,-0.0000
223200.0000,0.0040,0.4000,50.1650,0.3805,50.1650,0.3805,-0.0000,-0.0000
223200.0000,0.0050,0.5000,50.1650,0.3778,50.1650,0.3778,-0.0000,-0.0000
223200.0000,0.0060,0.6000,50.1650,0.3745,50.1650,0.3745,-0.0000,-0.0000
223200.0000,0.0070,0.7000,50.1650,0.3705,50.1650,0.3705,-0.0000,-0.0000
223200.0000,0.0080,0.8000,50.1650,0.3659,50.1650,0.3659,-0.0000,-0.0000
223200.0000,0.0090,0.9000,50.1650,0.3605,50.1650,0.3605,-0.0000,-0.0000
223200.0000,0.0100,1.0000,50.1650,0.3543,50.1650,0.3543,-0.0000,-0.0000
223200.0000,0.0110,1.1000,50.1650,0.3472,50.1650,0.3472,-0.0000,-0.0000
223200.0000,0.0120,1.2000,50.1650,0.3391,50.1650,0.3391,-0.0000,-0.0000
223200.0000,0.0130,1.3000,50.1650,0.3298,50.1650,0.3298,-0.0000,-0.0000
223200.0000,0.0140,1.4000,50.1650,0.3193,50.1650,0.3193,-0.0000,-0.0000
223200.0000,0.0150,1.5000,50.1650,0.3070,50.1650,0.3070,-0.0000,-0.0000
223200.0000,0.0160,1.6000,50.1650,0.2924,50.1650,0.2924,-0.0000,-0.0000
223200.0000,0.0170,1.7000,50.1650,0.2746,50.1650,0.2746,-0.0000,-0.0000
223200.0000,0.0180,1.8000,50.1650,0.2513,50.1650,0.2513,-0.0000,-0.0000
223200.0000,0.0190,1.9000,50.1650,0.2146,50.1650,0.2146,-0.0000,-0.0000
223200.0000,0.0200,2.0000,50.1650,0.0568,50.1650,0.1453,-0.0000,-0.0885
226800.0000,0.0000,0.0000,50.1650,0.3823,50.1650,0.3823,-0.0000,-0.0000
226800.0000,0.0010,0.1000,50.1650,0.3820,50.1650,0.3820,-0.0000,-0.0000
226800.0000,0.0020,0.2000,50.1650,0.3811,50.1650,0.3811,-0.0000,-0.0000
226800.0000,0.0030,0.3000,50.1650,0.3797,50.1650,0.3797,-0.0000,-0.0000
226800.0000,0.0040,0.4000,50.1650,0.3777,50.1650,0.3777,-0.0000,-0.0000
226800.0000,0.0050,0.5000,50.1650,0.3750,50.1650,0.3750,-0.0000,-0.0000
226800.0000,0.0060,0.6000,50.1650,0.3718,50.1650,0.3718,-0.0000,-0.0000
226800.0000,0.0070,0.7000,50.1650,0.3679,50.1650,0.3679,-0.0000,-0.0000
226800.0000,0.0080,0.8000,50.1650,0.3632,50.1650,0.3632,-0.0000,-0.0000
226800.0000,0.0090,0.9000,50.1650,0.3579,50.1650,0.3579,-0.0000,-0.0000
226800.0000,0.0100,1.0000,50.1650,0.3518,50.1650,0.3518,-0.0000,-0.0000
226800.0000,0.0110,1.1000,50.1650,0.3448,50.1650,0.3448,-0.0000,-0.0000
226800.0000,0.0120,1.2000,50.1650,0.3368,50.1650,0.3368,-0.0000,-0.0000
226800.0000,0.0130,1.3000,50.1650,0.3277,50.1650,0.3277,-0.0000,-0.0000
226800.0000,0.0140,1.4000,50.1650,0.3172,50.1650,0.3172,-0.0000,-0.0000
226800.0000,0.0150,1.5000,50.1650,0.3050,50.1650,0.3050,-0.0000,-0.0000
226800.0000,0.0160,1.6000,50.1650,0.2906,50.1650,0.2906,-0.0000,-0.0000
226800.0000,0.0170,1.7000,50.1650,0.2730,50.1650,0.2730,-0.0000,-0.0000
226800.0000,0.0180,1.8000,50.1650,0.2499,50.1650,0.2499,-0.0000,-0.0000
226800.0000,0.0190,1.9000,50.1650,0.2135,50.1650,0.2135,-0.0000,-0.0000
226800.0000,0.0200,2.0000,50.1650,0.0566,50.1650,0.1447,-0.0000,-0.0881
230400.0000,0.0000,0.0000,50.1650,0.3795,50.1650,0.3795,-0.0000,-0.0000
230400.0000,0.0010,0.1000,50.1650,0.3792,50.1650,0.3792,-0.0000,-0.0000
230400.0000,0.0020,0.2000,50.1650,0.3784,50.1650,0.3784,-0.0000,-0.0000
230400.0000,0.0030,0.3000,50.1650,0.3770,50.1650,0.3770,-0.0000,-0.0000
230400.0000,0.0040,0.4000,50.1650,0.3750,50.1650,0.3750,-0.0000,-0.0000
230400.0000,0.0050,0.5000,50.1650,0.3723,50.1650,0.3723,-0.0000,-0.0000
230400.0000,0.0060,0.6000,50.1650,0.3691,50.1650,0.3691,-0.0000,-0.0000
230400.0000,0.0070,0.7000,50.1650,0.3653,50.1650,0.3653,-0.0000,-0.0000
230400.0000,0.0080,0.8000,50.1650,0.3607,50.1650,0.3607,-0.0000,-0.0000
230400.0000,0.0090,0.9000,50.1650,0.3554,50.1650,0.3554,-0.0000,-0.0000
230400.0000,0.0100,1.0000,50.1650,0.3494,50.1650,0.3494,-0.0000,-0.0000
230400.0000,0.0110,1.1000,50.1650,0.3424,50.1650,0.3424,-0.0000,-0.0000
230400.0000,0.0120,1.2000,50.1650,0.3345,50.1650,0.3345,-0.0000,-0.0000
230400.0000,0.0130,1.3000,50.1650,0.3255,50.1650,0.3255,-0.0000,-0.0000
230400.0000,0.0140,1.4000,50.1650,0.3152,50.1650,0.3152,-0.0000,-0.0000
230400.0000,0.0150,1.5000,50.1650,0.3031,50.1650,0.3031,-0.0000,-0.0000
230400.0000,0.0160,1.6000,50.1650,0.2889,50.1650,0.2889,-0.0000,-0.0000
230400.0000,0.0170,1.7000,50.1650,0.2715,50.1650,0.2715,-0.0000,-0.0000
230400.0000,0.0180,1.8000,50.1650,0.2486,50.1650,0.2486,-0.0000,-0.0000
230400.0000,0.0190,1.9000,50.1650,0.2125,50.1650,0.2125,-0.0000,-0.0000
230400.0000,0.0200,2.0000,50.1650,0.0564,50.1650,0.1441,-0.0000,-0.0877
234000.0000,0.0000,0.0000,50.1650,0.3768,50.1650,0.3768,-0.0000,-0.0000
234000.0000,0.0010,0.1000,50.1650,0.3765,50.1650,0.3765,-0.0000,-0.0000
234000.0000,0.0020,0.2000,50.1650,0.3757,50.1650,0.3757,-0.0000,-0.0000
234000.0000,0.0030,0.3000,50.1650,0.3743,50.1650,0.3743,-0.0000,-0.0000
234000.0000,0.0040,0.4000,50.1650,0.3723,50.1650,0.3723,-0.0000,-0.0000
234000.0000,0.0050,0.5000,50.1650,0.3697,50.1650,0.3697,-0.0000,-0.0000
234000.0000,0.0060,0.6000,50.1650,0.3666,50.1650,0.3666,-0.0000,-0.0000
234000.0000,0.0070,0.7000,50.1650,0.3627,50.1650,0.3627,-0.0000,-0.0000
234000.0000,0.0080,0.8000,50.1650,0.3582,50.1650,0.3582,-0.0000,-0.0000
234000.0000,0.0090,0.9000,50.1650,0.3530,50.1650,0.3530,-0.0000,-0.0000
234000.0000,0.0100,1.0000,50.1650,0.3470,50.1650,0.3470,-0.0000,-0.0000
234000.0000,0.0110,1.1000,50.1650,0.3402,50.1650,0.3402,-0.0000,-0.0000
234000.0000,0.0120,1.2000,50.1650,0.3324,50.1650,0.3324,-0.0000,-0.0000
234000.0000,0.0130,1.3000,50.1650,0.3234,50.1650,0.3234,-0.0000,-0.0000
234000.0000,0.0140,1.4000,50.1650,0.3132,50.1650,0.3132,-0.0000,-0.0000
234000.0000,0.0150,1.5000,50.1650,0.3013,50.1650,0.3013,-0.0000,-0.0000
234000.0000,0.0160,1.6000,50.1650,0.2872,50.1650,0.2872,-0.0000,-0.0000
234000.0000,0.0170,1.7000,50.1650,0.2699,50.1650,0.2699,-0.0000,-0.0000
234000.0000,0.0180,1.8000,50.1650,0.2473,50.1650,0.2473,-0.0000,-0.0000
234000.0000,0.0190,1.9000,50.1650,0.2114,50.1650,0.2114,-0.0000,-0.0000
234000.0000,0.0200,2.0000,50.1650,0.0562,50.1650,0.1436,-0.0000,-0.0874
237600.0000,0.0000,0.0000,50.1650,0.3742,50.1650,0.3742,-0.0000,-0.0000
237600.0000,0.0010,0.1000,50.1650,0.3739,50.1650,0.3739,-0.0000,-0.0000
237600.0000,0.0020,0.2000,50.1650,0.3731,50.1650,0.3731,-0.0000,-0.0000
237600.0000,0.0030,0.3000,50.1650,0.3717,50.1650,0.3717,-0.0000,-0.0000
237600.0000,0.0040,0.4000,50.1650,0.3697,50.1650,0.3697,-0.0000,-0.0000
237600.0000,0.0050,0.5000,50.1650,0.3672,50.1650,0.3672,-0.0000,-0.0000
237600.0000,0.0060,0.6000,50.1650,0.3641,50.1650,0.3641,-0.0000,-0.0000
237600.0000,0.0070,0.7000,50.1650,0.3603,50.1650,0.3603,-0.0000,-0.0000
237600.0000,0.0080,0.8000,50.1650,0.3558,50.1650,0.3558,-0.0000,-0.0000
237600.0000,0.0090,0.9000,50.1650,0.3507,50.1650,0.3507,-0.0000,-0.0000
237600.0000,0.0100,1.0000,50.1650,0.3448,50.1650,0.3448,-0.0000,-0.0000
237600.0000,0.0110,1.1000,50.1650,0.3380,50.1650,0.3380,-0.0000,-0.0000
237600.0000,0.0120,1.2000,50.1650,0.3303,50.1650,0.3303,-0.0000,-0.0000
237600.0000,0.0130,1.3000,50.1650,0.3214,50.1650,0.3214,-0.0000,-0.0000
237600.0000,0.0140,1.4000,50.1650,0.3113,50.1650,0.3113,-0.0000,-0.0000
237600.0000,0.0150,1.5000,50.1650,0.2995,50.1650,0.2995,-0.0000,-0.0000
237600.0000,0.0160,1.6000,50.1650,0.2856,50.1650,0.2856,-0.0000,-0.0000
237600.0000,0.0170,1.7000,50.1650,0.2684,50.1650,0.2684,-0.0000,-0.0000
237600.0000,0.0180,1.8000,50.1650,0.2460,50.1650,0.2460,-0.0000,-0.0000
237600.0000,0.0190,1.9000,50.1650,0.2104,50.1650,0.2104,-0.0000,-0.0000
237600.0000,0.0200,2.0000,50.1650,0.0561,50.1650,0.1431,-0.0000,-0.0870
241200.0000,0.0000,0.0000,50.1650,0.3717,50.1650,0.3717,-0.0000,-0.0000
241200.0000,0.0010,0.1000,50.1650,0.3714,50.1650,0.3714,-0.0000,-0.0000
241200.0000,0.0020,0.2000,50.1650,0.3706,50.1650,0.3706,-0.0000,-0.0000
241200.0000,0.0030,0.3000,50.1650,0.3692,50.1650,0.3692,-0.0000,-0.0000
241200.0000,0.0040,0.4000,50.1650,0.3673,50.1650,0.3673,-0.0000,-0.0000
241200.0000,0.0050,0.5000,50.1650,0.3647,50.1650,0.3647,-0.0000,-0.0000
241200.0000,0.0060,0.6000,50.1650,0.3616,50.1650,0.3616,-0.0000,-0.0000
241200.0000,0.0070,0.7000,50.1650,0.3579,50.1650,0.3579,-0.0000,-0.0000
241200.0000,0.0080,0.8000,50.1650,0.3535,50.1650,0.3535,-0.0000,-0.0000
241200.0000,0.0090,0.9000,50.1650,0.3484,50.1650,0.3484,-0.0000,-0.0000
241200.0000,0.0100,1.0000,50.1650,0.3425,50.1650,0.3425,-0.0000,-0.0000
241200.0000,0.0110,1.1000,50.1650,0.3358,50.1650,0.3358,-0.0000,-0.0000
241200.0000,0.0120,1.2000,50.1650,0.3282,50.1650,0.3282,-0.0000,-0.0000
241200.0000,0.0130,1.3000,50.1650,0.3195,50.1650,0.3195,-0.0000,-0.0000
241200.0000,0.0140,1.4000,50.1650,0.3094,50.1650,0.3094,-0.0000,-0.0000
241200.0000,0.0150,1.5000,50.1650,0.2978,50.1650,0.2978,-0.0000,-0.0000
241200.0000,0.0160,1.6000,50.1650,0.2839,50.1650,0.2839,-0.0000,-0.0000
241200.0000,0.0170,1.7000,50.1650,0.2670,50.1650,0.2670,-0.0000,-0.0000
241200.0000,0.0180,1.8000,50.1650,0.2447,50.1650,0.2447,-0.0000,-0.0000
241200.0000,0.0190,1.9000,50.1650,0.2095,50.1650,0.2095,-0.0000,-0.0000
241200.0000,0.0200,2.0000,50.1650,0.0559,50.1650,0.1425,-0.0000,-0.0866
244800.0000,0.0000,0.0000,50.1650,0.3692,50.1650,0.3692,-0.0000,-0.0000
244800.0000,0.0010,0.1000,50.1650,0.3689,50.1650,0.3689,-0.0000,-0.0000
244800.0000,0.0020,0.2000,50.1650,0.3681,50.1650,0.3681,-0.0000,-0.0000
244800.0000,0.0030,0.3000,50.1650,0.3667,50.1650,0.3667,-0.0000,-0.0000
244800.0000,0.0040,0.4000,50.1650,0.3648,50.1650,0.3648,-0.0000,-0.0000
244800.0000,0.0050,0.5000,50.1650,0.3623,50.1650,0.3623,-0.0000,-0.0000
244800.0000,0.0060,0.6000,50.1650,0.3593,50.1650,0.3593,-0.0000,-0.0000
244800.0000,0.0070,0.7000,50.1650,0.3556,50.1650,0.3556,-0.0000,-0.0000
244800.0000,0.0080,0.8000,50.1650,0.3512,50.1650,0.3512,-0.0000,-0.0000
244800.0000,0.0090,0.9000,50.1650,0.3462,50.1650,0.3462,-0.0000,-0.0000
244800.0000,0.0100,1.0000,50.1650,0.3404,50.1650,0.3404,-0.0000,-0.0000
244800.0000,0.0110,1.1000,50.1650,0.3338,50.1650,0.3338,-0.0000,-0.0000
244800.0000,0.0120,1.2000,50.1650,0.3262,50.1650,0.3262,-0.0000,-0.0000
244800.0000,0.0130,1.3000,50.1650,0.3175,50.1650,0.3175,-0.0000,-0.0000
244800.0000,0.0140,1.4000,50.1650,0.3076,50.1650,0.3076,-0.0000,-0.0000
244800.0000,0.0150,1.5000,50.1650,0.2961,50.1650,0.2961,-0.0000,-0.0000
244800.0000,0.0160,1.6000,50.1650,0.2824,50.1650,0.2824,-0.0000,-0.0000
244800.0000,0.0170,1.7000,50.1650,0.2656,50.1650,0.2656,-0.0000,-0.0000
244800.0000,0.0180,1.8000,50.1650,0.2435,50.1650,0.2435,-0.0000,-0.0000
244800.0000,0.0190,1.9000,50.1650,0.2085,50.1650,0.2085,-0.0000,-0.0000
244800.0000,0.0200,2.0000,50.1650,0.0557,50.1650,0.1420,-0.0000,-0.0863
248400.0000,0.0000,0.0000,50.1650,0.3668,50.1650,0.3668,-0.0000,-0.0000
248400.0000,0.0010,0.1000,50.1650,0.3665,50.1650,0.3665,-0.0000,-0.0000
248400.0000,0.0020,0.2000,50.1650,0.3657,50.1650,0.3657,-0.0000,-0.0000
248400.0000,0.0030,0.3000,50.1650,0.3644,50.1650,0.3644,-0.0000,-0.0000
248400.0000,0.0040,0.4000,50.1650,0.3625,50.1650,0.3625,-0.0000,-0.0000
248400.0000,0.0050,0.5000,50.1650,0.3600,50.1650,0.3600,-0.0000,-0.0000
248400.0000,0.0060,0.6000,50.1650,0.3570,50.1650,0.3570,-0.0000,-0.0000
248400.0000,0.0070,0.7000,50.1650,0.3533,50.1650,0.3533,-0.0000,-0.0000
248400.0000,0.0080,0.8000,50.1650,0.3490,50.1650,0.3490,-0.0000,-0.0000
248400.0000,0.0090,0.9000,50.1650,0.3440,50.1650,0.3440,-0.0000,-0.0000
248400.0000,0.0100,1.0000,50.1650,0.3383,50.1650,0.3383,-0.0000,-0.0000
248400.0000,0.0110,1.1000,50.1650,0.3317,50.1650,0.3317,-0.0000,-0.0000
248400.0000,0.0120,1.2000,50.1650,0.3242,50.1650,0.3242,-0.0000,-0.0000
248400.0000,0.0130,1.3000,50.1650,0.3157,50.1650,0.3157,-0.0000,-0.0000
248400.0000,0.0140,1.4000,50.1650,0.3058,50.1650,0.3058,-0.0000,-0.0000
248400.0000,0.0150,1.5000,50.1650,0.2944,50.1650,0.2944,-0.0000,-0.0000
248400.0000,0.0160,1.6000,50.1650,0.2809,50.1650,0.2809,-0.0000,-0.0000
248400.0000,0.0170,1.7000,50.1650,0.2642,50.1650,0.2642,-0.0000,-0.0000
248400.0000,0.0180,1.8000,50.1650,0.2423,50.1650,0.2423,-0.0000,-0.0000
248400.0000,0.0190,1.9000,50.1650,0.2076,50.1650,0.2076,-0.0000,-0.0000
248400.0000,0.0200,2.0000,50.1650,0.0556,50.1650,0.1415,-0.0000,-0.0860
252000.0000,0.0000,0.0000,50.1650,0.3644,50.1650,0.3644,-0.0000,-0.0000
252000.0000,0.0010,0.1000,50.1650,0.3642,50.1650,0.3642,-0.0000,-0.0000
252000.0000,0.0020,0.2000,50.1650,0.3634,50.1650,0.3634,-0.0000,-0.0000
252000.0000,0.0030,0.3000,50.1650,0.3620,50.1650,0.3620,-0.0000,-0.0000
252000.0000,0.0040,0.4000,50.1650,0.3602,50.1650,0.3602,-0.0000,-0.0000
252000.0000,0.0050,0.5000,50.1650,0.3577,50.1650,0.3577,-0.0000,-0.0000
252000.0000,0.0060,0.6000,50.1650,0.3547,50.1650,0.3547,-0.0000,-0.0000
252000.0000,0.0070,0.7000,50.1650,0.3511,50.1650,0.3511,-0.0000,-0.0000
252000.0000,0.0080,0.8000,50.1650,0.3469,50.1650,0.3469,-0.0000,-0.0000
252000.0000,0.0090,0.9000,50.1650,0.3419,50.1650,0.3419,-0.0000,-0.0000
252000.0000,0.0100,1.0000,50.1650,0.3362,50.1650,0.3362,-0.0000,-0.0000
252000.0000,0.0110,1.1000,50.1650,0.3298,50.1650,0.3298,-0.0000,-0.0000
252000.0000,0.0120,1.2000,50.1650,0.3223,50.1650,0.3223,-0.0000,-0.0000
252000.0000,0.0130,1.3000,50.1650,0.3139,50.1650,0.3139,-0.0000,-0.0000
252000.0000,0.0140,1.4000,50.1650,0.3041,50.1650,0.3041,-0.0000,-0.0000
252000.0000,0.0150,1.5000,50.1650,0.2928,50.1650,0.2928,-0.0000,-0.0000
252000.0000,0.0160,1.6000,50.1650,0.2794,50.1650,0.2794,-0.0000,-0.0000
252000.0000,0.0170,1.7000,50.1650,0.2629,50.1650,0.2629,-0.0000,-0.0000
252000.0000,0.0180,1.8000,50.1650,0.2412,50.1650,0.2412,-0.0000,-0.0000
252000.0000,0.0190,1.9000,50.1650,0.2067,50.1650,0.2067,-0.0000,-0.0000
252000.0000,0.0200,2.0000,50.1650,0.0554,50.1650,0.1411,-0.0000,-0.0856
255600.0000,0.0000,0.0000,50.1650,0.3621,50.1650,0.3621,-0.0000,-0.0000
255600.0000,0.0010,0.1000,50.1650,0.3619,50.1650,0.3619,-0.0000,-0.0000
255600.0000,0.0020,0.2000,50.1650,0.3611,50.1650,0.3611,-0.0000,-0.0000
255600.0000,0.0030,0.3000,50.1650,0.3598,50.1650,0.3598,-0.0000,-0.0000
255600.0000,0.0040,0.4000,50.1650,0.3579,50.1650,0.3579,-0.0000,-0.0000
255600.0000,0.0050,0.5000,50.1650,0.3555,50.1650,0.3555,-0.0000,-0.0000
255600.0000,0.0060,0.6000,50.1650,0.3525,50.1650,0.3525,-0.0000,-0.0000
255600.0000,0.0070,0.7000,50.1650,0.3490,50.1650,0.3490,-0.0000,-0.0000
255600.0000,0.0080,0.8000,50.1650,0.3448,50.1650,0.3448,-0.0000,-0.0000
255600.0000,0.0090,0.9000,50.1650,0.3399,50.1650,0.3399,-0.0000,-0.0000
255600.0000,0.0100,1.0000,50.1650,0.3343,50.1650,0.3343,-0.0000,-0.0000
255600.0000,0.0110,1.1000,50.1650,0.3278,50.1650,0.3278,-0.0000,-0.0000
255600.0000,0.0120,1.2000,50.1650,0.3205,50.1650,0.3205,-0.0000,-0.0000
255600.0000,0.0130,1.3000,50.1650,0.3121,50.1650,0.3121,-0.0000,-0.0000
255600.0000,0.0140,1.4000,50.1650,0.3024,50.1650,0.3024,-0.0000,-0.0000
255600.0000,0.0150,1.5000,50.1650,0.2912,50.1650,0.2912,-0.0000,-0.0000
255600.0000,0.0160,1.6000,50.1650,0.2779,50.1650,0.2779,-0.0000,-0.0000
255600.0000,0.0170,1.7000,50.1650,0.2616,50.1650,0.2616,-0.0000,-0.0000
255600.0000,0.0180,1.8000,50.1650,0.2400,50.1650,0.2400,-0.0000,-0.0000
255600.0000,0.0190,1.9000,50.1650,0.2058,50.1650,0.2058,-0.0000,-0.0000
255600.0000,0.0200,2.0000,50.1650,0.0553,50.1650,0.1406,-0.0000,-0.0853
259200.0000,0.0000,0.0000,50.1650,0.3599,50.1650,0.3599,-0.0000,-0.0000
259200.0000,0.0010,0.1000,50.1650,0.3597,50.1650,0.3597,-0.0000,-0.0000
259200.0000,0.0020,0.2000,50.1650,0.3589,50.1650,0.3589,-0.0000,-0.0000
259200.0000,0.0030,0.3000,50.1650,0.3576,50.1650,0.3576,-0.0000,-0.0000
259200.0000,0.0040,0.4000,50.1650,0.3558,50.1650,0.3558,-0.0000,-0.0000
259200.0000,0.0050,0.5000,50.1650,0.3534,50.1650,0.3534,-0.0000,-0.0000
259200.0000,0.0060,0.6000,50.1650,0.3504,50.1650,0.3504,-0.0000,-0.0000
259200.0000,0.0070,0.7000,50.1650,0.3469,50.1650,0.3469,-0.0000,-0.0000
259200.0000,0.0080,0.8000,50.1650,0.3427,50.1650,0.3427,-0.0000,-0.0000
259200.0000,0.0090,0.9000,50.1650,0.3379,50.1650,0.3379,-0.0000,-0.0000
259200.0000,0.0100,1.0000,50.1650,0.3323,50.1650,0.3323,-0.0000,-0.0000
259200.0000,0.0110,1.1000,50.1650,0.3259,50.1650,0.3259,-0.0000,-0.0000
259200.0000,0.0120,1.2000,50.1650,0.3187,50.1650,0.3187,-0.0000,-0.0000
259200.0000,0.0130,1.3000,50.1650,0.3104,50.1650,0.3104,-0.0000,-0.0000
259200.0000,0.0140,1.4000,50.1650,0.3008,50.1650,0.3008,-0.0000,-0.0000
259200.0000,0.0150,1.5000,50.1650,0.2897,50.1650,0.2897,-0.0000,-0.0000
259200.0000,0.0160,1.6000,50.1650,0.2765,50.1650,0.2765,-0.0000,-0.0000
259200.0000,0.0170,1.7000,50.1650,0.2603,50.1650,0.2603,-0.0000,-0.0000
259200.0000,0.0180,1.8000,50.1650,0.2389,50.1650,0.2389,-0.0000,-0.0000
259200.0000,0.0190,1.9000,50.1650,0.2050,50.1650,0.2050,-0.0000,-0.0000
259200.0000,0.0200,2.0000,50.1650,0.0552,50.1650,0.1401,-0.0000,-0.0849
