time_s,z_m,z_cm,T_axis_2d_C,C_axis_2d,T_side_2d_C,C_side_2d,T_end_axis_surface_C,C_end_axis_surface
57600.0000,0.0025,0.2451,50.1650,0.3881,50.1650,0.0576,50.1650,0.1395
57600.0000,0.0074,0.7353,50.1650,0.6155,50.1650,0.0863,50.1650,0.6155
57600.0000,0.0123,1.2255,50.1650,0.7194,50.1650,0.1043,50.1650,0.7194
57600.0000,0.0172,1.7157,50.1650,0.7809,50.1650,0.1161,50.1650,0.7809
57600.0000,0.0221,2.2059,50.1650,0.8191,50.1650,0.1237,50.1650,0.8191
57600.0000,0.0270,2.6961,50.1650,0.8429,50.1650,0.1286,50.1650,0.8429
57600.0000,0.0319,3.1863,50.1650,0.8575,50.1650,0.1316,50.1650,0.8575
57600.0000,0.0368,3.6765,50.1650,0.8663,50.1650,0.1334,50.1650,0.8663
57600.0000,0.0417,4.1667,50.1650,0.8714,50.1650,0.1344,50.1650,0.8714
57600.0000,0.0466,4.6569,50.1650,0.8743,50.1650,0.1350,50.1650,0.8743
57600.0000,0.0515,5.1471,50.1650,0.8759,50.1650,0.1353,50.1650,0.8759
57600.0000,0.0564,5.6373,50.1650,0.8767,50.1650,0.1354,50.1650,0.8767
57600.0000,0.0613,6.1275,50.1650,0.8771,50.1650,0.1355,50.1650,0.8771
57600.0000,0.0662,6.6176,50.1650,0.8773,50.1650,0.1355,50.1650,0.8773
57600.0000,0.0711,7.1078,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.0760,7.5980,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.0809,8.0882,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.0858,8.5784,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.0907,9.0686,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.0956,9.5588,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1005,10.0490,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1054,10.5392,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1103,11.0294,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1152,11.5196,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1201,12.0098,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1250,12.5000,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1299,12.9902,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1348,13.4804,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1397,13.9706,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1446,14.4608,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1495,14.9510,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1544,15.4412,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1593,15.9314,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1642,16.4216,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1691,16.9118,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1740,17.4020,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1789,17.8922,50.1650,0.8774,50.1650,0.1355,50.1650,0.8774
57600.0000,0.1838,18.3824,50.1650,0.8773,50.1650,0.1355,50.1650,0.8773
57600.0000,0.1887,18.8725,50.1650,0.8771,50.1650,0.1355,50.1650,0.8771
57600.0000,0.1936,19.3627,50.1650,0.8767,50.1650,0.1354,50.1650,0.8767
57600.0000,0.1985,19.8529,50.1650,0.8759,50.1650,0.1353,50.1650,0.8759
57600.0000,0.2034,20.3431,50.1650,0.8743,50.1650,0.1350,50.1650,0.8743
57600.0000,0.2083,20.8333,50.1650,0.8714,50.1650,0.1344,50.1650,0.8714
57600.0000,0.2132,21.3235,50.1650,0.8663,50.1650,0.1334,50.1650,0.8663
57600.0000,0.2181,21.8137,50.1650,0.8575,50.1650,0.1316,50.1650,0.8575
57600.0000,0.2230,22.3039,50.1650,0.8429,50.1650,0.1286,50.1650,0.8429
57600.0000,0.2279,22.7941,50.1650,0.8191,50.1650,0.1237,50.1650,0.8191
57600.0000,0.2328,23.2843,50.1650,0.7809,50.1650,0.1161,50.1650,0.7809
57600.0000,0.2377,23.7745,50.1650,0.7194,50.1650,0.1043,50.1650,0.7194
57600.0000,0.2426,24.2647,50.1650,0.6155,50.1650,0.0863,50.1650,0.6155
57600.0000,0.2475,24.7549,50.1650,0.3881,50.1650,0.0576,50.1650,0.1395
61200.0000,0.0025,0.2451,50.1650,0.3732,50.1650,0.0566,50.1650,0.1299
61200.0000,0.0074,0.7353,50.1650,0.5913,50.1650,0.0823,50.1650,0.5913
61200.0000,0.0123,1.2255,50.1650,0.6897,50.1650,0.0985,50.1650,0.6897
61200.0000,0.0172,1.7157,50.1650,0.7477,50.1650,0.1090,50.1650,0.7477
61200.0000,0.0221,2.2059,50.1650,0.7837,50.1650,0.1158,50.1650,0.7837
61200.0000,0.0270,2.6961,50.1650,0.8062,50.1650,0.1202,50.1650,0.8062
61200.0000,0.0319,3.1863,50.1650,0.8201,50.1650,0.1230,50.1650,0.8201
61200.0000,0.0368,3.6765,50.1650,0.8286,50.1650,0.1246,50.1650,0.8286
61200.0000,0.0417,4.1667,50.1650,0.8335,50.1650,0.1256,50.1650,0.8335
61200.0000,0.0466,4.6569,50.1650,0.8364,50.1650,0.1261,50.1650,0.8364
61200.0000,0.0515,5.1471,50.1650,0.8379,50.1650,0.1264,50.1650,0.8379
61200.0000,0.0564,5.6373,50.1650,0.8388,50.1650,0.1265,50.1650,0.8388
61200.0000,0.0613,6.1275,50.1650,0.8392,50.1650,0.1266,50.1650,0.8392
61200.0000,0.0662,6.6176,50.1650,0.8394,50.1650,0.1267,50.1650,0.8394
61200.0000,0.0711,7.1078,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.0760,7.5980,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.0809,8.0882,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.0858,8.5784,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.0907,9.0686,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.0956,9.5588,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1005,10.0490,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1054,10.5392,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1103,11.0294,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1152,11.5196,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1201,12.0098,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1250,12.5000,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1299,12.9902,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1348,13.4804,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1397,13.9706,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1446,14.4608,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1495,14.9510,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1544,15.4412,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1593,15.9314,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1642,16.4216,50.1650,0.8396,50.1650,0.1267,50.1650,0.8396
61200.0000,0.1691,16.9118,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.1740,17.4020,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.1789,17.8922,50.1650,0.8395,50.1650,0.1267,50.1650,0.8395
61200.0000,0.1838,18.3824,50.1650,0.8394,50.1650,0.1267,50.1650,0.8394
61200.0000,0.1887,18.8725,50.1650,0.8392,50.1650,0.1266,50.1650,0.8392
61200.0000,0.1936,19.3627,50.1650,0.8388,50.1650,0.1265,50.1650,0.8388
61200.0000,0.1985,19.8529,50.1650,0.8379,50.1650,0.1264,50.1650,0.8379
61200.0000,0.2034,20.3431,50.1650,0.8364,50.1650,0.1261,50.1650,0.8364
61200.0000,0.2083,20.8333,50.1650,0.8335,50.1650,0.1256,50.1650,0.8335
61200.0000,0.2132,21.3235,50.1650,0.8286,50.1650,0.1246,50.1650,0.8286
61200.0000,0.2181,21.8137,50.1650,0.8201,50.1650,0.1230,50.1650,0.8201
61200.0000,0.2230,22.3039,50.1650,0.8062,50.1650,0.1202,50.1650,0.8062
61200.0000,0.2279,22.7941,50.1650,0.7837,50.1650,0.1158,50.1650,0.7837
61200.0000,0.2328,23.2843,50.1650,0.7477,50.1650,0.1090,50.1650,0.7477
61200.0000,0.2377,23.7745,50.1650,0.6897,50.1650,0.0985,50.1650,0.6897
61200.0000,0.2426,24.2647,50.1650,0.5913,50.1650,0.0823,50.1650,0.5913
61200.0000,0.2475,24.7549,50.1650,0.3732,50.1650,0.0566,50.1650,0.1299
64800.0000,0.0025,0.2451,50.1650,0.3601,50.1650,0.0559,50.1650,0.1217
64800.0000,0.0074,0.7353,50.1650,0.5698,50.1650,0.0789,50.1650,0.5698
64800.0000,0.0123,1.2255,50.1650,0.6632,50.1650,0.0935,50.1650,0.6632
64800.0000,0.0172,1.7157,50.1650,0.7181,50.1650,0.1030,50.1650,0.7181
64800.0000,0.0221,2.2059,50.1650,0.7522,50.1650,0.1091,50.1650,0.7522
64800.0000,0.0270,2.6961,50.1650,0.7735,50.1650,0.1131,50.1650,0.7735
64800.0000,0.0319,3.1863,50.1650,0.7867,50.1650,0.1156,50.1650,0.7867
64800.0000,0.0368,3.6765,50.1650,0.7948,50.1650,0.1171,50.1650,0.7948
64800.0000,0.0417,4.1667,50.1650,0.7996,50.1650,0.1180,50.1650,0.7996
64800.0000,0.0466,4.6569,50.1650,0.8024,50.1650,0.1185,50.1650,0.8024
64800.0000,0.0515,5.1471,50.1650,0.8040,50.1650,0.1188,50.1650,0.8040
64800.0000,0.0564,5.6373,50.1650,0.8048,50.1650,0.1190,50.1650,0.8048
64800.0000,0.0613,6.1275,50.1650,0.8052,50.1650,0.1190,50.1650,0.8052
64800.0000,0.0662,6.6176,50.1650,0.8055,50.1650,0.1191,50.1650,0.8055
64800.0000,0.0711,7.1078,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.0760,7.5980,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.0809,8.0882,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.0858,8.5784,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.0907,9.0686,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.0956,9.5588,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1005,10.0490,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1054,10.5392,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1103,11.0294,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1152,11.5196,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1201,12.0098,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1250,12.5000,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1299,12.9902,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1348,13.4804,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1397,13.9706,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1446,14.4608,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1495,14.9510,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1544,15.4412,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1593,15.9314,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1642,16.4216,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1691,16.9118,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1740,17.4020,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1789,17.8922,50.1650,0.8056,50.1650,0.1191,50.1650,0.8056
64800.0000,0.1838,18.3824,50.1650,0.8055,50.1650,0.1191,50.1650,0.8055
64800.0000,0.1887,18.8725,50.1650,0.8052,50.1650,0.1190,50.1650,0.8052
64800.0000,0.1936,19.3627,50.1650,0.8048,50.1650,0.1190,50.1650,0.8048
64800.0000,0.1985,19.8529,50.1650,0.8040,50.1650,0.1188,50.1650,0.8040
64800.0000,0.2034,20.3431,50.1650,0.8024,50.1650,0.1185,50.1650,0.8024
64800.0000,0.2083,20.8333,50.1650,0.7996,50.1650,0.1180,50.1650,0.7996
64800.0000,0.2132,21.3235,50.1650,0.7948,50.1650,0.1171,50.1650,0.7948
64800.0000,0.2181,21.8137,50.1650,0.7867,50.1650,0.1156,50.1650,0.7867
64800.0000,0.2230,22.3039,50.1650,0.7735,50.1650,0.1131,50.1650,0.7735
64800.0000,0.2279,22.7941,50.1650,0.7522,50.1650,0.1091,50.1650,0.7522
64800.0000,0.2328,23.2843,50.1650,0.7181,50.1650,0.1030,50.1650,0.7181
64800.0000,0.2377,23.7745,50.1650,0.6632,50.1650,0.0935,50.1650,0.6632
64800.0000,0.2426,24.2647,50.1650,0.5698,50.1650,0.0789,50.1650,0.5698
64800.0000,0.2475,24.7549,50.1650,0.3601,50.1650,0.0559,50.1650,0.1217
68400.0000,0.0025,0.2451,50.1650,0.3485,50.1650,0.0552,50.1650,0.1148
68400.0000,0.0074,0.7353,50.1650,0.5505,50.1650,0.0761,50.1650,0.5505
68400.0000,0.0123,1.2255,50.1650,0.6395,50.1650,0.0893,50.1650,0.6395
68400.0000,0.0172,1.7157,50.1650,0.6916,50.1650,0.0978,50.1650,0.6916
68400.0000,0.0221,2.2059,50.1650,0.7239,50.1650,0.1034,50.1650,0.7239
68400.0000,0.0270,2.6961,50.1650,0.7441,50.1650,0.1070,50.1650,0.7441
68400.0000,0.0319,3.1863,50.1650,0.7568,50.1650,0.1093,50.1650,0.7568
68400.0000,0.0368,3.6765,50.1650,0.7645,50.1650,0.1107,50.1650,0.7645
68400.0000,0.0417,4.1667,50.1650,0.7692,50.1650,0.1115,50.1650,0.7692
68400.0000,0.0466,4.6569,50.1650,0.7719,50.1650,0.1120,50.1650,0.7719
68400.0000,0.0515,5.1471,50.1650,0.7734,50.1650,0.1123,50.1650,0.7734
68400.0000,0.0564,5.6373,50.1650,0.7743,50.1650,0.1124,50.1650,0.7743
68400.0000,0.0613,6.1275,50.1650,0.7747,50.1650,0.1125,50.1650,0.7747
68400.0000,0.0662,6.6176,50.1650,0.7749,50.1650,0.1125,50.1650,0.7749
68400.0000,0.0711,7.1078,50.1650,0.7750,50.1650,0.1125,50.1650,0.7750
68400.0000,0.0760,7.5980,50.1650,0.7751,50.1650,0.1125,50.1650,0.7751
68400.0000,0.0809,8.0882,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.0858,8.5784,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.0907,9.0686,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.0956,9.5588,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1005,10.0490,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1054,10.5392,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1103,11.0294,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1152,11.5196,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1201,12.0098,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1250,12.5000,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1299,12.9902,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1348,13.4804,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1397,13.9706,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1446,14.4608,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1495,14.9510,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1544,15.4412,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1593,15.9314,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1642,16.4216,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1691,16.9118,50.1650,0.7751,50.1650,0.1126,50.1650,0.7751
68400.0000,0.1740,17.4020,50.1650,0.7751,50.1650,0.1125,50.1650,0.7751
68400.0000,0.1789,17.8922,50.1650,0.7750,50.1650,0.1125,50.1650,0.7750
68400.0000,0.1838,18.3824,50.1650,0.7749,50.1650,0.1125,50.1650,0.7749
68400.0000,0.1887,18.8725,50.1650,0.7747,50.1650,0.1125,50.1650,0.7747
68400.0000,0.1936,19.3627,50.1650,0.7743,50.1650,0.1124,50.1650,0.7743
68400.0000,0.1985,19.8529,50.1650,0.7734,50.1650,0.1123,50.1650,0.7734
68400.0000,0.2034,20.3431,50.1650,0.7719,50.1650,0.1120,50.1650,0.7719
68400.0000,0.2083,20.8333,50.1650,0.7692,50.1650,0.1115,50.1650,0.7692
68400.0000,0.2132,21.3235,50.1650,0.7645,50.1650,0.1107,50.1650,0.7645
68400.0000,0.2181,21.8137,50.1650,0.7568,50.1650,0.1093,50.1650,0.7568
68400.0000,0.2230,22.3039,50.1650,0.7441,50.1650,0.1070,50.1650,0.7441
68400.0000,0.2279,22.7941,50.1650,0.7239,50.1650,0.1034,50.1650,0.7239
68400.0000,0.2328,23.2843,50.1650,0.6916,50.1650,0.0978,50.1650,0.6916
68400.0000,0.2377,23.7745,50.1650,0.6395,50.1650,0.0893,50.1650,0.6395
68400.0000,0.2426,24.2647,50.1650,0.5505,50.1650,0.0761,50.1650,0.5505
68400.0000,0.2475,24.7549,50.1650,0.3485,50.1650,0.0552,50.1650,0.1148
72000.0000,0.0025,0.2451,50.1650,0.3381,50.1650,0.0547,50.1650,0.1088
72000.0000,0.0074,0.7353,50.1650,0.5331,50.1650,0.0736,50.1650,0.5331
72000.0000,0.0123,1.2255,50.1650,0.6181,50.1650,0.0856,50.1650,0.6181
72000.0000,0.0172,1.7157,50.1650,0.6677,50.1650,0.0934,50.1650,0.6677
72000.0000,0.0221,2.2059,50.1650,0.6984,50.1650,0.0985,50.1650,0.6984
72000.0000,0.0270,2.6961,50.1650,0.7176,50.1650,0.1018,50.1650,0.7176
72000.0000,0.0319,3.1863,50.1650,0.7297,50.1650,0.1039,50.1650,0.7297
72000.0000,0.0368,3.6765,50.1650,0.7371,50.1650,0.1051,50.1650,0.7371
72000.0000,0.0417,4.1667,50.1650,0.7416,50.1650,0.1059,50.1650,0.7416
72000.0000,0.0466,4.6569,50.1650,0.7443,50.1650,0.1064,50.1650,0.7443
72000.0000,0.0515,5.1471,50.1650,0.7458,50.1650,0.1066,50.1650,0.7458
72000.0000,0.0564,5.6373,50.1650,0.7466,50.1650,0.1068,50.1650,0.7466
72000.0000,0.0613,6.1275,50.1650,0.7471,50.1650,0.1068,50.1650,0.7471
72000.0000,0.0662,6.6176,50.1650,0.7473,50.1650,0.1069,50.1650,0.7473
72000.0000,0.0711,7.1078,50.1650,0.7474,50.1650,0.1069,50.1650,0.7474
72000.0000,0.0760,7.5980,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.0809,8.0882,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.0858,8.5784,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.0907,9.0686,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.0956,9.5588,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1005,10.0490,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1054,10.5392,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1103,11.0294,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1152,11.5196,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1201,12.0098,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1250,12.5000,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1299,12.9902,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1348,13.4804,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1397,13.9706,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1446,14.4608,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1495,14.9510,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1544,15.4412,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1593,15.9314,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1642,16.4216,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1691,16.9118,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1740,17.4020,50.1650,0.7475,50.1650,0.1069,50.1650,0.7475
72000.0000,0.1789,17.8922,50.1650,0.7474,50.1650,0.1069,50.1650,0.7474
72000.0000,0.1838,18.3824,50.1650,0.7473,50.1650,0.1069,50.1650,0.7473
72000.0000,0.1887,18.8725,50.1650,0.7471,50.1650,0.1068,50.1650,0.7471
72000.0000,0.1936,19.3627,50.1650,0.7466,50.1650,0.1068,50.1650,0.7466
72000.0000,0.1985,19.8529,50.1650,0.7458,50.1650,0.1066,50.1650,0.7458
72000.0000,0.2034,20.3431,50.1650,0.7443,50.1650,0.1064,50.1650,0.7443
72000.0000,0.2083,20.8333,50.1650,0.7416,50.1650,0.1059,50.1650,0.7416
72000.0000,0.2132,21.3235,50.1650,0.7371,50.1650,0.1051,50.1650,0.7371
72000.0000,0.2181,21.8137,50.1650,0.7297,50.1650,0.1039,50.1650,0.7297
72000.0000,0.2230,22.3039,50.1650,0.7176,50.1650,0.1018,50.1650,0.7176
72000.0000,0.2279,22.7941,50.1650,0.6984,50.1650,0.0985,50.1650,0.6984
72000.0000,0.2328,23.2843,50.1650,0.6677,50.1650,0.0934,50.1650,0.6677
72000.0000,0.2377,23.7745,50.1650,0.6181,50.1650,0.0856,50.1650,0.6181
72000.0000,0.2426,24.2647,50.1650,0.5331,50.1650,0.0736,50.1650,0.5331
72000.0000,0.2475,24.7549,50.1650,0.3381,50.1650,0.0547,50.1650,0.1088
75600.0000,0.0025,0.2451,50.1650,0.3288,50.1650,0.0542,50.1650,0.1036
75600.0000,0.0074,0.7353,50.1650,0.5173,50.1650,0.0715,50.1650,0.5173
75600.0000,0.0123,1.2255,50.1650,0.5987,50.1650,0.0825,50.1650,0.5987
75600.0000,0.0172,1.7157,50.1650,0.6460,50.1650,0.0896,50.1650,0.6460
75600.0000,0.0221,2.2059,50.1650,0.6753,50.1650,0.0942,50.1650,0.6753
75600.0000,0.0270,2.6961,50.1650,0.6936,50.1650,0.0972,50.1650,0.6936
75600.0000,0.0319,3.1863,50.1650,0.7052,50.1650,0.0991,50.1650,0.7052
75600.0000,0.0368,3.6765,50.1650,0.7123,50.1650,0.1003,50.1650,0.7123
75600.0000,0.0417,4.1667,50.1650,0.7167,50.1650,0.1010,50.1650,0.7167
75600.0000,0.0466,4.6569,50.1650,0.7192,50.1650,0.1014,50.1650,0.7192
75600.0000,0.0515,5.1471,50.1650,0.7207,50.1650,0.1017,50.1650,0.7207
75600.0000,0.0564,5.6373,50.1650,0.7216,50.1650,0.1018,50.1650,0.7216
75600.0000,0.0613,6.1275,50.1650,0.7220,50.1650,0.1019,50.1650,0.7220
75600.0000,0.0662,6.6176,50.1650,0.7222,50.1650,0.1019,50.1650,0.7222
75600.0000,0.0711,7.1078,50.1650,0.7223,50.1650,0.1019,50.1650,0.7223
75600.0000,0.0760,7.5980,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.0809,8.0882,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.0858,8.5784,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.0907,9.0686,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.0956,9.5588,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1005,10.0490,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1054,10.5392,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1103,11.0294,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1152,11.5196,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1201,12.0098,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1250,12.5000,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1299,12.9902,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1348,13.4804,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1397,13.9706,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1446,14.4608,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1495,14.9510,50.1650,0.7225,50.1650,0.1019,50.1650,0.7225
75600.0000,0.1544,15.4412,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1593,15.9314,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1642,16.4216,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1691,16.9118,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1740,17.4020,50.1650,0.7224,50.1650,0.1019,50.1650,0.7224
75600.0000,0.1789,17.8922,50.1650,0.7223,50.1650,0.1019,50.1650,0.7223
75600.0000,0.1838,18.3824,50.1650,0.7222,50.1650,0.1019,50.1650,0.7222
75600.0000,0.1887,18.8725,50.1650,0.7220,50.1650,0.1019,50.1650,0.7220
75600.0000,0.1936,19.3627,50.1650,0.7216,50.1650,0.1018,50.1650,0.7216
75600.0000,0.1985,19.8529,50.1650,0.7207,50.1650,0.1017,50.1650,0.7207
75600.0000,0.2034,20.3431,50.1650,0.7192,50.1650,0.1014,50.1650,0.7192
75600.0000,0.2083,20.8333,50.1650,0.7167,50.1650,0.1010,50.1650,0.7167
75600.0000,0.2132,21.3235,50.1650,0.7123,50.1650,0.1003,50.1650,0.7123
75600.0000,0.2181,21.8137,50.1650,0.7052,50.1650,0.0991,50.1650,0.7052
75600.0000,0.2230,22.3039,50.1650,0.6936,50.1650,0.0972,50.1650,0.6936
75600.0000,0.2279,22.7941,50.1650,0.6753,50.1650,0.0942,50.1650,0.6753
